"","sim","N_actual","N_mean","n_captured","tau","pa_detects_total","N_lower_95","N_upper_95","N_sd","N_naive_se","seed"
"90",2,10,4.86673333333333,4,0.15,23,4,8,1.12878571883634,0.00532114690863804,1298953
"91",2,10,7.34715555555556,6,0.15,34,6,11,1.38862573305439,0.00654604448248599,6827686
"92",2,10,5.71106666666667,5,0.15,31,5,9,1.07053916690099,0.00504657002960991,4656871
"93",2,10,4.91428888888889,4,0.15,33,4,8,1.19286615784667,0.00562322499507551,1896159
"94",2,10,4.96984444444444,4,0.15,30,4,8,1.17255138516032,0.00552746023824359,424103
"95",2,10,5.98924444444444,5,0.15,28,5,9,1.20484435104495,0.00567969073932125,9100472
"96",2,10,4.88675555555556,4,0.15,30,4,8,1.14082044338854,0.00537787914424187,3866828
"97",2,10,4.49391111111111,4,0.15,32,4,7,0.878193889866553,0.00413984569814155,8507005
"98",2,10,4.94002222222222,4,0.15,37,4,8,1.20357401626425,0.00567370232373585,2805920
"99",2,10,5.19288888888889,4,0.15,32,4,8,1.28759364140011,0.00606977463497799,7769891
"100",2,10,6.41942222222222,5,0.15,34,5,10,1.40007765812572,0.00660002937498987,7848244
"101",3,10,2.8852,2,0.15,31,2,6,1.16441973220153,0.00548912725858084,7647452
"102",3,10,7.78504444444444,6,0.15,33,6,12,1.62297647661295,0.00765078448212846,4904430
"103",3,10,5.33895555555556,5,0.15,24,5,8,0.768743590799942,0.00362389204032224,5619022
"104",3,10,4.64982222222222,4,0.15,30,4,7,0.997295154966716,0.00470129444614303,1771478
"105",3,10,6.67391111111111,6,0.15,33,6,9,1.03460182405685,0.00487715977079044,3632946
"106",3,10,7.11624444444444,6,0.15,35,6,10,1.26014561132234,0.00594038338032329,4839104
"107",3,10,4.65451111111111,4,0.15,33,4,7,1.00213869661519,0.00472412712044033,1092438
"108",3,10,7.28964444444444,7,0.15,38,7,9,0.669281907874789,0.00315502517055823,9243993
"109",3,10,7.49328888888889,7,0.15,35,7,10,0.884367386580422,0.00416894784074161,9464459
"110",3,10,4.91944444444444,4,0.15,39,4,8,1.14564197050907,0.00540060804105921,9019589
"111",3,10,4.79375555555556,4,0.15,25,4,8,1.10722948808928,0.00521952986238427,1367182
"112",3,10,9.29642222222222,8,0.15,35,8,13,1.39682954587688,0.00658471762700847,7022459
"113",3,10,6.05557777777778,5,0.15,28,5,9,1.22611856726391,0.0057799783563403,230643
"114",3,10,6.02717777777778,5,0.15,35,5,9,1.26546752876243,0.00596547113972865,1238952
"115",3,10,5.5524,5,0.15,30,5,8,0.946165783332211,0.00446026827680592,2446755
"116",3,10,7.03933333333333,6,0.15,40,6,10,1.25630815673177,0.00592229344590003,5197122
"117",3,10,9.09097777777778,8,0.15,33,8,12,1.27170187110228,0.00599486011136028,1340908
"118",3,10,9.04433333333333,8,0.15,30,8,12,1.23951685392182,0.00584313848535423,2190663
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",4,10,2.74657777777778,2,0.15,40,2,6,1.05967600804334,0.00499536060765423,3096184
"152",4,10,2.97833333333333,2,0.15,38,2,6,1.23698023985038,0.00583118077194644,827738
"153",4,10,7.75593333333333,7,0.15,31,7,11,1.07011485308612,0.00504456979510428,8701154
"154",4,10,5.84897777777778,5,0.15,38,5,9,1.14413443286839,0.00539350144046842,7018095
"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
