"","sim","N_actual","N_mean","n_captured","tau","pa_detects_total","N_lower_95","N_upper_95","N_sd","N_naive_se","seed"
"11115",223,50,46.6674,46,0.45,73,46,49,0.904725794294269,0.00426491829506576,9749454
"11116",223,50,50.2139555555556,50,0.45,80,50,52,0.48575878496564,0.00228988887246761,5350271
"11117",223,50,47.1002,46,0.45,89,46,50,1.16230182679349,0.00547914335674125,7583013
"11118",223,50,50.3439555555556,50,0.45,79,50,52,0.632853439494257,0.00298329972375746,2590861
"11119",223,50,46.4244,46,0.45,73,46,48,0.74313691055728,0.00350318099203382,9303854
"11120",223,50,50.1118666666667,50,0.45,79,50,51,0.353175685996681,0.00166488615012309,7920130
"11121",223,50,48.0589555555556,47,0.45,80,47,51,1.12021670320794,0.0052807521815785,7838355
"11122",223,50,50.5085777777778,50,0.45,86,50,53,0.779020693649247,0.0036723387677602,456645
"11123",223,50,50.1687111111111,50,0.45,92,50,51,0.446799603957114,0.00210623353193026,3376913
"11124",223,50,47.7404444444444,47,0.45,67,47,50,0.979969970653914,0.0046196227440571,7283413
"11125",223,50,47.7131111111111,47,0.45,85,47,50,0.925264173186767,0.00436173714166218,6560269
"11126",223,50,50.0724222222222,50,0.45,72,50,51,0.277090148055663,0.00130621548460096,1238432
"11127",223,50,41.3969333333333,40,0.45,78,40,45,1.3368932815686,0.00630217536746594,3696008
"11128",223,50,47.6096,47,0.45,87,47,50,0.881894810286432,0.00415729200431173,9931059
"11129",223,50,49.3305555555556,49,0.45,83,49,51,0.619432891320188,0.00292003465294996,9039607
"11130",223,50,48.6374666666667,48,0.45,82,48,51,0.887122917539501,0.0041819375382545,3821630
"11131",223,50,44.9537555555556,44,0.45,79,44,48,1.07717661422576,0.00507785925636401,929984
"11132",223,50,49.8914888888889,49,0.45,77,49,52,1.0279882944035,0.00484598329302072,9874228
"11133",223,50,46.9869555555556,46,0.45,81,46,50,1.10065187094489,0.00518852267780529,4747547
"11134",223,50,49.9805555555556,49,0.45,69,49,53,1.09732189368733,0.00517282501447182,7083688
"11135",223,50,50.1097555555556,50,0.45,87,50,51,0.347787874924966,0.00163948776515935,1820508
"11136",223,50,44.8890222222222,44,0.45,79,44,48,1.06078484824809,0.00500058773050776,1762696
"11137",223,50,50.3521777777778,50,0.45,82,50,52,0.641163831877228,0.00302247528914626,6243316
"11138",223,50,48.3142222222222,48,0.45,79,48,50,0.602388959804335,0.0028396887892637,9790211
"11139",223,50,50.1351333333333,50,0.45,67,50,51,0.389626773236543,0.00183671822324928,9748578
"11140",223,50,50.2011777777778,50,0.45,79,50,52,0.484836115354377,0.00228553936620816,4625902
"11141",223,50,49.0560666666667,49,0.45,84,49,50,0.248086246059958,0.0011694897793874,802459
"11142",223,50,48.1637777777778,47,0.45,83,47,51,1.19091352473451,0.00561402019431032,2350527
"11143",223,50,49.2456666666667,49,0.45,77,49,51,0.540934327703196,0.00254998887530344,6658250
"11144",223,50,50.1481333333333,50,0.45,68,50,51,0.414587213249715,0.00195438286588071,883530
"11145",223,50,50.2720888888889,50,0.45,79,50,52,0.571758895430562,0.00269529728108454,7546275
"11146",223,50,50.1241555555556,50,0.45,85,50,51,0.372304580262857,0.00175506062247118,5732187
"11147",223,50,48.4534,48,0.45,83,48,50,0.736973132774239,0.00347412466491305,358110
"11148",223,50,48.1740666666667,48,0.45,83,48,49,0.441556106207101,0.00208151544648912,6964094
"11149",223,50,47.9485777777778,47,0.45,84,47,51,1.05512634598246,0.00497391329501856,8403784
"11150",223,50,49.1316666666667,49,0.45,84,49,50,0.379561708263342,0.00178927105194506,6759347
"11151",224,50,49.3148666666667,49,0.45,73,49,51,0.611083329884741,0.00288067444287704,5821713
"11152",224,50,48.2365333333333,48,0.45,82,48,50,0.52494687073428,0.00247462328039245,3957179
"11153",224,50,49.2582888888889,49,0.45,63,49,51,0.533566468578727,0.00251525645430518,4522993
"11154",224,50,48.7217111111111,47,0.45,77,47,52,1.44445356596687,0.00680921941069511,2472403
"11155",224,50,49.0562222222222,49,0.45,78,49,50,0.247288357514935,0.00116572849671529,2035671
"11156",224,50,50.2872888888889,50,0.45,60,50,52,0.590748644205997,0.0027848158152988,5452645
"11157",224,50,50.0210444444444,50,0.45,77,50,50,0.152103330852152,0.000717021977910785,2400545
"11158",224,50,48.639,48,0.45,88,48,51,0.881026310710162,0.00415319785804615,9717112
"11159",224,50,49.1132666666667,49,0.45,81,49,50,0.372493655472393,0.00175595193155663,2035276
"11160",224,50,49.1788,49,0.45,82,49,50,0.455474908624501,0.00214712931032472,3649412
"11161",224,50,49.2499333333333,49,0.45,87,49,51,0.555463937026925,0.00261848211050878,7835751
"11162",224,50,47.7754222222222,47,0.45,82,47,50,0.986749891232442,0.00465158359617032,4316977
"11163",224,50,45.2111333333333,44,0.45,75,44,48,1.22244305995126,0.00576265184870645,8438542
"11164",224,50,50.2767555555556,50,0.45,91,50,52,0.566070406826583,0.0026684814886407,5047807
"11165",224,50,50.0387777777778,50,0.45,80,50,51,0.206202451608921,0.000972047678866394,4420216
"11166",224,50,48.3195333333333,48,0.45,76,48,50,0.633838955217791,0.00298794548943131,7294215
"11167",224,50,50.0467555555556,50,0.45,84,50,51,0.222694404654998,0.00104979149109233,7862786
"11168",224,50,50.3165777777778,50,0.45,72,50,52,0.613739171048126,0.00289319419818627,6941007
"11169",224,50,47.4174888888889,47,0.45,73,47,49,0.727097195318111,0.00342756904927438,8085087
"11170",224,50,49.5515333333333,49,0.45,76,49,52,0.818741100538432,0.00385958256151241,2982419
"11171",224,50,50.2873111111111,50,0.45,76,50,52,0.585580387286065,0.00276045241853214,4694135
"11172",224,50,48.4805777777778,48,0.45,77,48,50,0.766574090260088,0.00361366491669878,3002756
"11173",224,50,49.5722,49,0.45,80,49,52,0.841983519715301,0.00396914837625338,7408380
"11174",224,50,50.3576,50,0.45,63,50,52,0.668662810057897,0.00315210671546128,6858880
"11175",224,50,50.1018,50,0.45,76,50,51,0.338649897345752,0.00159641092574206,5747437
"11176",224,50,49.0562,49,0.45,76,49,50,0.253987519801016,0.00119730865058701,4263551
"11177",224,50,50.3587333333333,50,0.45,77,50,52,0.649963934950184,0.00306395937286645,7518966
"11178",224,50,50.5724,50,0.45,76,50,53,0.840724920244316,0.0039632152814485,8528522
"11179",224,50,48.1288444444444,48,0.45,92,48,49,0.378097661368437,0.00178236946869598,4441304
"11180",224,50,50.1839111111111,49,0.45,69,49,53,1.23489519672806,0.00582135178440737,2896733
"11181",224,50,50.0109333333333,50,0.45,65,50,50,0.103990556626377,0.000490216185132499,3050139
"11182",224,50,48.532,48,0.45,71,48,51,0.815660404578817,0.00384506002148696,3088520
"11183",224,50,50.0265333333333,50,0.45,79,50,50,0.172970718065824,0.000815391784607005,1248643
"11184",224,50,50.1463777777778,50,0.45,80,50,51,0.408111535212372,0.0019238562268608,458736
"11185",224,50,50.0307555555556,50,0.45,90,50,51,0.186515956976776,0.000879244653185179,8350389
"11186",224,50,50.3785111111111,50,0.45,74,50,52,0.681114840404567,0.00321080614944575,3818739
"11187",224,50,50.0498444444444,50,0.45,72,50,51,0.22887411845686,0.00107892294132626,538509
"11188",224,50,50.2620444444444,50,0.45,79,50,52,0.557858666238892,0.00262977097227469,8865039
"11189",224,50,50.0736888888889,50,0.45,79,50,51,0.285879903757731,0.00134765079034699,8471917
"11190",224,50,50.0027333333333,50,0.45,78,50,50,0.0530548175241969,0.000250102808306497,9895765
"11191",224,50,50.4477333333333,50,0.45,72,50,52,0.73390292142608,0.00345965154981999,356396
"11192",224,50,47.3937777777778,47,0.45,84,47,49,0.688133244609245,0.00324389122415399,7507109
"11193",224,50,50.1054666666667,50,0.45,87,50,51,0.338544919476886,0.0015959160553224,3077447
"11194",224,50,46.6110222222222,46,0.45,78,46,49,0.862967460318887,0.00406806762089878,3014821
"11195",224,50,50.2050222222222,50,0.45,66,50,51,0.47746303984316,0.00225078235492694,4562919
"11196",224,50,50.2999111111111,50,0.45,84,50,52,0.592297794115264,0.00279211857800491,289994
"11197",224,50,50.0600222222222,50,0.45,79,50,51,0.255731863767238,0.00120553156690192,40350
"11198",224,50,50.0767555555556,50,0.45,69,50,51,0.292459753881481,0.00137866850129163,5512400
"11199",224,50,50.2342,50,0.45,79,50,52,0.517322891281512,0.00243868349658792,8781133
"11200",224,50,50.03,50,0.45,88,50,51,0.179476535874435,0.000846060503871224,3001588
"11201",225,50,50.6575555555556,50,0.45,79,50,53,0.899453415847133,0.00424006406471274,7711607
"11202",225,50,50.0455777777778,50,0.45,81,50,51,0.22108665254881,0.00104221247498065,886440
"11203",225,50,50.0116,50,0.45,75,50,50,0.111550411473348,0.000525853682646362,20634
"11204",225,50,50.2460666666667,50,0.45,72,50,52,0.548586157454317,0.00258605994667346,811553
"11205",225,50,50.263,50,0.45,76,50,52,0.552503398883578,0.00260452599986129,9968935
"11206",225,50,50.2230222222222,50,0.45,82,50,52,0.515062332085129,0.00242802711834101,4208000
"11207",225,50,50.0296,50,0.45,66,50,51,0.183582043564343,0.000865414052722875,4592955
"11208",225,50,50.0240222222222,50,0.45,82,50,50,0.160350843823501,0.000755901126910549,7900960
"11209",225,50,46.5206222222222,46,0.45,85,46,49,0.811165424519612,0.00382387048227921,9635526
"11210",225,50,49.0218666666667,49,0.45,80,49,49,0.161693079948958,0.000762228488685644,4612706
"11211",225,50,49.582,49,0.45,76,49,52,0.843802662592694,0.00397772389801706,3582038
"11212",225,50,50.0273111111111,50,0.45,77,50,51,0.17252789856975,0.000813304313483568,705825
"11213",225,50,50.5178888888889,50,0.45,86,50,53,0.785256024370654,0.00370173239866719,7747633
"11214",225,50,50.0468444444444,50,0.45,85,50,51,0.227708574098358,0.00107342851252845,4752481
"11215",225,50,49.7359555555556,49,0.45,78,49,52,0.952254992702203,0.00448897308505649,2764098
"11216",225,50,50.0953111111111,50,0.45,70,50,51,0.331874165741787,0.00156446982064431,10907
"11217",225,50,50.0714,50,0.45,76,50,51,0.280066271407972,0.00132024506462806,4693678
"11218",225,50,50.0859555555556,50,0.45,73,50,51,0.308243011090096,0.00145307148930111,1559665
"11219",225,50,50.0752444444444,50,0.45,82,50,51,0.297445075590402,0.00140216953320346,8321472
"11220",225,50,50.0898666666667,50,0.45,74,50,51,0.334753350653077,0.00157804242847806,4747440
"11221",225,50,50.3696222222222,50,0.45,75,50,52,0.694926958611968,0.00327591709909244,707604
"11222",225,50,50.1238222222222,50,0.45,78,50,51,0.374052952085924,0.00176330252628536,5070148
"11223",225,50,50.0512,50,0.45,82,50,51,0.244317411532056,0.00115172332304174,8590561
"11224",225,50,50.2341555555556,50,0.45,76,50,52,0.536697534419829,0.00253001644022908,5315367
"11225",225,50,50.1480222222222,50,0.45,78,50,51,0.422353258147528,0.00199099235261566,2087999
"11226",225,50,50.1486888888889,50,0.45,70,50,51,0.411725155414468,0.0019408909958577,2961781
"11227",225,50,50.3511111111111,50,0.45,79,50,52,0.677854522760329,0.00319543686467866,5843147
"11228",225,50,49.1280666666667,49,0.45,67,49,50,0.400308548967318,0.00188707259694492,4481426
"11229",225,50,50.0630444444444,50,0.45,80,50,51,0.27277248622821,0.00128586183155388,7225639
"11230",225,50,50.2093111111111,50,0.45,75,50,52,0.501813388535826,0.00236557099949255,6865294
"11231",225,50,50.1396444444444,50,0.45,78,50,51,0.394929818819409,0.00186171701986652,2335854
"11232",225,50,49.6054666666667,49,0.45,79,49,52,0.85064914825187,0.00400999854092972,5252048
"11233",225,50,50.0619111111111,50,0.45,86,50,51,0.268724884408156,0.00126678125359052,9549359
"11234",225,50,50.0732666666667,50,0.45,91,50,51,0.300722472057071,0.00141761932831158,1157635
"11235",225,50,50.3472666666667,50,0.45,88,50,52,0.668442810913568,0.00315106962954921,4805144
"11236",225,50,50.0002,50,0.45,69,50,50,0.0141408784611955,6.6660740345641e-05,9185577
"11237",225,50,50.1241555555556,50,0.45,80,50,51,0.372841399758381,0.00175759121384157,1526449
"11238",225,50,50.0716444444444,50,0.45,83,50,51,0.292844443689035,0.00138048194643546,2631599
"11239",225,50,50.0436222222222,50,0.45,76,50,51,0.235392107260391,0.00110964903521076,4356717
"11240",225,50,49.2566666666667,49,0.45,63,49,51,0.549622134531044,0.00259094358944751,8223620
"11241",225,50,49.4345111111111,49,0.45,76,49,51,0.725282018381672,0.00341901222313564,7658912
"11242",225,50,48.3422666666667,48,0.45,79,48,50,0.659845843891464,0.00311054313835609,4696002
"11243",225,50,50.0659555555556,50,0.45,92,50,51,0.279377162938096,0.00131699657614791,1087381
"11244",225,50,50.0856222222222,50,0.45,85,50,51,0.317741982598225,0.00149785007041909,5889373
"11245",225,50,50.1953333333333,50,0.45,92,50,52,0.493046382644235,0.00232424293738157,4802358
"11246",225,50,50.0086888888889,50,0.45,78,50,50,0.0977084315003949,0.00046060196328687,1293294
"11247",225,50,50.0318888888889,50,0.45,66,50,51,0.189459778167762,0.000893121959363489,8676678
"11248",225,50,50.0140666666667,50,0.45,74,50,50,0.122575221774223,0.000577825136813318,5683917
"11249",225,50,50.1164222222222,50,0.45,75,50,51,0.367368992151675,0.00173179403698744,6312613
"11250",225,50,49.9970444444444,49,0.45,79,49,53,1.12814380111311,0.00531812087947099,9601847
"11251",226,50,50.2277555555556,50,0.5,56,50,52,0.509749244572563,0.0024029809836132,1610313
"11252",226,50,50.2774444444444,50,0.5,53,50,52,0.584074714672388,0.00275335460976296,5756094
"11253",226,50,49.4537555555556,49,0.5,47,49,51,0.73832107482857,0.00348047892469481,8782672
"11254",226,50,48.5131555555556,48,0.5,50,48,51,0.805796517175372,0.00379856121034139,8662432
"11255",226,50,49.055,49,0.5,57,49,50,0.246618726007757,0.00116257182351782,8450158
"11256",226,50,50.1254888888889,50,0.5,49,50,51,0.379897897594634,0.00179085586365119,9248274
"11257",226,50,47.8059777777778,47,0.5,53,47,50,0.988691272881152,0.00466073535702815,6242336
"11258",226,50,50.2353333333333,50,0.5,56,50,52,0.514675407757708,0.00242620313956951,2335845
"11259",226,50,44.0675555555556,43,0.5,54,43,47,1.16718077645882,0.00550214294603076,7512022
"11260",226,50,49.656,49,0.5,59,49,52,0.898612356224452,0.00423609927162888,7543046
"11261",226,50,45.1970222222222,44,0.5,45,44,48,1.21743521959798,0.00573904466288712,2776491
"11262",226,50,47.1106666666667,46,0.5,59,46,50,1.15556830980469,0.0054474012532478,3183978
"11263",226,50,50.0359555555556,50,0.5,52,50,51,0.199881290528009,0.000942249439764493,8850270
"11264",226,50,50.1261111111111,50,0.5,58,50,51,0.380042801009893,0.0017915389449015,1721545
"11265",226,50,50.3222222222222,50,0.5,59,50,52,0.615361798690116,0.00290084333824621,5760832
"11266",226,50,49.7687777777778,49,0.5,52,49,52,0.9582629080857,0.0045172946697796,6007240
"11267",226,50,50.0634,50,0.5,63,50,51,0.263994507228206,0.00124448204171377,5471443
"11268",226,50,50.1239777777778,50,0.5,59,50,51,0.370928731276911,0.00174857480815218,4191220
"11269",226,50,50.2496222222222,50,0.5,52,50,52,0.531105255325994,0.00250365418376549,5110820
"11270",226,50,49.4202,49,0.5,61,49,51,0.70405072240602,0.00331892693408389,7602778
"11271",226,50,50.1598888888889,50,0.5,54,50,51,0.441331173651546,0.0020804551042535,8761448
"11272",226,50,50.2938,50,0.5,55,50,52,0.59286539018137,0.00279479425152037,3343252
"11273",226,50,50.095,50,0.5,62,50,51,0.317594285777393,0.00149715382092862,2211068
"11274",226,50,50.0944222222222,50,0.5,46,50,51,0.321728093849593,0.00151664077906179,7314474
"11275",226,50,48.9031555555556,48,0.5,57,48,52,1.07867321224847,0.00508491428710115,7578809
"11276",226,50,50.0731111111111,50,0.5,57,50,51,0.285172297535824,0.00134431510262753,3111333
"11277",226,50,50.57,50,0.5,56,50,53,0.833415923668659,0.00392876034116639,2818
"11278",226,50,50.1839333333333,50,0.5,58,50,51,0.453058472114905,0.00213573811937644,8306583
"11279",226,50,50.0353555555556,50,0.5,57,50,51,0.191531024190996,0.00090288590675372,1411029
"11280",226,50,50.1811777777778,50,0.5,56,50,51,0.465953614538059,0.00219652640372163,9298472
"11281",226,50,49.9454888888889,49,0.5,46,49,53,1.08421461350061,0.00511103670311889,5097157
"11282",226,50,48.206,48,0.5,51,48,50,0.503998104363481,0.00237586984867055,6129944
"11283",226,50,46.4712888888889,46,0.5,61,46,48,0.766920152456343,0.00361529626953667,5762204
"11284",226,50,50.1526888888889,50,0.5,51,50,51,0.421901848659781,0.00198886438788315,8838776
"11285",226,50,44.9585555555556,44,0.5,56,44,48,1.12209095689181,0.00528958749817532,2253690
"11286",226,50,49.8383333333333,49,0.5,61,49,52,1.01921444475727,0.00480462296914099,753615
"11287",226,50,50.0359555555556,50,0.5,49,50,51,0.194357156105011,0.000916208420359904,4697371
"11288",226,50,48.7978888888889,48,0.5,54,48,51,1.00520655571838,0.00473858914694425,330746
"11289",226,50,50.5769111111111,50,0.5,61,50,53,0.864028769970586,0.00407307068257649,9027135
"11290",226,50,45.6455555555556,45,0.5,56,45,48,0.881102686070819,0.00415355789494905,8705939
"11291",226,50,50.0490666666667,50,0.5,49,50,51,0.232747596786438,0.00109718269328375,7791324
"11292",226,50,50.0287111111111,50,0.5,57,50,51,0.176190319287163,0.000830569130315838,5054993
"11293",226,50,50.1479333333333,50,0.5,51,50,51,0.419533704341408,0.00197770084850748,6840150
"11294",226,50,50.0244222222222,50,0.5,49,50,50,0.164126436036015,0.000773699439286975,9764927
"11295",226,50,49.5432222222222,49,0.5,56,49,52,0.818652048850967,0.00385916276783186,4162786
"11296",226,50,48.0774888888889,48,0.5,41,48,49,0.297429159018453,0.00140209450176373,8640637
"11297",226,50,50.0759777777778,50,0.5,51,50,51,0.296472590967528,0.00139758519672723,9898677
"11298",226,50,48.1126,48,0.5,52,48,49,0.351775798113013,0.00165828701535348,4675246
"11299",226,50,38.6617333333333,38,0.5,55,38,41,0.909306593429923,0.00428651238927958,4325697
"11300",226,50,45.7597333333333,45,0.5,48,45,48,0.946515629874325,0.00446191746922128,3098543
"11301",227,50,50.1544444444444,50,0.5,56,50,51,0.421657810352849,0.0019877139802718,867745
"11302",227,50,49.1382444444444,49,0.5,51,49,50,0.400753232863227,0.00188916885693346,7476678
