"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","nsample_pa","nsample_cap","N_naive_se","credible_proportion","credible_width","psi0_mean","psi0_sd","p","sigma","delta"
"266",265,50,42.24,249.84,0.35,64,3,42.4703946666667,5.84920717635809,-0.150592106666667,0.477998859153666,-0.918279718132452,5,7,0.00225330823137994,0.1,1.44,0.987973451659115,0.0120627910835846,0.75,2,2
"267",266,50,45.46,253.02,0.35,64,4,45.6508248888889,3.30051409134293,-0.0869835022222222,0.429106805348789,-0.869987888712758,5,7,0.00202282887943616,0.22,1.34,0.987900718412359,0.012085113974094,0.75,2,2
"268",267,50,47.38,252.52,0.35,64,5,47.5283662222222,2.47483040015343,-0.0494326755555556,0.372278508738809,-0.849574132952412,5,7,0.00175493772012818,0.42,1.18,0.988585476345917,0.0116499430831207,0.75,2,2
"269",268,50,48.22,253.4,0.35,64,6,48.3327662222222,2.32924197869575,-0.0333446755555556,0.313048040821143,-0.865600893473321,5,7,0.00147572261667862,0.62,0.96,0.988705399225689,0.0115238879063067,0.75,2,2
"270",269,50,43.06,286.08,0.35,81,3,43.3234528888889,4.13175446465644,-0.133530942222222,0.512783945094166,-0.875891960792785,5,7,0.0024172866990645,0.04,1.54,0.989241408040076,0.0104338340495858,0.75,2,2
"271",270,50,45.36,287.72,0.35,81,4,45.5716506666667,4.14661730426355,-0.0885669866666668,0.446517396583326,-0.892317673944924,5,7,0.00210490319361222,0.26,1.42,0.989690013078156,0.010064844862392,0.75,2,2
"272",271,50,47.26,287.82,0.35,81,5,47.3985817777778,2.59691843668733,-0.0520283644444445,0.36592305348455,-0.85909335914634,5,7,0.00172497781674275,0.44,1.16,0.988590567674164,0.0107458124233669,0.75,2,2
"273",272,50,48.22,288.38,0.35,81,6,48.3350848888889,2.59612784381663,-0.0332983022222222,0.317902326192066,-0.877547507165629,5,7,0.00149860593736925,0.62,1.02,0.988630377465097,0.0107135231644012,0.75,2,2
"274",273,50,42.5,318.2,0.35,100,3,42.7556471111111,4.52046476137674,-0.144887057777778,0.513171377820386,-0.886478182021245,5,7,0.00241911307445092,0.04,1.56,0.988727297870323,0.0102905490707681,0.75,2,2
"275",274,50,46.26,315.64,0.35,100,4,46.4653555555556,2.95920254463876,-0.0706928888888889,0.440427524838063,-0.85116682004887,5,7,0.00207619526289467,0.3,1.38,0.988766766626312,0.0103646896347366,0.75,2,2
"276",275,50,46.76,317.96,0.35,100,5,46.9079462222222,3.06946384800947,-0.0618410755555557,0.36989045614608,-0.879493463854949,5,7,0.00174368033224719,0.38,1.2,0.987838941872893,0.0108625360094665,0.75,2,2
"277",276,50,48.58,317.38,0.35,100,6,48.6728822222222,1.88584971255056,-0.0265423555555557,0.293175774660044,-0.844539163057945,5,7,0.00138204385561158,0.68,0.96,0.988952486128594,0.0101845377131419,0.75,2,2
"278",277,50,45.7,243.3,0.4,64,3,45.8734031111111,3.51739870864906,-0.0825319377777777,0.415392122491236,-0.881903600672334,5,7,0.0019581772444335,0.28,1.3,0.988211003671554,0.0118898799888834,0.75,2,2
"279",278,50,48.14,241.92,0.4,64,4,48.2495897777778,2.18638496636067,-0.0350082044444444,0.324006053127976,-0.851807408981915,5,7,0.00152737918208187,0.5,1.02,0.988692811468726,0.0115744134646163,0.75,2,2
"280",279,50,48.52,241.82,0.4,64,5,48.6083826666667,1.52275514441987,-0.0278323466666666,0.279154844935774,-0.816677785684234,5,7,0.00131594855903444,0.58,0.88,0.988284224403629,0.0118087453394401,0.75,2,2
"281",280,50,49.54,241.5,0.4,64,6,49.5941231111111,1.06907098409046,-0.00811753777777772,0.210038875893136,-0.803531403415806,5,7,0.000990132756378908,0.86,0.62,0.987931634862876,0.0120506746168594,0.75,2,2
"282",281,50,45.72,271.14,0.4,81,3,45.90472,3.3213256532772,-0.0819056,0.425345449984472,-0.871935036070679,5,7,0.00200509768020576,0.12,1.28,0.988320226699473,0.0110305725732372,0.75,2,2
"283",282,50,47.94,274.58,0.4,81,4,48.0800622222222,2.29054275609749,-0.0383987555555556,0.355489332687659,-0.844801267410819,5,7,0.00167579278521949,0.5,1.1,0.988313271546989,0.0110251494249575,0.75,2,2
"284",283,50,48.62,276.2,0.4,81,5,48.7159302222222,1.6200556279343,-0.0256813955555556,0.29193494247122,-0.819799433156835,5,7,0.00137619451657803,0.66,0.92,0.988866080441957,0.0107266808802664,0.75,2,2
"285",284,50,49.18,271.06,0.4,81,6,49.264844,1.70657523830647,-0.01470312,0.261605696024954,-0.846707200390087,5,7,0.00123322107770848,0.8,0.8,0.988499358363933,0.0109140853465743,0.75,2,2
"286",285,50,45.22,302.62,0.4,100,3,45.4211866666667,4.15884955350725,-0.0915762666666666,0.43954905690412,-0.894309940465762,5,7,0.00207205412534037,0.28,1.32,0.98832345500031,0.0106802682872222,0.75,2,2
"287",286,50,47.6,298.56,0.4,100,4,47.7453426666667,2.81393096518145,-0.0450931466666668,0.363443992242224,-0.870841183831677,5,7,0.00171329140997325,0.54,1.14,0.98780070239179,0.0109533697810865,0.75,2,2
"288",287,50,48.68,300.44,0.4,100,5,48.7704933333333,1.94052775811767,-0.0245901333333333,0.275846215725558,-0.8578498995587,5,7,0.00130035153136126,0.62,0.84,0.987710014929636,0.0110016778148664,0.75,2,2
"289",288,50,49.5,301.4,0.4,100,6,49.5676728888889,0.810129898763492,-0.00864654222222224,0.235637664630908,-0.70913594845646,5,7,0.00111080660375651,0.88,0.66,0.988978748054757,0.0102590706749488,0.75,2,2
"290",289,50,46.22,232.24,0.45,64,3,46.3720653333333,3.59556134454997,-0.0725586933333332,0.377814090184946,-0.894922084764977,5,7,0.00178103270131734,0.32,1.16,0.988021556303635,0.012031485322249,0.75,2,2
"291",290,50,49.06,228.32,0.45,64,4,49.1408706666667,2.18645703579478,-0.0171825866666668,0.255494819089111,-0.883146654653455,5,7,0.00120441412757294,0.82,0.86,0.987376169787834,0.0124338854745097,0.75,2,2
"292",291,50,49.54,229.28,0.45,64,5,49.5950644444444,0.876632804478385,-0.00809871111111111,0.211050859599846,-0.759248275307898,5,7,0.000994903293322005,0.8,0.58,0.987574963850794,0.0123165641273675,0.75,2,2
"293",292,50,49.84,232.1,0.45,64,6,49.8728684444444,0.497099940490622,-0.0025426311111112,0.16385378835187,-0.670380591496044,5,7,0.000772414165778085,0.94,0.54,0.987028681223444,0.0126782317498683,0.75,2,2
"294",293,50,46.52,255.88,0.45,81,3,46.6682262222222,3.27239223684293,-0.0666354755555556,0.365865573188415,-0.888196295948499,5,7,0.00172470685202821,0.34,1.14,0.987446395184198,0.0117062129164517,0.75,2,2
"295",294,50,48.88,259.42,0.45,81,4,48.9735795555556,1.41968111614944,-0.0205284088888887,0.275504175406635,-0.805939395634227,5,7,0.00129873913783493,0.68,0.84,0.987581905040043,0.01158375473935,0.75,2,2
"296",295,50,49.7,257.32,0.45,81,5,49.7507666666667,0.633097707551231,-0.00498466666666668,0.20818579278096,-0.671163249688259,5,7,0.000981397238814095,0.9,0.64,0.98744968847528,0.0116265303631423,0.75,2,2
"297",296,50,49.88,257.54,0.45,81,6,49.9223448888889,0.369715048649745,-0.0015531022222222,0.175015869742193,-0.5266195672008,5,7,0.000825032722066443,0.98,0.46,0.987222015571941,0.0118195229092591,0.75,2,2
"298",297,50,47.58,282.08,0.45,100,3,47.7127368888889,2.44584230019996,-0.0457452622222222,0.354599085020448,-0.855019644974062,5,7,0.00167159611747003,0.46,1.12,0.98665920727114,0.0119815489013515,0.75,2,2
"299",298,50,48.74,280.12,0.45,100,4,48.817984,1.82600101965472,-0.02364032,0.25203213520818,-0.861975906642245,5,7,0.00118809087921753,0.68,0.8,0.986915749582753,0.0118695332257108,0.75,2,2
"300",299,50,49.4,278.88,0.45,100,5,49.4781337777778,1.03590483670451,-0.0104373244444444,0.243733157627285,-0.764714721863193,5,7,0.00114896912372175,0.82,0.66,0.98731577540869,0.0115918774685158,0.75,2,2
"301",300,50,49.6,280.84,0.45,100,6,49.6380955555556,0.80079631608725,-0.00723808888888889,0.165931791858948,-0.792791514489349,5,7,0.000782209968252645,0.86,0.5,0.987204396678605,0.0115931856192092,0.75,2,2
"302",301,50,48.4,217.08,0.5,64,3,48.4869337777778,2.28365814460722,-0.0302613244444443,0.271872791402553,-0.880948559641218,5,7,0.00128162062947241,0.66,0.84,0.986936908215348,0.0127919664888176,0.75,2,2
"303",302,50,49.56,220.98,0.5,64,4,49.6023164444444,1.09905070952736,-0.00795367111111129,0.172559939334979,-0.842991831187491,5,7,0.000813455355099351,0.9,0.48,0.98797872617798,0.0120535724719849,0.75,2,2
"304",303,50,49.8,217.8,0.5,64,5,49.8293328888889,0.513558590258618,-0.00341334222222233,0.143065840181512,-0.721422554514243,5,7,0.000674418838323322,0.9,0.32,0.987259081264233,0.0125145440380311,0.75,2,2
"305",304,50,49.96,216.92,0.5,64,6,49.9726142222222,0.195025134325276,-0.000547715555555652,0.0941626798995538,-0.51717669506894,5,7,0.000443887129944485,0.98,0.16,0.987230114131692,0.0125870482884587,0.75,2,2
"306",305,50,48.76,242,0.5,81,3,48.8491662222222,1.59910678532865,-0.0230166755555556,0.273892559598377,-0.828721532475965,5,7,0.00129114190805702,0.64,0.72,0.986599626916986,0.0124047995523411,0.75,2,2
"307",306,50,49.5,239.54,0.5,81,4,49.5585422222222,0.938498681865316,-0.00882915555555552,0.207170809178818,-0.779252956682843,5,7,0.000976612560228311,0.86,0.6,0.987255355922588,0.0119213319303565,0.75,2,2
"308",307,50,49.68,241.94,0.5,81,5,49.7198657777778,0.738356477652842,-0.00560268444444448,0.169483907481014,-0.770457885031651,5,7,0.000798954801878789,0.86,0.46,0.98683300872307,0.0122641707294116,0.75,2,2
"309",308,50,49.94,238.22,0.5,81,6,49.965928,0.226310129335075,-0.000681439999999884,0.129881839785217,-0.426089145161888,5,7,0.000612268864434076,0.98,0.3,0.987429448714946,0.0118582503079917,0.75,2,2
"310",309,50,48.74,261.6,0.5,100,3,48.8264786666667,1.84026443831502,-0.0234704266666666,0.274779527603765,-0.850684759275488,5,7,0.00129532311533239,0.64,0.9,0.985719217262769,0.0129440343441671,0.75,2,2
"311",310,50,49.56,259.8,0.5,100,4,49.6103182222222,0.820157297309082,-0.0077936355555556,0.199988300924935,-0.756158603256848,5,7,0.000942753891613315,0.86,0.54,0.985740292693325,0.0127161223420187,0.75,2,2
"312",311,50,49.64,258.32,0.5,100,5,49.6873773333333,0.71414897396599,-0.00625245333333332,0.182983521008914,-0.743774019596045,5,7,0.000862592590338629,0.9,0.52,0.984137629121863,0.0140472581931883,0.75,2,2
"313",312,50,49.86,261.5,0.5,100,6,49.8796928888889,0.388461612910808,-0.00240614222222216,0.119167385635503,-0.693232531413948,5,7,0.000561760443194245,0.94,0.24,0.985938753105182,0.0126506202335292,0.75,2,2
"314",313,50,49.46,204.58,0.55,64,3,49.5198457777778,1.07550820117836,-0.00960308444444444,0.21920231105345,-0.796187224966499,5,7,0.00103332960398438,0.88,0.6,0.986170738373027,0.0133668944402978,0.75,2,2
"315",314,50,49.84,203.82,0.55,64,4,49.8721222222222,0.415574990929943,-0.00255755555555565,0.155724478376003,-0.625279475967661,5,7,0.00073409223104273,0.96,0.46,0.98712999529559,0.0127304710469832,0.75,2,2
"316",315,50,49.96,206.92,0.55,64,5,49.9835684444444,0.185024674872606,-0.000328631111111082,0.131494508616179,-0.289313662046884,5,7,0.000619871058208618,1,0.3,0.987274246308902,0.0126066937848025,0.75,2,2
"317",316,50,50,206.18,0.55,64,6,50.0144297777778,0.0228854549567335,0.000288595555555645,0.0955572139539498,3.17545616351553,5,7,0.000450461026520878,1,0.16,0.986725599550813,0.0129283457863384,0.75,2,2
"318",317,50,49.24,226.04,0.55,81,3,49.3154995555556,1.33270006024868,-0.0136900088888889,0.242636357808589,-0.817936259593691,5,7,0.00114379875979239,0.86,0.72,0.986690340237821,0.0126040912256062,0.75,2,2
"319",318,50,49.82,225.46,0.55,81,4,49.8596128888889,0.416888634284522,-0.00280774222222215,0.16899600650701,-0.594625536392838,5,7,0.000796654814630353,0.94,0.48,0.98492235913091,0.0137309774132115,0.75,2,2
"320",319,50,49.88,228.84,0.55,81,5,49.9027253333333,0.360328835111977,-0.00194549333333344,0.122992127880293,-0.658666984444719,5,7,0.000579790451044786,0.98,0.34,0.985797430686857,0.0131744107028684,0.75,2,2
"321",320,50,49.94,227.1,0.55,81,6,49.9494764444444,0.23342675983659,-0.0010104711111112,0.080946891673214,-0.653223599000043,5,7,0.00038158730678735,0.96,0.1,0.985072789079383,0.0136072612668484,0.75,2,2
"322",321,50,49.46,244.72,0.55,100,3,49.5150435555556,0.976495444673747,-0.00969912888888884,0.202234609473594,-0.792897539280215,5,7,0.00095334309166261,0.78,0.56,0.985275473573214,0.013394755878146,0.75,2,2
"323",322,50,49.82,238.7,0.55,100,4,49.8549782222222,0.431522155529499,-0.00290043555555548,0.163415476790683,-0.621304550191255,5,7,0.000770347945263499,0.94,0.42,0.9848376336038,0.0138934144743433,0.75,2,2
"324",323,50,49.98,243.24,0.55,100,5,49.9913813333333,0.139064209516881,-0.000172373333333283,0.0937916779734226,-0.325551280956747,5,7,0.00044213821009248,1,0.1,0.984572487756493,0.013909555590521,0.75,2,2
"325",324,50,49.94,241.86,0.55,100,6,49.9601471111111,0.231359752212028,-0.000797057777777766,0.12366227140986,-0.465497908657289,5,7,0.000582949537938958,1,0.3,0.985373797847875,0.013357324353399,0.75,2,2
"326",325,75,26.32,305.08,0.15,64,3,26.9271106666667,5.90621996973822,-0.640971857777778,0.832017551739819,-0.859128587150015,5,7,0.00392216835267637,0,2.72,0.989713454688585,0.0109084647427236,0.75,2,2
"327",326,75,31.8,304.24,0.15,64,4,32.2721617777778,5.89596100487667,-0.56970450962963,0.719583145486615,-0.877953204763153,5,7,0.00339214747867421,0,2.34,0.989189444082763,0.0112268659292845,0.75,2,2
"328",327,75,36.66,304.94,0.15,64,5,37.1270355555556,5.72346421805879,-0.504972859259259,0.711318698627289,-0.875718852861363,5,7,0.00335318850256098,0,2.24,0.989651536604842,0.0109615750510866,0.75,2,2
"329",328,75,41.36,304.58,0.15,64,6,41.80338,6.01186002053025,-0.4426216,0.690746852018126,-0.885102638840683,5,7,0.00325621188763518,0,2.16,0.989658544266038,0.0109405201784439,0.75,2,2
"330",329,75,25.1,371.04,0.15,81,3,25.7349933333333,5.07173274463577,-0.656866755555556,0.851783525599468,-0.832052758201746,5,7,0.00401534604702912,0,2.82,0.991396539508723,0.00889650198715506,0.75,2,2
"331",330,75,32.34,368.78,0.15,81,4,32.8228697777778,5.03910701014704,-0.562361736296296,0.7278440774206,-0.855560900779648,5,7,0.00343108988527049,0,2.36,0.991248195777163,0.00901582740550304,0.75,2,2
"332",331,75,38.76,371.04,0.15,81,5,39.2425906666667,7.33069231489586,-0.476765457777778,0.722070956243821,-0.901500305124445,5,7,0.00340387513105241,0,2.32,0.991407970316673,0.00891194678859657,0.75,2,2
"333",332,75,43.2,371.56,0.15,81,6,43.6360493333333,7.2474428277533,-0.418186008888889,0.681702864284034,-0.905938842087374,5,7,0.00321357812059689,0,2.14,0.990984165393799,0.00918961004553985,0.75,2,2
"334",333,75,25.68,434.84,0.15,100,3,26.2701253333333,4.69445715011499,-0.649731662222222,0.813824702121396,-0.826641361056739,5,7,0.00383640643711441,0,2.62,0.991879772472134,0.00795780132731375,0.75,2,2
"335",334,75,31.48,437.52,0.15,100,4,32.0277173333333,5.66999990321116,-0.572963768888889,0.778941975511942,-0.862620460527558,5,7,0.00367196768690226,0,2.52,0.99259830199943,0.00749250952945339,0.75,2,2
"336",335,75,37.2,436.58,0.15,100,5,37.6845044444444,6.7977192197369,-0.497539940740741,0.72174165138268,-0.893825910124806,5,7,0.0034023227730498,0,2.3,0.992523296222747,0.00752888819859903,0.75,2,2
"337",336,75,41.32,437.9,0.15,100,6,41.7340591111111,6.65106338890461,-0.443545878518519,0.664249891955728,-0.900128768421627,5,7,0.00313130402002885,0,2.18,0.992257577147944,0.00769095169312139,0.75,2,2
"338",337,75,37.6,303.58,0.2,64,3,38.0477111111111,7.62660264343413,-0.492697185185185,0.698541552588861,-0.908407244319953,5,7,0.00329295645850775,0,2.18,0.989436642929052,0.0110508477817913,0.75,2,2
"339",338,75,45.64,302.28,0.2,64,4,46.0684022222222,6.56654274996825,-0.385754637037037,0.674874757555033,-0.897225254863635,5,7,0.00318139011679194,0,2.1,0.989577261963038,0.0109572497660027,0.75,2,2
"340",339,75,51.12,301.56,0.2,64,5,51.4843928888889,8.39772013962663,-0.313541428148148,0.616539045465744,-0.926582568219146,5,7,0.00290639293276739,0,1.98,0.989528917526365,0.0110085780994664,0.75,2,2
"341",340,75,56.3,301.64,0.2,64,6,56.5795853333333,5.4368221703436,-0.245605528888889,0.531574591693681,-0.902226967327849,5,7,0.00250586665662048,0,1.66,0.989359796592315,0.0110889954834458,0.75,2,2
"342",341,75,39.58,365.8,0.2,81,3,40.0415848888889,7.00409551181545,-0.466112201481481,0.702092682330221,-0.899759693290042,5,7,0.00330969664464768,0,2.26,0.991128914233499,0.00912065562597646,0.75,2,2
"343",342,75,46.3,366.46,0.2,81,4,46.732936,6.84658729689922,-0.376894186666667,0.676943836021826,-0.901126823238139,5,7,0.00319114384622312,0,2.14,0.991421478705832,0.00889224722922893,0.75,2,2
"344",343,75,51.12,365.6,0.2,81,5,51.4472142222222,7.03947639239153,-0.314037143703704,0.585584650422823,-0.916814175120221,5,7,0.00276047251515155,0,1.82,0.991141046225162,0.00907542668346279,0.75,2,2
"345",344,75,55.44,365.76,0.2,81,6,55.7705146666667,6.897013515509,-0.256393137777778,0.586156916892595,-0.915012937762913,5,7,0.00276317020516102,0,1.82,0.991205006020437,0.00902996868131101,0.75,2,2
"346",345,75,38.8,425.98,0.2,100,3,39.2329151111111,7.06605123295474,-0.476894465185185,0.681098947327858,-0.903609678889485,5,7,0.00321073122876365,0,2.18,0.991946702606157,0.00788985620401852,0.75,2,2
"347",346,75,45.22,427.7,0.2,100,4,45.6337635555556,8.26419821355529,-0.391549819259259,0.662140555088781,-0.919878427649193,5,7,0.00312136051067935,0,2.1,0.992567086663971,0.0075130689659361,0.75,2,2
"348",347,75,50.94,427.72,0.2,100,5,51.311096,7.93982756837191,-0.315852053333333,0.623761239306897,-0.921438943864268,5,7,0.00294043868103488,0,1.98,0.992324191754546,0.00766756351553213,0.75,2,2
"349",348,75,55.26,426.46,0.2,100,6,55.5538893333333,7.13249669014226,-0.259281475555556,0.550342759996165,-0.922840095985353,5,7,0.00259434065046806,0,1.72,0.991738472785852,0.00801877059036589,0.75,2,2
"350",349,75,50.66,299.12,0.25,64,3,51.0286213333333,7.96762481787749,-0.319618382222222,0.624681618376227,-0.921597510844814,5,7,0.00294477738957612,0,1.96,0.989536594080307,0.0110080852314897,0.75,2,2
"351",350,75,56.16,298.52,0.25,64,4,56.4960044444444,7.56507623829175,-0.246719940740741,0.590186824708581,-0.921985343423076,5,7,0.00278216737278929,0,1.88,0.989514877290907,0.0110149189380059,0.75,2,2
"352",351,75,59.18,298.66,0.25,64,5,59.4346902222222,6.2485628735276,-0.207537463703704,0.508538963600246,-0.918615052149879,5,7,0.00239727566439542,0,1.56,0.989249007351758,0.0111841230959914,0.75,2,2
"353",352,75,65.16,299.38,0.25,64,6,65.3728306666667,4.66235875537452,-0.128362257777778,0.461069980487474,-0.90110800033224,5,7,0.00217350473202828,0.02,1.46,0.98904543688359,0.0112736413836163,0.75,2,2
"354",353,75,48.44,358.24,0.25,81,3,48.8646404444444,8.45330903609687,-0.348471460740741,0.665922606232415,-0.921223440029363,5,7,0.00313918927074907,0,2.2,0.991393072760934,0.00891271044032681,0.75,2,2
"355",354,75,56.76,357.96,0.25,81,4,57.0465257777778,6.67190907410646,-0.239379656296296,0.542817599159919,-0.918641337414717,5,7,0.0025588667020892,0,1.7,0.991011505601309,0.00914370944507877,0.75,2,2
"356",355,75,61.34,359.78,0.25,81,5,61.5901782222222,6.75263164513921,-0.178797623703704,0.505024289508045,-0.925210745077206,5,7,0.00238070733183371,0,1.58,0.991140149510725,0.00907584715897154,0.75,2,2
"357",356,75,64.78,360.12,0.25,81,6,64.993152,5.55130687258756,-0.13342464,0.463846789681629,-0.916443677078615,5,7,0.00218659473610327,0,1.4,0.99099771575077,0.00916355682454791,0.75,2,2
"358",357,75,48.76,414.9,0.25,100,3,49.1647088888889,7.17360773727413,-0.344470548148148,0.65522839641639,-0.908661245441144,5,7,0.00308877628221345,0,2.08,0.991832840506691,0.00795814453307731,0.75,2,2
"359",358,75,56.48,416.7,0.25,100,4,56.8001697777778,6.41344966283926,-0.242664402962963,0.575799673928817,-0.910219974553615,5,7,0.00271434569360046,0,1.82,0.992419164376843,0.00758822254738771,0.75,2,2
"360",359,75,62.92,417.98,0.25,100,5,63.1932915555556,6.2536000623639,-0.157422779259259,0.525835522817972,-0.915914750291978,5,7,0.00247881242648908,0,1.68,0.992336547940507,0.0076653281517992,0.75,2,2
"361",360,75,66.14,416.24,0.25,100,6,66.3590124444444,4.76949590488558,-0.115213167407407,0.466921066636035,-0.902102638109459,5,7,0.00220108701664798,0,1.38,0.992263169701185,0.00769341884919532,0.75,2,2
"362",361,75,55.36,292.58,0.3,64,3,55.6664813333333,9.40947912960133,-0.257780248888889,0.56125828905538,-0.940351821676323,5,7,0.00264579694792146,0,1.78,0.98933220464744,0.0111298735603613,0.75,2,2
"363",362,75,63.04,294.36,0.3,64,4,63.2730777777778,6.90157874677008,-0.156358962962963,0.488315601940424,-0.929245811739965,5,7,0.0023019418232751,0,1.56,0.989298488979741,0.0111582630841688,0.75,2,2
"364",363,75,67.58,292.96,0.3,64,5,67.7544795555556,5.55872004064436,-0.0966069392592593,0.410497879825407,-0.926152445738602,5,7,0.0019351055632483,0.1,1.28,0.989171632918842,0.0112412202468667,0.75,2,2
"365",364,75,70.1,293.36,0.3,64,6,70.2412777777778,4.72983178000608,-0.0634496296296296,0.358659126061276,-0.924170849462893,5,7,0.00169073533448246,0.2,1.14,0.989008905688164,0.0113059886324615,0.75,2,2
"366",365,75,56.84,350.3,0.3,81,3,57.1612924444444,7.61880010025241,-0.237849434074074,0.577662221865321,-0.924179370207366,5,7,0.00272312582877504,0,1.84,0.991141391215361,0.00904400689480801,0.75,2,2
"367",366,75,64.04,351.68,0.3,81,4,64.2609733333333,6.09893068097745,-0.143187022222222,0.472856519239251,-0.922468946775524,5,7,0.00222906700854894,0,1.4,0.990953220041185,0.00914684620480927,0.75,2,2
"368",367,75,65.64,349.02,0.3,81,5,65.848408,6.19842220134265,-0.122021226666667,0.45118101801619,-0.927210344284315,5,7,0.00212688771587932,0.02,1.34,0.991052917141667,0.00912349021940068,0.75,2,2
"369",368,75,70.52,349.42,0.3,81,6,70.6578328888889,3.61056458547628,-0.0578955614814815,0.359722843431638,-0.900369364703059,5,7,0.00169574974625479,0.24,1.16,0.990909087576637,0.00922702735418062,0.75,2,2
"370",369,75,55.96,400.12,0.3,100,3,56.2960875555556,9.36575716786828,-0.249385499259259,0.588631879892788,-0.937150636158682,5,7,0.00277483729263184,0,1.74,0.992234180831549,0.00770862359745051,0.75,2,2
"371",370,75,64.66,401.84,0.3,100,4,64.9006786666667,6.45305921029272,-0.134657617777778,0.492824341594121,-0.923629347642114,5,7,0.00232319622583332,0.04,1.52,0.991710493998331,0.0080822310740802,0.75,2,2
"372",371,75,67.42,402.22,0.3,100,5,67.6003657777778,5.81963984112049,-0.0986617896296296,0.419736993473301,-0.927875778410286,5,7,0.0019786591626655,0.12,1.34,0.991997411860211,0.00785717622880826,0.75,2,2
"373",372,75,69.86,403.16,0.3,100,6,69.9974328888889,4.98121733941403,-0.0667008948148149,0.362830704059892,-0.927160234268643,5,7,0.00171040034175626,0.2,1.12,0.991627866915968,0.00809348026753403,0.75,2,2
"374",373,75,63.22,288.72,0.35,64,3,63.4425577777778,6.61512965129763,-0.15409922962963,0.471844647366353,-0.92867189726602,5,7,0.00222429699879549,0,1.5,0.989297058479245,0.0111539884691888,0.75,2,2
"375",374,75,68.38,288.66,0.35,64,4,68.5691684444444,4.67349758818481,-0.0857444207407407,0.421691872856689,-0.909769532368482,5,7,0.0019878745524548,0.12,1.34,0.989222101104135,0.0112075303937402,0.75,2,2
"376",375,75,70.22,288.1,0.35,64,5,70.3577177777778,4.14143527516701,-0.0618970962962962,0.364551180595349,-0.911974676320241,5,7,0.00171851074592355,0.22,1.12,0.989158480877773,0.0112658249189202,0.75,2,2
"377",376,75,72.84,286.82,0.35,64,6,72.9340337777778,3.18441874311687,-0.0275462162962963,0.28183512741055,-0.911495582036836,5,7,0.00132858353179049,0.62,0.84,0.988691175381447,0.0115323430754264,0.75,2,2
"378",377,75,65.22,339.74,0.35,81,3,65.4271742222222,6.62861036876502,-0.127637677037037,0.457005782977766,-0.931055567071608,5,7,0.00215434592123364,0.04,1.32,0.990977994850517,0.00914330341862878,0.75,2,2
"379",378,75,70.54,338.92,0.35,81,4,70.7146502222222,3.46031629702269,-0.0571379970370369,0.407289269706424,-0.882297098084108,5,7,0.00191998003009286,0.18,1.26,0.991017297744527,0.00914801776449477,0.75,2,2
"380",379,75,70.46,340.84,0.35,81,5,70.589484,3.33699889624581,-0.0588068800000001,0.348047229642142,-0.895700525992472,5,7,0.001640710375021,0.22,1.08,0.990813618593722,0.00927801843928571,0.75,2,2
"381",380,75,73,339.26,0.35,81,6,73.1043631111111,2.13805064925453,-0.0252751585185186,0.304361349784381,-0.857645397740927,5,7,0.00143477316242418,0.56,0.98,0.990996554755805,0.00913097474346326,0.75,2,2
"382",381,75,63.16,388.12,0.35,100,3,63.4152866666667,7.21140251509539,-0.154462844444444,0.509282920927393,-0.92937810365441,5,7,0.00240078271286834,0.02,1.64,0.991609433204198,0.00809595816102359,0.75,2,2
"383",382,75,67.92,387.78,0.35,100,4,68.0913533333333,5.98831555204165,-0.0921152888888889,0.407051368207139,-0.932025731665333,5,7,0.0019188585516702,0.1,1.22,0.992050170004626,0.00784364692525779,0.75,2,2
"384",383,75,70.5,389.5,0.35,100,5,70.6437862222222,4.79596353700295,-0.0580828503703704,0.361677136650636,-0.924587179643853,5,7,0.00170496237283865,0.3,1.26,0.991662120340238,0.00807788280638815,0.75,2,2
"385",384,75,73.06,388.62,0.35,100,6,73.1631142222222,2.76735695435819,-0.0244918103703703,0.302940833754741,-0.89053062588198,5,7,0.00142807678564189,0.6,1,0.991998736680697,0.0078632684572719,0.75,2,2
"386",385,75,67.86,279.48,0.4,64,3,68.0413404444444,5.94485306942916,-0.0927821274074075,0.416382561264308,-0.929959150141908,5,7,0.00196284621758544,0.12,1.32,0.989162743006735,0.0112445155586424,0.75,2,2
"387",386,75,70.52,279.6,0.4,64,4,70.6570417777778,4.18020511976728,-0.0579061096296296,0.35515810309826,-0.915038115852546,5,7,0.00167423135396087,0.28,1.18,0.98905226852802,0.0113014853488668,0.75,2,2
"388",387,75,73.76,280.96,0.4,64,5,73.8415688888889,1.46918454513187,-0.0154457481481481,0.258134195312141,-0.824301040895463,5,7,0.00121685626640899,0.66,0.74,0.988848710530929,0.0114303269663821,0.75,2,2
"389",388,75,74.04,279.8,0.4,64,6,74.0949293333333,1.82485961838482,-0.0120676088888889,0.203814590147642,-0.888312181334782,5,7,0.000960791191987697,0.74,0.58,0.988786553969826,0.0114877104243314,0.75,2,2
"390",389,75,68.26,329.68,0.4,81,3,68.47252,5.0214326075553,-0.0870330666666667,0.445145496440337,-0.911350896998883,5,7,0.00209843599431743,0.1,1.4,0.990931160692014,0.00918141771458197,0.75,2,2
