"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","nsample_pa","nsample_cap","N_naive_se","credible_proportion","credible_width","psi0_mean","psi0_sd","p","sigma","delta"
"32",31,10,8.26,107.26,0.25,81,5,8.63036844444444,1.44481788893837,-0.136963155555556,0.683606787404685,-0.526856088481165,5,7,0.00322255330026002,0.78,2.28,0.949493198609008,0.0440680650341799,0.75,2,2
"33",32,10,8.48,108.66,0.25,81,6,8.80924666666667,1.06068105383011,-0.119075333333333,0.640398179147938,-0.396238693209926,5,7,0.00301886596756683,0.84,2.14,0.948945946756798,0.0449427922326777,0.75,2,2
"34",33,10,6.89583333333333,114.083333333333,0.25,100,3,7.43327453703704,1.59773325166714,-0.256672546296296,0.848969704003076,-0.468641149505258,5,7,0.00400208156481674,0.5,2.77083333333333,0.941905526651683,0.0499037260297953,0.75,2,2
"35",34,10,7.5,109.98,0.25,100,4,7.95047511111111,1.44354940580922,-0.204952488888889,0.764746610548778,-0.470231772136624,5,7,0.00360505009472313,0.64,2.5,0.939327966433622,0.0525484677369802,0.75,2,2
"36",35,10,8.04,113.72,0.25,100,5,8.44877288888889,1.65875528436224,-0.155122711111111,0.713897867905129,-0.569618330904302,5,7,0.00336534682313556,0.74,2.32,0.936257095313937,0.053853449998349,0.75,2,2
"37",36,10,8.78,112.06,0.25,100,6,9.10013555555555,1.24601504420107,-0.0899864444444447,0.620005937430507,-0.502408947375073,5,7,0.00292273601822023,0.82,2,0.943336000887969,0.0492586749330599,0.75,2,2
"38",37,10,7.96,94.4,0.3,64,3,8.41911377777778,1.31094085850782,-0.158088622222222,0.772704670047433,-0.410572441134402,5,7,0.00364256474696702,0.74,2.52,0.954269451504689,0.0412563544948417,0.75,2,2
"39",38,10,8.66,96.44,0.3,64,4,9.02348133333333,1.11483261236951,-0.0976518666666668,0.666499551989761,-0.402152803394261,5,7,0.00314190901913171,0.86,2.28,0.953908158803358,0.0408883427400317,0.75,2,2
"40",39,10,8.9,94.28,0.3,64,5,9.22709022222223,1.0214842413355,-0.0772909777777775,0.633902084602718,-0.379430382818291,5,7,0.0029882430842058,0.94,2.06,0.958235037143247,0.0379564267918701,0.75,2,2
"41",40,10,9.4,97.26,0.3,64,6,9.73710311111111,0.964538722287935,-0.026289688888889,0.645645136768648,-0.33061771202182,5,7,0.00304360036299484,0.96,2.12,0.955257062075044,0.0394728782750321,0.75,2,2
"42",41,10,7.66,100.62,0.3,81,3,8.13507822222222,1.54814593683486,-0.186492177777778,0.780813452139081,-0.495646092812521,5,7,0.00368078991232814,0.66,2.52,0.94852394045642,0.045557261812304,0.75,2,2
"43",42,10,8.34,99.08,0.3,81,4,8.70387111111111,1.25122550182501,-0.129612888888889,0.667564232167915,-0.466471686203469,5,7,0.00314692796962349,0.74,2.14,0.949086167553862,0.0451972098750985,0.75,2,2
"44",43,10,9.18,100.14,0.3,81,5,9.51669155555556,0.832370027565516,-0.0483308444444443,0.633718995400778,-0.23865711833203,5,7,0.00298737999343077,0.98,2.08,0.948286815347096,0.0458570917740109,0.75,2,2
"45",44,10,9.34,100.88,0.3,81,6,9.64623911111111,1.01257643755216,-0.0353760888888888,0.60667076814362,-0.400864225509523,5,7,0.0028598734273467,0.94,1.92,0.95347570164546,0.042054955828435,0.75,2,2
"46",45,10,7.62,99.52,0.3,100,3,8.07706711111111,1.45421646891129,-0.192293288888889,0.767420305214845,-0.472279181524205,5,7,0.00361765401225111,0.68,2.58,0.940080143585,0.0522122198395109,0.75,2,2
"47",46,10,8.66,103.6,0.3,100,4,8.957096,1.24229990424311,-0.1042904,0.609073974698234,-0.509720661960993,5,7,0.0028712022516891,0.8,2,0.94077583315146,0.0512223433951323,0.75,2,2
"48",47,10,8.68,102.06,0.3,100,5,9.00114711111111,1.34159880594298,-0.0998852888888894,0.625628743139508,-0.53366927551805,5,7,0.00294924217852775,0.82,2.04,0.941408242414511,0.0511007192352659,0.75,2,2
"49",48,10,9.24,100.58,0.3,100,6,9.50550844444445,1.04179672442818,-0.0494491555555548,0.56295412162391,-0.459631511192451,5,7,0.00265379117931455,0.9,1.86,0.942417923781898,0.0504591403303794,0.75,2,2
"50",49,10,8.46,85.98,0.35,64,3,8.88181644444445,1.43374544219751,-0.111818355555555,0.728558406993311,-0.491849539290151,5,7,0.00343445726716959,0.78,2.46,0.953291388513154,0.0427145935261638,0.75,2,2
"51",50,10,9.18,88.28,0.35,64,4,9.47855777777778,0.967296691536934,-0.0521442222222223,0.614241173126072,-0.364991963168915,5,7,0.00289556065867617,0.92,1.92,0.952656962273896,0.0430787939790252,0.75,2,2
"52",51,10,9.64,86.7,0.35,64,5,9.91170622222222,0.672477092985607,-0.00882937777777791,0.568938323812026,-0.153966239524827,5,7,0.00268200097896261,0.96,1.84,0.952944082047611,0.0426492122185863,0.75,2,2
"53",52,10,9.62,89.38,0.35,64,6,9.86736888888889,0.791042653589832,-0.0132631111111106,0.535394537899327,-0.323178673779913,5,7,0.00252387405572568,0.96,1.68,0.954110118210093,0.0415788979050765,0.75,2,2
"54",53,10,8.32,91.82,0.35,81,3,8.78875377777778,1.35154782586492,-0.121124622222222,0.764690098245421,-0.434211587920643,5,7,0.0036047836931703,0.84,2.48,0.946905466478094,0.0480201339130042,0.75,2,2
"55",54,10,9.04,92.28,0.35,81,4,9.39043822222223,0.988424437839343,-0.0609561777777774,0.656753244083706,-0.33555543657,5,7,0.00309596448305235,0.98,2.16,0.946253225653694,0.0479117137727401,0.75,2,2
"56",55,10,9.62,93.64,0.35,81,5,9.85824933333334,0.56575558895219,-0.0141750666666662,0.529495089006346,-0.0640921639201125,5,7,0.00249606378694241,0.98,1.7,0.946108845568018,0.047934740639652,0.75,2,2
"57",56,10,9.8,90.9,0.35,81,6,10.0050017777778,0.55009433939014,0.000500177777777457,0.503908340834725,-0.0839601414670421,5,7,0.00237544669933797,0.98,1.68,0.945621524614667,0.0484156935385152,0.75,2,2
"58",57,10,8.46,92.94,0.35,100,3,8.806904,1.25862383774385,-0.1193096,0.654733531853444,-0.479802056643797,5,7,0.00308644346829192,0.88,2.1,0.942339358051425,0.0520231436118805,0.75,2,2
"59",58,10,9.12,93.26,0.35,100,4,9.43004666666667,0.943854348283406,-0.0569953333333335,0.614579356743044,-0.348862080403843,5,7,0.00289715487153515,0.92,2,0.94283625167392,0.0509697008805519,0.75,2,2
"60",59,10,9.4,93.86,0.35,100,5,9.61891466666667,0.793029102249129,-0.038108533333333,0.49390752266531,-0.377188653903713,5,7,0.00232830239037126,0.94,1.6,0.935552543464804,0.0561556812667729,0.75,2,2
"61",60,10,9.72,95.64,0.35,100,6,9.95805911111111,0.686522378776208,-0.00419408888888927,0.548265502859988,-0.20138728203249,5,7,0.00258454836641967,0.96,1.84,0.945640614279139,0.0487511470150905,0.75,2,2
"62",61,10,9.2,78.46,0.4,64,3,9.51493111111111,0.940317053087699,-0.0485068888888891,0.618113840818363,-0.342653800876337,5,7,0.00291381658925284,0.94,2.02,0.946043121520203,0.0485129493478587,0.75,2,2
"63",62,10,9.36,78.36,0.4,64,4,9.67200622222223,0.872812517741947,-0.0327993777777774,0.609216165133566,-0.302007988256551,5,7,0.00287187254382939,0.96,1.94,0.948158515633925,0.0474080900006018,0.75,2,2
"64",63,10,9.7,81.78,0.4,64,5,9.93534533333333,0.557661913546468,-0.00646546666666657,0.518724142595464,-0.0698232567172785,5,7,0.00244528905862954,0.98,1.62,0.946053579182447,0.0468409659280673,0.75,2,2
"65",64,10,9.8,79.22,0.4,64,6,10.0582511111111,0.527029332757003,0.0058251111111109,0.533174734765739,0.0116604553613503,5,7,0.00251340980340129,1,1.68,0.9502138754394,0.0457085469647954,0.75,2,2
"66",65,10,9.38,83.46,0.4,81,3,9.73599377777778,0.870169030579459,-0.0264006222222219,0.658679107607788,-0.243044644821291,5,7,0.00310504309076914,0.96,2.16,0.947313131039298,0.04869837330357,0.75,2,2
"67",66,10,9.6,82.1,0.4,81,4,9.82929644444445,0.807001154699152,-0.0170703555555554,0.507756186573314,-0.3708110780057,5,7,0.00239358561810275,0.98,1.72,0.940272665118909,0.0533794356802132,0.75,2,2
"68",67,10,9.72,84.64,0.4,81,5,9.95108177777778,0.610603669666116,-0.00489182222222196,0.518686556502986,-0.150534819440884,5,7,0.0024451118760904,0.96,1.6,0.941737949189945,0.051342338138647,0.75,2,2
"69",68,10,9.82,83.14,0.4,81,6,10.007808,0.529549619004067,0.00078079999999995,0.48412725693364,-0.0857754598253764,5,7,0.00228219777556679,0.98,1.54050000000003,0.93922529465372,0.0532433617750122,0.75,2,2
"70",69,10,9.02,86.28,0.4,100,3,9.32642711111111,1.15830269092116,-0.0673572888888894,0.595261888598713,-0.486091249494275,5,7,0.00280609145340041,0.9,1.92050000000003,0.936037580616299,0.0572205067265081,0.75,2,2
"71",70,10,9.62,82.82,0.4,100,4,9.86043555555556,0.650247872578137,-0.0139564444444442,0.524744686359285,-0.19300822272782,5,7,0.00247367017410839,0.98,1.68,0.939655365879645,0.0549645650311309,0.75,2,2
"72",71,10,9.78,84.1,0.4,100,5,9.98068888888889,0.581217644115516,-0.00193111111111129,0.472026678699142,-0.187865882121555,5,7,0.00222515510272752,0.96,1.44,0.929271574638759,0.0617879302505431,0.75,2,2
"73",72,10,9.92,88.24,0.4,100,6,10.0986351111111,0.279068061121333,0.0098635111111113,0.44873468305995,0.607975779302275,5,7,0.00211535558230191,1,1.38,0.935460620700493,0.0564143270744253,0.75,2,2
"74",73,10,9.72,73.58,0.45,64,3,10.0250822222222,0.496932363215039,0.00250822222222254,0.613307205641244,0.234186482991944,5,7,0.00289115789372997,1,1.92,0.950282939212963,0.0464964738080484,0.75,2,2
"75",74,10,9.78,71.94,0.45,64,4,9.98956888888889,0.541545113636253,-0.00104311111111074,0.49094299328349,-0.0934402676316128,5,7,0.00231432746484518,1,1.56,0.939656234713626,0.0536932807817517,0.75,2,2
"76",75,10,9.92,73.72,0.45,64,5,10.1621733333333,0.319911290141646,0.0162173333333335,0.529414177188116,0.654878066209259,5,7,0.00249568236497342,1,1.64,0.949563474609098,0.0462141653971862,0.75,2,2
"77",76,10,9.96,74.12,0.45,64,6,10.1303986666667,0.278865070159748,0.0130398666666666,0.464935358157517,0.667241285870541,5,7,0.00219172629711051,1,1.5,0.948396382429259,0.0473107514570215,0.75,2,2
"78",77,10,9.46,75.06,0.45,81,3,9.66674177777778,0.907373235287278,-0.0333258222222219,0.489906286641768,-0.460082943170941,5,7,0.00230944038286877,0.92,1.58,0.935636684078005,0.0571972046160948,0.75,2,2
"79",78,10,9.84,75.82,0.45,81,4,10.0266231111111,0.445894396294926,0.00266231111111088,0.464964916405752,0.0427691405617319,5,7,0.00219186563602896,1,1.46,0.938344205305985,0.055211379848191,0.75,2,2
"80",79,10,9.9,74.8,0.45,81,5,10.1134542222222,0.330272133032138,0.0113454222222223,0.498835174529511,0.510376215970273,5,7,0.00235153156402795,0.98,1.6,0.938625612507077,0.0554703738220993,0.75,2,2
"81",80,10,9.96,72.46,0.45,81,6,10.1564115555556,0.190403418968653,0.0156411555555556,0.489468528990809,1.57069191111212,5,7,0.00230737677351203,1,1.58,0.937225217623858,0.0566970332530391,0.75,2,2
"82",81,10,9.54,75.88,0.45,100,3,9.77448133333333,0.713628579253901,-0.0225518666666672,0.511743260037078,-0.282899711538871,5,7,0.00241238086265819,0.98,1.66,0.932831116876482,0.0600299228625763,0.75,2,2
"83",82,10,9.88,75.22,0.45,100,4,10.0909813333333,0.352023496414541,0.00909813333333345,0.499155610853562,0.417961062081379,5,7,0.00235304211534578,1,1.6,0.931021159624038,0.062013013535119,0.75,2,2
"84",83,10,9.88,75.54,0.45,100,5,10.0679897777778,0.327581046713615,0.00679897777777853,0.464634909494434,0.418381539944946,5,7,0.00219030996853008,1,1.4,0.932295777624215,0.0617460149707421,0.75,2,2
"85",84,10,9.98,75.68,0.45,100,6,10.1556582222222,0.223175127813963,0.0155658222222218,0.466944627183096,1.09227897282684,5,7,0.00220119808213194,0.98,1.44,0.932183939663776,0.0610716550002894,0.75,2,2
"86",85,10,9.72,67.66,0.5,64,3,9.90801866666667,0.642465060842868,-0.00919813333333317,0.448728938868669,-0.301551218551918,5,7,0.00211532850392453,0.98,1.44,0.942824518729631,0.0516042115063486,0.75,2,2
"87",86,10,9.88,64.96,0.5,64,4,10.0498848888889,0.310629971805727,0.00498848888888904,0.434792011303431,0.399710429666317,5,7,0.00204962919732263,1,1.38,0.932412159569305,0.0596792637138515,0.75,2,2
"88",87,10,9.94,64.62,0.5,64,5,10.140296,0.270363728107602,0.0140296000000001,0.484648134442627,0.792578234643006,5,7,0.00228465321569194,1,1.52,0.93846775206226,0.0558387537082231,0.75,2,2
"89",88,10,10,68.26,0.5,64,6,10.1584,0.175868810333073,0.0158400000000002,0.444273994518574,1.52616705416484,5,7,0.00209432769485946,1,1.4,0.941186945038046,0.0531903235216012,0.75,2,2
"90",89,10,9.72,67.14,0.5,81,3,9.90747777777778,0.514898558042581,-0.0092522222222218,0.468846607057638,-0.0894388812429622,5,7,0.00221016410124507,1,1.52,0.931431431165269,0.0619559535073398,0.75,2,2
"91",90,10,9.82,66.84,0.5,81,4,9.98005866666666,0.395719501318878,-0.00199413333333349,0.425101294236175,0.0742490395832697,5,7,0.00200394671897052,1,1.34,0.939603862200518,0.0562854367594903,0.75,2,2
"92",91,10,9.96,67.76,0.5,81,5,10.1349373333333,0.232382989959406,0.0134937333333334,0.455808361648682,0.961453210186797,5,7,0.00214870122295542,0.98,1.36,0.931976045105453,0.0614208790393649,0.75,2,2
"93",92,10,9.98,69.56,0.5,81,6,10.0995848888889,0.193800817684154,0.0099584888888884,0.379414375152107,0.957754253495747,5,7,0.00178857651699808,1,1.16,0.930732975263482,0.061780914814577,0.75,2,2
"94",93,10,9.78,69.04,0.5,100,3,9.96482933333333,0.5058727995266,-0.003517066666667,0.446511504276777,-0.117344311268314,5,7,0.00210487541701277,0.98,1.46,0.920710816713377,0.0700099827377126,0.75,2,2
"95",94,10,9.88,69.48,0.5,100,4,10.1150204444444,0.366097934979524,0.0115020444444445,0.528174359226326,0.442713298166697,5,7,0.00248983780705196,0.98,1.7,0.918662605555947,0.0716010502567003,0.75,2,2
"96",95,10,9.98,68.9,0.5,100,5,10.1217048888889,0.16676372817196,0.0121704888888888,0.404585529987638,1.42610029424651,5,7,0.00190723447882808,1,1.22,0.920907143778329,0.0703851452306007,0.75,2,2
"97",96,10,9.98,69.3,0.5,100,6,10.123628,0.192678020040171,0.0123628,0.431595921553822,1.23998524306944,5,7,0.00203456268575443,1,1.28,0.915520905839678,0.0729514515947824,0.75,2,2
"98",97,10,9.9,58.92,0.55,64,3,10.0595617777778,0.315554019830827,0.00595617777777759,0.423979904248403,0.343604827077483,5,7,0.00199866043587246,1,1.36050000000003,0.933730223182257,0.0600076547132861,0.75,2,2
"99",98,10,9.96,60.54,0.55,64,4,10.1121164444444,0.267710460787422,0.0112116444444445,0.416297445465694,0.555028683754946,5,7,0.00196244497786286,0.98,1.34,0.934381684705769,0.0596864135121389,0.75,2,2
"100",99,10,9.98,57.96,0.55,64,5,10.1514075555556,0.189543311464259,0.0151407555555554,0.44823259398693,1.36480301269533,5,7,0.0021129887117133,1,1.38,0.932192660205573,0.0623475592379451,0.75,2,2
"101",100,10,10,60.2,0.55,64,6,10.1410217777778,0.152198804990921,0.0141021777777774,0.433425842343122,1.84776113957648,5,7,0.00204318901508209,1,1.32,0.935417541279354,0.0589355546127118,0.75,2,2
"102",101,10,9.86,60.62,0.55,81,3,10.0340755555556,0.339869330958951,0.00340755555555707,0.434604282422655,0.278739335486396,5,7,0.00204874423489182,0.98,1.4,0.92357490387201,0.0693090831611787,0.75,2,2
"103",102,10,9.92,60.92,0.55,81,4,10.0665902222222,0.247895254302639,0.00665902222222228,0.414635875542493,0.672625305832968,5,7,0.00195461226212879,1,1.26,0.922661616928037,0.0694420440127722,0.75,2,2
"104",103,10,9.98,61.06,0.55,81,5,10.1268662222222,0.195985307036656,0.012686622222222,0.420878482941957,1.1475001840992,5,7,0.0019840401956251,1,1.3,0.930612904534099,0.0634076611680125,0.75,2,2
"105",104,10,10,61.1,0.55,81,6,10.1197973333333,0.117475705868002,0.0119797333333332,0.391971470932587,2.33661728641167,5,7,0.00184777123418732,1,1.14,0.918878307015792,0.0711408072116217,0.75,2,2
"106",105,10,9.82,58.86,0.55,100,3,9.956996,0.423139194048168,-0.00430040000000012,0.401192566670625,-0.0518662125519022,5,7,0.0018912398963629,1,1.28,0.909055162037368,0.0807840119563173,0.75,2,2
"107",106,10,9.96,63.78,0.55,100,4,10.0996488888889,0.218334549418752,0.00996488888888874,0.392320488479669,0.796877725142906,5,7,0.00184941651868262,1,1.22,0.923434800539309,0.0700494923546019,0.75,2,2
"108",107,10,10,61.98,0.55,100,5,10.1239693333333,0.114214233809252,0.012396933333333,0.401321685382898,2.5137624444703,5,7,0.00189184856780974,1,1.24,0.922375122505324,0.0704630609628943,0.75,2,2
"109",108,10,9.98,62.26,0.55,100,6,10.0967048888889,0.185884511975013,0.00967048888888883,0.401953644684143,1.16238373177737,5,7,0.00189482765252537,0.98,1.2,0.911884419281118,0.0774597552804658,0.75,2,2
"110",109,25,8.66,212.6,0.15,64,3,9.49347822222222,2.3949241135503,-0.620260871111111,1.06262817110611,-0.55629985722978,5,7,0.00500927723779327,0,3.6,0.981810327727247,0.0169238108189909,0.75,2,2
"111",110,25,10.34,211.38,0.15,64,4,11.0632871111111,3.04176058206857,-0.557468515555556,0.963661005392496,-0.683189725360584,5,7,0.00454274154452053,0,3.18050000000003,0.981570124804213,0.0170655530414312,0.75,2,2
"112",111,25,12.58,211.22,0.15,64,5,13.1456435555556,2.86452580042391,-0.474174257777778,0.833948600570053,-0.708870277779785,5,7,0.00393127140416077,0,2.7,0.979487886388498,0.018541017798975,0.75,2,2
"113",112,25,13.52,211.2,0.15,64,6,14.0378555555556,2.78822621372107,-0.438485777777778,0.796798680326661,-0.714227390731227,5,7,0.00375614500066316,0,2.62,0.979156450490012,0.0188002057207783,0.75,2,2
"114",113,25,8.38,237.98,0.15,81,3,9.06752755555556,2.51733810139819,-0.637298897777778,0.95408532721027,-0.620994364372291,5,7,0.00449760136467312,0,3.16050000000003,0.976489248197105,0.0199328336483264,0.75,2,2
"115",114,25,10.18,236.62,0.15,81,4,10.7696453333333,2.73874820420866,-0.569214186666667,0.875057016167326,-0.680490154289241,5,7,0.00412505833371188,0,2.88,0.978454760237113,0.0185351104032423,0.75,2,2
"116",115,25,12.12,235.14,0.15,81,5,12.7314351111111,2.54046729172991,-0.490742595555555,0.880409863175612,-0.65344570030811,5,7,0.00415029189649997,0,2.86,0.978771771510718,0.0184173960158642,0.75,2,2
"117",116,25,14.7,238.04,0.15,81,6,15.1985551111111,2.96533002045284,-0.392057795555555,0.76449688344268,-0.742188262969148,5,7,0.00360387286985534,0,2.42,0.978882631692109,0.0185961167601751,0.75,2,2
"118",117,25,8.26,253.6,0.15,100,3,8.97054533333333,2.86443222334387,-0.641178186666667,0.973631458757237,-0.660096178634437,5,7,0.00458974271242528,0,3.26,0.973299112525711,0.0222575993348137,0.75,2,2
"119",118,25,10.46,255.76,0.15,100,4,11.0998155555556,2.57670168550409,-0.556007377777778,0.905185178358272,-0.648703928960567,5,7,0.00426708385231126,0,2.94,0.976789847852005,0.0198549336564387,0.75,2,2
"120",119,25,12.72,256.78,0.15,100,5,13.2298275555556,3.18979329226178,-0.470806897777778,0.785666450421602,-0.753693616345744,5,7,0.00370366716562586,0,2.6,0.974928620755256,0.0211515746955752,0.75,2,2
"121",120,25,14.38,251.46,0.15,100,6,14.8165942222222,2.86997409444279,-0.407336231111111,0.720837276774589,-0.748834918694783,5,7,0.00339805951026237,0,2.22,0.973352274742714,0.0227825718234333,0.75,2,2
"122",121,25,12.38,204.72,0.2,64,3,12.9797995555556,2.55201428686096,-0.480808017777778,0.859492681632652,-0.663210082303321,5,7,0.00405168735708439,0,2.9,0.982284604085559,0.0163297258389819,0.75,2,2
"123",122,25,15.18,205.3,0.2,64,4,15.6909253333333,2.97576563869919,-0.372362986666667,0.777580847808404,-0.738695535126782,5,7,0.00366555126937405,0,2.54,0.982255465270934,0.0163847957278967,0.75,2,2
"124",123,25,16.42,203.36,0.2,64,5,16.8562342222222,2.76266494881932,-0.325750631111111,0.714348325489209,-0.741427810203875,5,7,0.00336747030055116,0.02,2.36,0.982691598358311,0.0162799401604373,0.75,2,2
