"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","nsample_pa","nsample_cap","N_naive_se","credible_proportion","credible_width","psi0_mean","psi0_sd","p","sigma","delta"
"232",236,10,8.62,205.68,0.3,64,5,9.15240577777778,1.39179354061544,-0.0847594222222219,0.832738157828049,-0.401679822813507,5,7,0.00392556532235338,0.82,2.72,0.982339969910731,0.016058864997194,0.5,3,4
"233",237,10,8.54,96.74,0.3,64,5,8.91357155555555,1.13358348843013,-0.108642844444444,0.680585143706173,-0.399616216491739,5,7,0.00320830913526304,0.9,2.26,0.952394772064526,0.0422170311483046,0.5,4,1
"234",238,10,8.48,158.04,0.3,64,5,8.90574888888889,0.924141415985523,-0.109425111111111,0.737662670527019,-0.201785941234588,5,7,0.00347737517705222,0.92,2.4,0.972897811384771,0.0236646926678107,0.5,4,2
"235",239,10,8.52,203.42,0.3,64,5,8.999432,1.18436378473265,-0.1000568,0.79211153837108,-0.331192367934583,5,7,0.00373404960158866,0.86,2.6,0.980745172043201,0.017226581522527,0.5,4,3
"236",240,10,8.1,232.54,0.3,64,5,8.60394222222222,1.53786543383271,-0.139605777777778,0.819860156245683,-0.466884333174454,5,7,0.00386485784070657,0.82,2.70050000000003,0.984397868629335,0.0144943270700696,0.5,4,4
"237",241,10,8.98,27.56,0.3,64,5,9.20883022222223,1.1504173633017,-0.0791169777777775,0.510761986712121,-0.556020273158751,5,7,0.00240775509584303,0.9,1.62,0.839682613620674,0.139198862021335,0.75,1,1
"238",242,10,9.08,51.28,0.3,64,5,9.34446133333333,1.03488606468271,-0.0655538666666667,0.563856061828155,-0.455151556223702,5,7,0.0026580429662122,0.88,1.78,0.904515550705843,0.0814138853552811,0.75,1,2
"239",243,10,9.16,76.58,0.3,64,5,9.50491688888889,0.916263283490296,-0.0495083111111106,0.65246710813618,-0.287904339404766,5,7,0.00307575944442846,0.94,2.16,0.947033529833553,0.0485335642194813,0.75,1,3
"240",244,10,8.96,96.42,0.3,64,5,9.30460533333333,1.06922265991179,-0.0695394666666665,0.64817884874736,-0.39378496823025,5,7,0.00305554439580632,0.96,2.12,0.953193949778957,0.0415049729559794,0.75,1,4
"241",245,10,9,53.1,0.3,64,5,9.27916266666666,0.895455646958706,-0.0720837333333338,0.574472505165216,-0.358457889995631,5,7,0.00270808936005032,0.9,1.82,0.918908234187711,0.0727977718829393,0.75,2,1
"242",246,10,9.36,94.64,0.3,64,5,9.68337155555556,0.868035076508829,-0.0316628444444441,0.623493166327109,-0.281718926803337,5,7,0.00293917497288914,0.98,2.02,0.950650072275696,0.0432208090189184,0.75,2,2
"243",247,10,8.88,130.16,0.3,64,5,9.28690533333334,1.21835377847736,-0.0713094666666665,0.71905038155759,-0.409818072336736,5,7,0.00338963600542764,0.86,2.36,0.96767563420929,0.0290394452779512,0.75,2,3
"244",248,10,8.9,158.96,0.3,64,5,9.31176666666667,0.982252220771417,-0.0688233333333333,0.723081930070413,-0.263853097219228,5,7,0.00340864090737497,0.9,2.34,0.973378672597071,0.0234480800267294,0.75,2,4
"245",249,10,8.94,75.04,0.3,64,5,9.24807288888889,1.01505489855757,-0.0751927111111113,0.603035581131169,-0.405908407527409,5,7,0.0028427369914308,0.92,1.96,0.94246077739092,0.0517415421638146,0.75,3,1
"246",250,10,9.06,127.66,0.3,64,5,9.40508488888889,1.00798471304491,-0.0594915111111113,0.667056952191199,-0.338227114401208,5,7,0.00314453662888018,0.94,2.24,0.964793901672561,0.03081652036832,0.75,3,2
"247",251,10,8.92,170.94,0.3,64,5,9.41032488888889,1.21427949563209,-0.0589675111111112,0.809380561077571,-0.333447889065894,5,7,0.00381545655532349,0.92,2.68,0.977592179130409,0.0201228965343302,0.75,3,3
"248",252,10,9.12,206.04,0.3,64,5,9.57975511111111,0.985226840768166,-0.0420244888888887,0.779241001094165,-0.209074531011962,5,7,0.00367337730701519,0.98,2.64,0.980621463265147,0.0173327242119385,0.75,3,4
"249",253,10,9.06,94.84,0.3,64,5,9.37491822222222,0.786224350924209,-0.0625081777777777,0.622790044449159,-0.207872353842683,5,7,0.00293586042456981,0.94,2.08,0.953436801501325,0.0414145483998793,0.75,4,1
"250",254,10,8.92,156.72,0.3,64,5,9.37795377777778,1.06584868835682,-0.0622046222222223,0.762541646608026,-0.284568574378407,5,7,0.00359465579502461,0.94,2.5,0.973439918912903,0.0233564507136233,0.75,4,2
"251",255,10,8.88,202.22,0.3,64,5,9.29243333333334,1.13878098699515,-0.0707566666666665,0.726594566472781,-0.361954076534056,5,7,0.00342519963417469,0.9,2.36,0.981744913320605,0.0166366358126648,0.75,4,3
"252",256,10,8.94,232.46,0.3,64,5,9.392684,1.13839376444112,-0.0607316000000001,0.768448944952241,-0.324970876549465,5,7,0.00362250306647585,0.92,2.52,0.984879077711827,0.0141708421454996,0.75,4,4
"253",257,10,5.32,24.34,0.35,64,5,6.03501288888889,1.61480682215446,-0.396498711111111,1.02109677420538,-0.367666299029474,5,7,0.00481349635525558,0.38,3.42,0.82671787503077,0.156695318899279,0.1,1,1
"254",258,10,5.66,46.68,0.35,64,5,6.59168533333333,1.72333919835,-0.340831466666667,1.1524501780864,-0.331269097116919,5,7,0.00543270223936359,0.58,3.96,0.913328866585167,0.0814044083144938,0.1,1,2
"255",259,10,5.34,68.92,0.35,64,5,6.47098222222222,1.46233371315748,-0.352901777777778,1.27715464467259,-0.126632564659302,5,7,0.00602056473247922,0.46,4.26,0.94405258014784,0.0525377278107417,0.1,1,3
"256",296,10,9.3,149.02,0.35,64,5,9.67826755555556,0.967674691792135,-0.032173244444444,0.675991194917224,-0.301427224819441,5,7,0.00318665305298911,0.96,2.22,0.973780510863081,0.0236624553420412,0.5,2,4
"257",297,10,9.2,68.9,0.35,64,5,9.48902444444444,1.00715049222468,-0.0510975555555556,0.584038336560986,-0.420108175421814,5,7,0.00275318312170123,0.9,1.92,0.935090579102294,0.0576305350900819,0.5,3,1
"258",298,10,9.1,122.26,0.35,64,5,9.40401822222222,0.990070095135556,-0.0595981777777781,0.614285323439688,-0.379553703866207,5,7,0.0028957687852505,0.96,2.04,0.963731996227772,0.031934902634234,0.5,3,2
"259",299,10,9.34,164.82,0.35,64,5,9.68549955555556,0.884825826445056,-0.0314500444444437,0.642037161337951,-0.274391476662194,5,7,0.00302659220370551,0.98,2.04,0.977572367768796,0.0201153140941155,0.5,3,3
"260",300,10,9.3,196.12,0.35,64,5,9.68289244444444,0.877890344851491,-0.0317107555555558,0.693290666880299,-0.2102764645423,5,7,0.00326820354589602,0.96,2.24,0.983506651480867,0.0152901700818709,0.5,3,4
"261",301,10,9.24,87.94,0.35,64,5,9.51024666666667,0.899826160599689,-0.0489753333333331,0.571675461141126,-0.364682328462051,5,7,0.00269490396807225,0.94,1.84,0.952107010167488,0.0428556190698451,0.5,4,1
"262",302,10,8.96,151.88,0.35,64,5,9.35094044444444,1.02040142875552,-0.0649059555555557,0.693674440649448,-0.320194561570288,5,7,0.0032700126727934,0.92,2.16,0.975128395167122,0.0222086930492709,0.5,4,2
"263",303,10,9.1,196.58,0.35,64,5,9.435884,0.987807095303365,-0.0564115999999999,0.651347140339664,-0.340613017018643,5,7,0.00307047986560428,0.94,2.14050000000003,0.980738503865836,0.0172589815124799,0.5,4,3
"264",304,10,9.2,225.94,0.35,64,5,9.55201866666667,1.20701711519727,-0.0447981333333328,0.655286234493524,-0.457102781524,5,7,0.0030890489335238,0.88,2.16,0.983480836367354,0.0149823798431015,0.5,4,4
"265",305,10,9.5,23.66,0.35,64,5,9.65181288888889,0.769371404037917,-0.0348187111111107,0.407070429279781,-0.470905173829778,5,7,0.00191894840642835,0.94,1.34,0.795003346427595,0.171556114966603,0.75,1,1
"266",306,10,9.32,48.72,0.35,64,5,9.54901288888889,0.899973744395612,-0.0450987111111113,0.510311791747618,-0.432970356162641,5,7,0.00240563285642799,0.9,1.64,0.911164707250625,0.0797190595744774,0.75,1,2
"267",307,10,9.52,68.04,0.35,64,5,9.75945955555555,0.732022984375227,-0.0240540444444446,0.542709365621515,-0.258617041806807,5,7,0.00255835648429615,0.96,1.76,0.937265947991453,0.0561800447728874,0.75,1,3
"268",308,10,9.52,86.4,0.35,64,5,9.80849511111112,0.761173055645541,-0.0191504888888883,0.580925400253129,-0.236802464374604,5,7,0.00273850859921665,0.96,1.86,0.948681171048564,0.045875885511215,0.75,1,4
"269",309,10,9.46,48.44,0.35,64,5,9.690808,0.813586181404985,-0.0309191999999997,0.526228060986608,-0.35319936226318,5,7,0.00248066286916186,0.94,1.68,0.914425290196744,0.0771271571881669,0.75,2,1
"270",310,10,9.44,85.74,0.35,64,5,9.70254622222222,0.793065285103745,-0.0297453777777778,0.547819977240036,-0.309237224816401,5,7,0.00258244813850593,0.96,1.74,0.948990785423847,0.0453919161001944,0.75,2,2
"271",311,10,9.44,121.44,0.35,64,5,9.76779688888889,0.855375147996321,-0.0232203111111112,0.627396248683585,-0.266525044416788,5,7,0.00295757427956776,0.94,1.96,0.96468202839583,0.0310399005389378,0.75,2,3
"272",312,10,9.42,150.16,0.35,64,5,9.81870933333333,0.896246751150962,-0.0181290666666665,0.717598429855052,-0.199329393458318,5,7,0.00338279143946218,0.98,2.3,0.97665095583472,0.0212182612192074,0.75,2,4
"273",313,10,9.7,67.7,0.35,64,5,9.93487022222222,0.551457561617169,-0.00651297777777787,0.520713239643622,-0.0557510207737267,5,7,0.00245466575203747,0.98,1.68,0.930442057301527,0.0599541486113629,0.75,3,1
"274",314,10,9.4,119.12,0.35,64,5,9.75291111111111,0.840029397894672,-0.0247088888888892,0.66551999171509,-0.207742022620812,5,7,0.00313729132771304,1,2.2,0.967212952528219,0.0297830202173056,0.75,3,2
"275",315,10,9.48,162.26,0.35,64,5,9.8327488888889,0.883353682838669,-0.0167251111111101,0.653358082405467,-0.260366379742832,5,7,0.00307995953741296,0.92,2.08,0.974447349360592,0.0222745557949858,0.75,3,3
"276",316,10,9.38,194,0.35,64,5,9.75264844444445,0.793593213208884,-0.0247351555555552,0.660636765773524,-0.167537278825448,5,7,0.00311427157986405,0.98,2.18,0.982641073359926,0.0160907771206704,0.75,3,4
"277",317,10,9.44,88.66,0.35,64,5,9.72001822222223,0.903769188741976,-0.0279981777777774,0.576209116836452,-0.362437750684419,5,7,0.00271627582597711,0.94,1.84,0.950150536991237,0.0445883359458977,0.75,4,1
"278",318,10,9.44,150.64,0.35,64,5,9.76960711111111,0.768213046810452,-0.0230392888888889,0.627308534679958,-0.183418535672514,5,7,0.0029571607917893,0.98,2.04,0.973753395050053,0.0233342632933909,0.75,4,2
"279",319,10,9.54,194,0.35,64,5,9.93776533333333,0.760685996114365,-0.00622346666666671,0.715066803081485,-0.0599711224682803,5,7,0.00337085723640202,1,2.38,0.983191763445223,0.0156514996284611,0.75,4,3
"280",320,10,9.4,226.04,0.35,64,5,9.76271955555555,0.830451214564119,-0.0237280444444448,0.669826968445835,-0.193418039857514,5,7,0.00315759461073118,0.94,2.26,0.985270277859461,0.0139085562197482,0.75,4,4
"281",321,10,5.82,23.04,0.4,64,5,6.41234444444444,1.70829260246192,-0.358765555555556,0.913380730666489,-0.465325360918753,5,7,0.00430571805639599,0.44,3,0.809120564630359,0.167086342059773,0.1,1,1
"282",322,10,6.22,43.56,0.4,64,5,7.10456044444444,1.83584946278648,-0.289543955555556,1.10657549706378,-0.39724061286365,5,7,0.00521644691912447,0.6,3.7,0.917748455679329,0.0802226087443045,0.1,1,2
"283",323,10,5.96,61.74,0.4,64,5,6.97498311111111,1.63033287718553,-0.302501688888889,1.20016442135363,-0.263853144257574,5,7,0.00565762933918653,0.58,4.06,0.939762434860731,0.0574843923821039,0.1,1,3
"284",324,10,6.08,77.7,0.4,64,5,7.170912,1.66178633736406,-0.2829088,1.23359776703952,-0.257667643966633,5,7,0.00581523564220151,0.6,4.22,0.955230668120814,0.0434697173565569,0.1,1,4
"285",325,10,6.18,44,0.4,64,5,6.94646266666667,1.59247231079344,-0.305353733333333,1.03233974535456,-0.351737711005974,5,7,0.00486649622952402,0.5,3.5,0.911959884870765,0.0828778572784207,0.1,2,1
"286",326,10,6.3,83.48,0.4,64,5,7.31029733333333,1.56037423814984,-0.268970266666667,1.18498943645174,-0.240573570442435,5,7,0.00558609377432965,0.66,4.04,0.953417545834184,0.0440465450563649,0.1,2,2
"287",327,10,6.34,110.26,0.4,64,5,7.44579644444445,1.60240810422752,-0.255420355555555,1.24583818141645,-0.222521292715853,5,7,0.00587293750893793,0.78,4.22,0.966972758163973,0.0313395683076765,0.1,2,3
"288",328,10,6.02,138.24,0.4,64,5,7.19153866666667,1.61524858064481,-0.280846133333333,1.28347668521308,-0.205399899066491,5,7,0.00605036711739331,0.72,4.46,0.97467146082642,0.0236674991529602,0.1,2,4
"289",329,10,6.18,64.56,0.4,64,5,7.11630977777778,1.53766814715717,-0.288369022222222,1.14426133502041,-0.255846368973753,5,7,0.00539409966295002,0.66,3.88,0.945047842688293,0.0531045880922584,0.1,3,1
"290",330,10,6.34,112.58,0.4,64,5,7.36245511111111,1.692966026561,-0.263754488888889,1.19863238196683,-0.291992654807333,5,7,0.00565040723625688,0.68,4.06,0.967542392952051,0.0304032510685666,0.1,3,2
"291",331,10,6.8,152.66,0.4,64,5,8.048048,1.40277972334468,-0.1951952,1.31438140266299,-0.0630165372442945,5,7,0.00619605335258989,0.94,4.5,0.977760510614777,0.0208717523402479,0.1,3,3
"292",332,10,5.86,179.62,0.4,64,5,7.22964444444445,1.68234253421197,-0.277035555555556,1.4029353759676,-0.166082205354958,5,7,0.0066135007860879,0.78,4.94,0.982847806329768,0.0161729421585022,0.1,3,4
"293",333,10,6.08,79.76,0.4,64,5,7.01485644444444,1.71321951145969,-0.298514355555555,1.14449735215929,-0.331961056651659,5,7,0.00539521225841254,0.58,3.84,0.952722316300457,0.0443508901192968,0.1,4,1
"294",334,10,5.9,141.22,0.4,64,5,7.01311111111111,1.48311511794987,-0.298688888888889,1.24631729814473,-0.159662467828166,5,7,0.00587519608685491,0.66,4.24,0.969286953280085,0.0270712284350867,0.1,4,2
"295",335,10,6.12,181.76,0.4,64,5,7.38817911111111,1.43360155533151,-0.261182088888889,1.33553479303461,-0.068405870468121,5,7,0.00629577139110229,0.82,4.6,0.981610121631312,0.0172148614679568,0.1,4,3
"296",336,10,5.92,215.92,0.4,64,5,7.42362488888889,1.28800127207567,-0.257637511111111,1.47360421690222,0.144101522918101,5,7,0.00694663689704436,0.88,5.1,0.986540665101411,0.0130985078460595,0.1,4,4
"297",337,10,8.76,21.76,0.4,64,5,9.02840533333333,1.20255748591907,-0.0971594666666667,0.572118973531709,-0.524248129315446,5,7,0.00269699470553172,0.82,1.84,0.787199115583644,0.17881122596856,0.25,1,1
"298",338,10,8.78,43.68,0.4,64,5,9.08296444444444,1.31148698539277,-0.0917035555555557,0.612531265084921,-0.532949032733651,5,7,0.00288750007486882,0.82,1.96,0.905016157126159,0.0862501298489509,0.25,1,2
"299",339,10,8.48,63.46,0.4,64,5,8.84824844444444,1.15314961063329,-0.115175155555556,0.67675072644502,-0.413128426524497,5,7,0.00319023351894797,0.82,2.18,0.935848422771524,0.0585717252394491,0.25,1,3
"300",340,10,8.52,81.12,0.4,64,5,8.99515644444444,1.15120279431554,-0.100484355555556,0.775277325990694,-0.326550170118686,5,7,0.00365469236338795,0.88,2.46,0.953116092933629,0.0437491116840296,0.25,1,4
"301",341,10,8.7,42.72,0.4,64,5,9.03705911111111,0.940665745308223,-0.0962940888888888,0.646930531803649,-0.312263112555807,5,7,0.00304965977329986,0.92,2.1,0.898926143289376,0.091809559720444,0.25,2,1
"302",342,10,8.68,78.7,0.4,64,5,9.113296,1.37197052330733,-0.0886703999999999,0.742945654680074,-0.458482786576859,5,7,0.0035022794031824,0.86,2.36,0.946632625309998,0.0483239716063098,0.25,2,2
"303",343,10,8.96,110.24,0.4,64,5,9.45876844444444,1.30557929242543,-0.0541231555555554,0.791879272261508,-0.393465202109325,5,7,0.00373295468864787,0.92,2.6,0.965736630442142,0.0315462789853248,0.25,2,3
"304",344,10,8.52,140.9,0.4,64,5,9.05988933333333,1.20888358238373,-0.0940110666666667,0.836735692803442,-0.307844274670741,5,7,0.00394440988294759,0.9,2.76,0.973943717755241,0.0237183020094066,0.25,2,4
"305",345,10,8.8,63.04,0.4,64,5,9.22563111111111,0.90949856982625,-0.0774368888888891,0.728927953018137,-0.198538648436368,5,7,0.00343619932383702,0.98,2.38,0.938275053304637,0.05800178604482,0.25,3,1
"306",346,10,8.82,113.04,0.4,64,5,9.33053555555555,1.2378302088925,-0.0669464444444447,0.797107065145492,-0.356044908728904,5,7,0.00375759874064056,0.94,2.64,0.967446555359662,0.0302908184199636,0.25,3,2
"307",347,10,8.62,151.42,0.4,64,5,9.180808,1.19334686724916,-0.0819192000000001,0.847806329731775,-0.289555825720571,5,7,0.00399659736590811,0.94,2.8,0.977351529415291,0.0208442184972656,0.25,3,3
"308",348,10,8.52,184.3,0.4,64,5,9.08984933333334,1.09520023486704,-0.0910150666666665,0.864018146731914,-0.211086594738714,5,7,0.00407302060414913,0.94,2.88,0.981832185846392,0.0166511058887861,0.25,3,4
"309",349,10,8.5,79.46,0.4,64,5,8.95749866666667,1.30362146051437,-0.104250133333333,0.75445351644321,-0.421263350370496,5,7,0.0035565279837802,0.86,2.4,0.949818227456867,0.0459469178828172,0.25,4,1
"310",350,10,8.68,137.36,0.4,64,5,9.19198044444445,1.23078687728905,-0.0808019555555551,0.806572762011724,-0.344669026868168,5,7,0.00380222046359235,0.94,2.64,0.975312621910999,0.0227996443362294,0.25,4,2
"311",351,10,8.8,184.08,0.4,64,5,9.37482933333333,0.941922420466077,-0.0625170666666665,0.863216831739795,-0.083558461945663,5,7,0.00406924316905051,1,2.84,0.98214524460909,0.0163637372973462,0.25,4,3
"312",352,10,8.52,215.3,0.4,64,5,9.15254177777778,1.22722599119196,-0.0847458222222222,0.911393075895118,-0.257355138795656,5,7,0.00429634816194603,0.94,3.02,0.985796503069464,0.013538140815436,0.25,4,4
"313",353,10,9.46,23.04,0.4,64,5,9.59966533333333,0.913362870948292,-0.0400334666666668,0.391600758506619,-0.571253911274013,5,7,0.00184602367905217,0.9,1.26,0.794765158006278,0.172630565356744,0.5,1,1
"314",354,10,9.7,42.22,0.4,64,5,9.86169466666667,0.477852462565638,-0.0138305333333334,0.421010634752191,-0.118952673191758,5,7,0.00198466316523285,1,1.36,0.894151965970348,0.0931713893673285,0.5,1,2
"315",355,10,9.4,63.68,0.4,64,5,9.63507866666667,0.809227930443971,-0.0364921333333332,0.517586630013911,-0.36039450624258,5,7,0.00243992677289553,0.94,1.62,0.936021777762511,0.0577765558653518,0.5,1,3
"316",356,10,9.58,82.1,0.4,64,5,9.79698,0.556745922334218,-0.0203019999999998,0.503622668350148,-0.0954174100841993,5,7,0.00237410002633102,0.98,1.64,0.952615003530662,0.0430198997958832,0.5,1,4
"317",357,10,9.38,42.86,0.4,64,5,9.58117866666667,0.739649834483182,-0.041882133333333,0.467006616938331,-0.368611206051788,5,7,0.00220149030464055,0.92,1.46,0.890744353504976,0.0947689446622225,0.5,2,1
"318",358,10,9.6,78.68,0.4,64,5,9.78217733333333,0.686868719313213,-0.0217822666666667,0.463031279523903,-0.325880963123668,5,7,0.00218275038435224,0.98,1.54,0.953561701632278,0.0426135300643714,0.5,2,2
"319",359,10,9.54,112.64,0.4,64,5,9.81804444444444,0.865897904869761,-0.0181955555555564,0.573628766161379,-0.337533024464752,5,7,0.00270411193624255,0.94,1.84,0.963128305975993,0.0330301588035108,0.5,2,3
"320",360,10,9.48,139.42,0.4,64,5,9.78067288888889,0.846486267579164,-0.0219327111111109,0.589804852101362,-0.303231635655326,5,7,0.00278036673665068,0.94,1.84,0.970860832285228,0.0257070495795622,0.5,2,4
"321",361,10,9.7,62.18,0.4,64,5,9.90035022222222,0.593815048230818,-0.00996497777777764,0.479112799718509,-0.193161572536849,5,7,0.00225855939756153,0.98,1.56,0.932809864083729,0.0605404049133824,0.5,3,1
"322",362,10,9.48,111.04,0.4,64,5,9.73814222222222,0.592607731034906,-0.0261857777777777,0.556073142055871,-0.0616505439698401,5,7,0.00262135393055611,0.96,1.86,0.963034509214824,0.0329273844584876,0.5,3,2
"323",363,10,9.5,149.88,0.4,64,5,9.81914888888889,0.70340050937468,-0.0180851111111114,0.632228841719984,-0.101182280516071,5,7,0.00298035534161278,1,2.04,0.977454879355479,0.0204122594476948,0.5,3,3
"324",364,10,9.52,182.86,0.4,64,5,9.83150711111111,0.684110605434107,-0.016849288888889,0.621586583233797,-0.0913946103212872,5,7,0.00293018725399463,1,2.06,0.980581277922124,0.0175346651129483,0.5,3,4
"325",365,10,9.5,82.5,0.4,64,5,9.74729333333334,0.824075811469208,-0.0252706666666661,0.541528076619519,-0.34286619133493,5,7,0.00255278783453713,0.96,1.7,0.95010475999942,0.0450138446620775,0.5,4,1
"326",366,10,9.42,138.48,0.4,64,5,9.706152,0.865881004352423,-0.0293848000000001,0.591887284582778,-0.316433457244579,5,7,0.00279018341751049,0.98,1.94,0.97251410926891,0.024551611783986,0.5,4,2
"327",367,10,9.64,182.2,0.4,64,5,9.97747688888889,0.701519028139813,-0.00225231111111086,0.641734167051653,-0.0852220092257348,5,7,0.00302516387494217,0.98,2.02,0.979765321407563,0.0180235068002952,0.5,4,3
"328",368,10,9.56,215.94,0.4,64,5,9.85992177777778,0.765585065516564,-0.0140078222222222,0.603814779105544,-0.21130282407203,5,7,0.00284641016590792,0.94,1.92,0.984807587090766,0.0141768643796624,0.5,4,4
"329",369,10,9.86,22.04,0.4,64,5,9.98636311111111,0.404507318892677,-0.00136368888888889,0.368746493216774,-0.0884058804517982,5,7,0.00173828763928227,0.96,1.08,0.783471353724976,0.179636615684018,0.75,1,1
"330",370,10,9.72,43.18,0.4,64,5,9.95168888888888,0.578566046683875,-0.00483111111111185,0.515213333460064,-0.10949953525086,5,7,0.00242873894564891,0.98,1.56,0.894170846981493,0.0923975564121391,0.75,1,2
"331",371,10,9.82,62.28,0.4,64,5,10.0459013333333,0.497560945387198,0.00459013333333312,0.50464239642688,0.0142323289344404,5,7,0.00237890707058451,1,1.64,0.932741402543382,0.0601210617158313,0.75,1,3
"332",372,10,9.82,79.34,0.4,64,5,10.0350715555556,0.44365524989192,0.00350715555555508,0.4960721611276,0.118147843958681,5,7,0.00233850659394128,0.98,1.6,0.945513576672852,0.0484521964168685,0.75,1,4
"333",373,10,9.82,43.84,0.4,64,5,10.0152653333333,0.437862669955651,0.00152653333333354,0.474215495477993,0.0830233495950322,5,7,0.00223547328397485,0.98,1.54,0.90177959570137,0.0885331066265786,0.75,2,1
"334",374,10,9.9,81.1,0.4,64,5,10.1420644444444,0.489779958681884,0.0142064444444442,0.526850026834705,0.0756871886971149,5,7,0.00248359484428757,1,1.74,0.953838181473126,0.0423621572441737,0.75,2,2
"335",375,10,9.86,111.82,0.4,64,5,10.1197546666667,0.377179665403843,0.0119754666666668,0.546980195145783,0.450184740368057,5,7,0.00257848936774883,0.98,1.76,0.965178501317796,0.0313225447928936,0.75,2,3
"336",376,10,9.86,140,0.4,64,5,10.0745106666667,0.423135773912257,0.00745106666666677,0.500044424495058,0.181758800187736,5,7,0.0023572320230332,1,1.64,0.971406935144122,0.0253422182118798,0.75,2,4
"337",377,10,9.7,62.2,0.4,64,5,9.93357288888889,0.602626838283028,-0.00664271111111095,0.522934983658181,-0.132240799052197,5,7,0.00246513915376251,0.98,1.68,0.93717026794866,0.0572947251047209,0.75,3,1
"338",378,10,9.72,112.46,0.4,64,5,9.96426444444444,0.658112217611874,-0.00357355555555567,0.537221415549663,-0.183693295500414,5,7,0.00253248603955869,0.94,1.72,0.96171512724744,0.0340354941174888,0.75,3,2
"339",379,10,9.76,151.8,0.4,64,5,10.041568,0.760842436768946,0.00415679999999979,0.597601196723174,-0.214553279571267,5,7,0.00281711905765435,0.98,1.94,0.976243257249753,0.0215380149826477,0.75,3,3
"340",380,10,9.88,188.14,0.4,64,5,10.170164,0.421832587061476,0.0170163999999999,0.603616011123659,0.430937366239302,5,7,0.00284547316465543,1,1.98,0.983235147233606,0.0155781034534825,0.75,3,4
"341",381,10,9.8,81.24,0.4,64,5,10.0074693333333,0.445384668777973,0.00074693333333348,0.490543841765588,0.101393640494005,5,7,0.00231244584654499,0.98,1.58,0.95403819601396,0.0424386966925862,0.75,4,1
"342",382,10,9.72,139.16,0.4,64,5,10.0585084444444,0.537100199751632,0.00585084444444489,0.656477065801975,0.22226181652054,5,7,0.00309466256614683,1,2.14,0.972875283797893,0.0244522636787272,0.75,4,2
"343",383,10,9.72,183.22,0.4,64,5,10.0411142222222,0.477617455609557,0.00411142222222264,0.640846763516162,0.341757416923308,5,7,0.0030209806145582,1,2.1,0.979521864165141,0.0182689807496775,0.75,4,3
"344",384,10,9.7,214.46,0.4,64,5,10.0293813333333,0.450322526771213,0.00293813333333312,0.642058692298846,0.425775203613219,5,7,0.00302669370162854,1,2.14,0.985759070883093,0.0135265618411151,0.75,4,4
"345",385,10,7.12,20.5,0.45,64,5,7.635408,1.55599263469309,-0.2364592,0.841106490191424,-0.459440570965603,5,7,0.00396501401942915,0.56,2.78,0.786678151756826,0.189326599203393,0.1,1,1
"346",386,10,6.92,39.44,0.45,64,5,7.57303777777778,1.22262846761851,-0.242696222222222,0.941630884168452,-0.229830721999626,5,7,0.00443889055713465,0.66,3.14,0.896731627116153,0.0980847629987628,0.1,1,2
"347",387,10,7.08,55.92,0.45,64,5,7.86279911111111,1.2754936091444,-0.213720088888889,1.02505286958,-0.196348094391783,5,7,0.00483214556769831,0.74,3.34,0.931921272100178,0.0643338052450104,0.1,1,3
"348",388,10,6.92,73.12,0.45,64,5,7.84070977777778,1.45277016345457,-0.215929022222222,1.12355248258529,-0.226613740528945,5,7,0.00529647719636691,0.8,3.78,0.951902957231816,0.046643839476401,0.1,1,4
"349",389,10,6.94,37.48,0.45,64,5,7.63946711111111,1.69005188624815,-0.236053288888889,0.972859707075924,-0.424361041816513,5,7,0.0045861046401103,0.68,3.32,0.895117403965684,0.0975456508642105,0.1,2,1
"350",390,10,6.6,73.36,0.45,64,5,7.52180888888889,1.4891360799371,-0.247819111111111,1.12809710764664,-0.242448609737335,5,7,0.00531790076435914,0.76,3.82,0.947058637352008,0.050149335867613,0.1,2,2
"351",391,10,6.7,102.74,0.45,64,5,7.73974133333333,1.61832875059082,-0.226025866666667,1.19223330767384,-0.263293501250239,5,7,0.00562024171075094,0.74,4.04,0.967504922659318,0.0312456322140711,0.1,2,3
"352",392,10,6.66,129.58,0.45,64,5,7.72036622222222,1.27784081606695,-0.227963377777778,1.21181423870644,-0.0516704244615772,5,7,0.00571254710485159,0.82,4.04,0.97295206711104,0.0255554457785999,0.1,2,4
"353",393,10,6.76,55.28,0.45,64,5,7.615744,1.34439873291409,-0.2384256,1.07984911722193,-0.196779131975769,5,7,0.00509045755630625,0.74,3.58,0.937290259428383,0.061350737157006,0.1,3,1
"354",394,10,6.52,101.2,0.45,64,5,7.54120444444445,1.48377162880613,-0.245879555555555,1.18988151230976,-0.198069642787843,5,7,0.00560915524108491,0.74,4.06,0.964401759675461,0.0340550320376741,0.1,3,2
"355",395,10,7.04,141.36,0.45,64,5,8.09609822222222,1.27526295740265,-0.190390177777778,1.19882643186343,-0.0599378544601474,5,7,0.00565132199624204,0.92,4.08,0.975434561394034,0.0229091286447743,0.1,3,3
"356",396,10,6.42,168.48,0.45,64,5,7.55188933333333,1.60514990624758,-0.244811066666667,1.2621941855038,-0.213659621078961,5,7,0.00595004045162643,0.8,4.42,0.980272597014651,0.0182735569007085,0.1,3,4
