"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","nsample_pa","nsample_cap","N_naive_se","credible_proportion","psi0_mean","psi0_sd"
"671",670,150,96.7,168.28,0.2,36,4,97.0704417777778,14.2671852022993,-0.352863721481481,0.621961192124184,-0.95640617379636,5,7,0.0029319531772392,0,0.983672498601814,0.0180481009664175
"672",671,150,108,168.34,0.2,36,5,108.320687555556,14.1573482578389,-0.277862082962963,0.576174503844445,-0.959302088685611,5,7,0.00271611265876801,0,0.983406710095296,0.0182346858838487
"673",672,150,117.92,168.32,0.2,36,6,118.199123111111,13.4648403830815,-0.212005845925926,0.533584351338971,-0.96037202550062,5,7,0.00251534075444541,0,0.983338501869861,0.0182673156483518
"674",673,150,104.36,79.84,0.25,16,3,104.649072,14.444554626154,-0.30233952,0.547048726164741,-0.962127684769579,5,7,0.00257881242607034,0,0.967515787052062,0.0380355444427853
"675",674,150,121.78,79.5,0.25,16,4,122.021814222222,12.3010026778748,-0.186521238518519,0.498014674006506,-0.959514302447697,5,7,0.00234766368746939,0,0.967175548564457,0.0382599324362146
"676",675,150,127.4,79.64,0.25,16,5,127.589933777778,12.4649249582375,-0.149400441481481,0.437375520154698,-0.964911499939223,5,7,0.00206180797484254,0,0.966744674897369,0.0384759246669749
"677",676,150,133.24,79.64,0.25,16,6,133.402816,8.39161792003771,-0.110647893333333,0.405856689762653,-0.951635466053151,5,7,0.00191322678347398,0,0.966525365887904,0.0386631528577319
"678",677,150,105,121.4,0.25,25,3,105.319377777778,15.636060307177,-0.297870814814815,0.574829469680141,-0.963236937029701,5,7,0.0027097721069113,0,0.977819486489767,0.0251078904486118
"679",678,150,116.62,121.2,0.25,25,4,116.868476888889,16.2555753172237,-0.220876820740741,0.503459382950627,-0.969028510334102,5,7,0.00237333029157589,0,0.977594521352755,0.0252106752649066
"680",679,150,128,121.3,0.25,25,5,128.218040444444,11.8573266615546,-0.145213063703704,0.468234453543892,-0.960510959433878,5,7,0.00220727838190709,0.02,0.977377784122405,0.0253665410077694
"681",680,150,134.78,121.52,0.25,25,6,134.948219555556,8.83020583867509,-0.100345202962963,0.409428254009333,-0.953633215183264,5,7,0.00193006329879578,0,0.976931445063462,0.0256997653085496
"682",681,150,104.68,164.38,0.25,36,3,105.020606222222,15.7198897871746,-0.299862625185185,0.591300551567848,-0.962385197379038,5,7,0.00278741753155314,0,0.983249486118509,0.0183450760038118
"683",682,150,115.88,165.32,0.25,36,4,116.150210222222,15.880109693686,-0.225665265185185,0.52555091390515,-0.966905082896618,5,7,0.00247747076720746,0,0.983328044352033,0.0183079910953138
"684",683,150,129.3,165.9,0.25,36,5,129.510045333333,9.35850740922904,-0.136599697777778,0.457964498952657,-0.95106436540286,5,7,0.00215886535168082,0,0.983009982542588,0.0185132529928914
"685",684,150,134.9,165.72,0.25,36,6,135.074225777778,8.7759218895341,-0.0995051614814815,0.415403994571088,-0.95266548633865,5,7,0.00195823320995464,0,0.983020489433681,0.0184549222420238
"686",685,150,119.88,79.38,0.3,16,3,120.114573777778,13.6808731031861,-0.199236174814815,0.49128879192349,-0.964089368549945,5,7,0.00231595757526698,0,0.967132031724644,0.0382070044096239
"687",686,150,135.26,79.5,0.3,16,4,135.426731555556,9.63800695678963,-0.0971551229629631,0.407795572131916,-0.957688807036538,5,7,0.0019223667626155,0,0.966649980894971,0.0386367825759264
"688",687,150,136.92,79.46,0.3,16,5,137.047172,11.8491265233572,-0.0863521866666669,0.344819561053647,-0.970899157809318,5,7,0.00162549499937868,0.08,0.96620306952941,0.0389698395192089
"689",688,150,142.76,79.38,0.3,16,6,142.858242666667,6.16114441151301,-0.0476117155555555,0.304418628290932,-0.950590570848805,5,7,0.0014350431758935,0.14,0.965892813721625,0.0391280400121947
"690",689,150,120.56,120.08,0.3,25,3,120.818750666667,13.5437361677468,-0.194541662222222,0.512829484528449,-0.962135301649651,5,7,0.00241750137401645,0,0.977587775915043,0.0252449985184116
"691",690,150,133.22,120.32,0.3,25,4,133.401363111111,13.3405107382432,-0.110657579259259,0.420900745442274,-0.968449427934144,5,7,0.00198414514205803,0,0.97716859971502,0.0255442400493738
"692",691,150,137.42,119.8,0.3,25,5,137.578986666667,10.9343428891984,-0.0828067555555556,0.390451368025988,-0.964291281882911,5,7,0.00184060540036493,0.1,0.977048808603158,0.0256110988888328
"693",692,150,141.32,119.48,0.3,25,6,141.437656444444,6.76243685657748,-0.0570822903703708,0.337526495210226,-0.950088037438467,5,7,0.00159111515728853,0.08,0.976878306774532,0.0256956141236524
"694",693,150,122.64,161.32,0.3,36,3,122.910115555556,13.4123283151111,-0.18059922962963,0.523674047442864,-0.9609557688166,5,7,0.00246862313385503,0,0.98333836341962,0.0182861559185975
"695",694,150,134.06,161.34,0.3,36,4,134.247525777778,8.64362125529408,-0.105016494814815,0.432174726651905,-0.950000733039152,5,7,0.00203729119915336,0.02,0.983020842571352,0.0184873711569152
"696",695,150,138.92,162.88,0.3,36,5,139.068215555556,11.2861800946688,-0.0728785629629631,0.3793046978745,-0.966392110112289,5,7,0.00178805949335316,0.16,0.982811169632111,0.0186122093415768
"697",696,150,141.06,161.5,0.3,36,6,141.182570666667,7.97005980024496,-0.0587828622222221,0.340204364349987,-0.957314703668907,5,7,0.00160373875347423,0.22,0.982829992149422,0.018601428694987
"698",697,150,132.94,79.18,0.35,16,3,133.119436888889,11.1727482527635,-0.112537087407408,0.424314614045775,-0.962022359723283,5,7,0.0020002382729888,0,0.966719140183692,0.0385340475668567
"699",698,150,139.18,79.24,0.35,16,4,139.326332,9.27479508079105,-0.0711577866666671,0.377725497047204,-0.959273979235454,5,7,0.00178061506926092,0.04,0.966333029403394,0.0388011131493198
"700",699,150,145.24,79.06,0.35,16,5,145.335432444445,5.07603264989113,-0.0310971170370365,0.296755983554373,-0.941537810328951,5,7,0.0013989211221932,0.3,0.965946761025336,0.0391723778075896
"701",700,150,146.34,79.22,0.35,16,6,146.416254666667,5.27133856827459,-0.0238916355555552,0.250711761851433,-0.952438691121011,5,7,0.0011818665795225,0.42,0.965697772729263,0.0393132914791523
"702",701,150,134.42,118.6,0.35,25,3,134.617668888889,12.2417735022013,-0.102548874074074,0.442882740606691,-0.963822011530678,5,7,0.00208776926102316,0.06,0.977297913702209,0.0254509010058571
"703",702,150,137.82,118.88,0.35,25,4,137.972648888889,10.7877661831014,-0.0801823407407407,0.381937023112166,-0.964595355829045,5,7,0.00180046839352544,0.1,0.976860583961106,0.0257206148712986
"704",703,150,144.5,118.62,0.35,25,5,144.604094222222,6.89525701975178,-0.0359727051851856,0.30814307813242,-0.955310864083858,5,7,0.00145260040082087,0.3,0.976558500374962,0.0259298806110127
"705",704,150,147.48,118.4,0.35,25,6,147.544137777778,3.35290718723585,-0.0163724148148152,0.226620431506158,-0.932410765091,5,7,0.00106829895915617,0.52,0.976369901288553,0.0260540082953906
"706",705,150,132.72,156.44,0.35,36,3,132.921305333333,10.7777600589198,-0.113857964444445,0.4459093694405,-0.958626897703901,5,7,0.0021020369261733,0.02,0.983207361346902,0.0183259263594126
"707",706,150,141.36,156.4,0.35,36,4,141.499192888889,8.43863076953174,-0.0566720474074073,0.359029590602917,-0.957454046703973,5,7,0.00169248172107968,0.08,0.982941211334925,0.0185130763385606
"708",707,150,146.46,157.94,0.35,36,5,146.550316,3.96593600888004,-0.0229978933333333,0.287953491662469,-0.927393308662137,5,7,0.0013574257774725,0.34,0.982737577306006,0.0186668247163749
"709",708,150,146.64,157.1,0.35,36,6,146.727215111111,3.30745027162284,-0.0218185659259256,0.279409022044307,-0.915521323346394,5,7,0.00131714676141488,0.32,0.982613739046315,0.0187651022188523
"710",709,150,139.84,78.96,0.4,16,3,139.982827111111,7.41880546119905,-0.0667811525925925,0.368742079977794,-0.950296300138028,5,7,0.0017382668350742,0.14,0.96629810605592,0.0388258870381583
"711",710,150,145.1,78.7,0.4,16,4,145.185975111111,5.99887847051923,-0.0320934992592588,0.276748368746095,-0.953866648556702,5,7,0.00130460432148453,0.3,0.965820191086029,0.0391442644448278
"712",711,150,148.08,79.12,0.4,16,5,148.131330666667,2.89663621712916,-0.0124577955555552,0.200185930646598,-0.930890206556555,5,7,0.000943685527055661,0.52,0.965444156593819,0.0394434766771171
"713",712,150,149.12,78.64,0.4,16,6,149.154917333333,1.69677666391793,-0.00563388444444454,0.162360903246589,-0.904312154510841,5,7,0.000765376637901575,0.78,0.965261017780209,0.0395443373627557
"714",713,150,139.74,116.8,0.4,25,3,139.904239555556,9.09637047870081,-0.0673050696296299,0.396076138303066,-0.956457782889288,5,7,0.00186712082173519,0.06,0.977096941996817,0.0255464259486575
"715",714,150,145.26,116.62,0.4,25,4,145.359069777778,5.31803372995269,-0.0309395348148148,0.301826093678297,-0.943244795162105,5,7,0.00142282185052647,0.36,0.976761263350269,0.0257442735103912
"716",715,150,148,116.92,0.4,25,5,148.059181333333,2.75702399338539,-0.0129387911111112,0.223521624295112,-0.918926485648518,5,7,0.0010536910418727,0.52,0.976441305155118,0.0259488803484776
"717",716,150,148.9,116.86,0.4,25,6,148.948095111111,1.62313221925378,-0.00701269925925947,0.189442517352755,-0.88328583765046,5,7,0.000893040591101222,0.64,0.976414194833945,0.0260584394168848
"718",717,150,140.58,153.54,0.4,36,3,140.741920888889,8.04602158775881,-0.0617205274074079,0.392927682296481,-0.951164972898621,5,7,0.00185227885778503,0.04,0.982892821131154,0.0185519519406997
"719",718,150,145.82,154,0.4,36,4,145.908149777778,5.44374751234445,-0.0272790014814815,0.282112505013447,-0.948176783663512,5,7,0.00132989110235021,0.38,0.982699498997727,0.0187007217938309
"720",719,150,148.1,152.7,0.4,36,5,148.163377333333,2.34524705322917,-0.0122441511111109,0.236965643428656,-0.898959197879653,5,7,0.00111706675584424,0.5,0.982658443055084,0.0187212268130778
"721",720,150,148.6,152.94,0.4,36,6,148.640743555556,3.34567807055322,-0.00906170962962962,0.172018713648694,-0.948584798052536,5,7,0.000810903992746522,0.68,0.98253924042998,0.0188072035671471
"722",721,150,142.66,78.28,0.45,16,3,142.794334222222,7.17886047085365,-0.0480377718518521,0.354815275719017,-0.950574986495478,5,7,0.00167261525019661,0.28,0.966297758786434,0.0388363420536667
"723",722,150,148.06,78.18,0.45,16,4,148.121934222222,3.17034879421585,-0.0125204385185185,0.228266465129624,-0.927999573565506,5,7,0.00107605843607093,0.58,0.965535867328422,0.039320889044526
"724",723,150,149.04,78.38,0.45,16,5,149.076659555556,1.58322269300631,-0.00615560296296294,0.163006202990191,-0.897041519357794,5,7,0.000768418610065569,0.7,0.965272170745758,0.0395237683248308
"725",724,150,149.64,78.22,0.45,16,6,149.661626222222,1.18819480957089,-0.00225582518518559,0.128146787341813,-0.892150019248028,5,7,0.000604089748777777,0.86,0.965118878427485,0.0395756060496832
"726",725,150,144.84,113.94,0.45,25,3,144.942003555556,5.92410978567421,-0.033719976296296,0.301515928036138,-0.94910358873408,5,7,0.00142135971566739,0.3,0.976612172526268,0.0258769476463011
"727",726,150,147.16,114.72,0.45,25,4,147.241928,3.76327502253683,-0.0183871466666668,0.260781517712112,-0.930703571716021,5,7,0.00122933586388236,0.48,0.976645703568385,0.0258570862216176
"728",727,150,149.5,113.78,0.45,25,5,149.532575111111,0.967420924792914,-0.00311616592592626,0.153427354863855,-0.841405792523355,5,7,0.000723263486958313,0.82,0.976421534344041,0.0260248803179731
"729",728,150,149.72,114.7,0.45,25,6,149.743734222222,0.620221604150973,-0.00170843851851867,0.12755116712695,-0.794345817247763,5,7,0.000601281968158167,0.92,0.976173380559363,0.0261921139770091
"730",729,150,145.34,146.36,0.45,36,3,145.448283555556,4.00909065106492,-0.0303447762962964,0.311242396209839,-0.922365837218681,5,7,0.00146721072635152,0.2,0.982667782522644,0.0187314030378193
"731",730,150,148.12,146.44,0.45,36,4,148.178188888889,2.51149671579201,-0.0121454074074075,0.217623501386687,-0.913349079846175,5,7,0.00102588702384058,0.52,0.982483108490267,0.0188211657137052
"732",731,150,149.3,147.06,0.45,36,5,149.337036888889,1.56408919859007,-0.00441975407407413,0.168106573056083,-0.89252110863778,5,7,0.000792461985133255,0.86,0.982358708635522,0.0188980824013686
"733",732,150,149.86,146.18,0.45,36,6,149.878812,0.397972964848107,-0.000807920000000153,0.120696593485785,-0.696721626475682,5,7,0.000568969198132763,0.96,0.982124989438372,0.0189795157093385
"734",733,150,148,77.22,0.5,16,3,148.069586666667,2.74994583105035,-0.012869422222222,0.244699686685025,-0.911016542972572,5,7,0.0011535253853947,0.58,0.965616024424431,0.0393594899005997
"735",734,150,149.12,77.48,0.5,16,4,149.158032444444,1.52427203854568,-0.00561311703703706,0.161411576734403,-0.894105794338125,5,7,0.00076090146980606,0.78,0.965334895727195,0.0394819945123351
"736",735,150,149.78,77.38,0.5,16,5,149.798673333333,0.605418952297046,-0.00134217777777746,0.114471845952831,-0.810921271099115,5,7,0.000539625456854591,0.88,0.965113595748102,0.039641785594826
"737",736,150,149.98,77.74,0.5,16,6,149.986633333333,0.137757847454002,-0.000089111111111068,0.0678611662200759,-0.507388018365089,5,7,0.000319900605422954,1,0.965093737268303,0.0395951689037545
"738",737,150,147.6,110.7,0.5,25,3,147.667155555555,2.73429650434734,-0.0155522962962968,0.236800313120402,-0.913396256498187,5,7,0.00111628738129689,0.56,0.976639125819323,0.0258273695181524
"739",738,150,149.1,110.84,0.5,25,4,149.142407111111,1.58395650365828,-0.0057172859259256,0.185214548587557,-0.883068412447066,5,7,0.000873109755204447,0.76,0.976383782122568,0.0260350253621592
"740",739,150,149.84,111.32,0.5,25,5,149.858495111111,0.409808942844728,-0.00094336592592559,0.108098292496538,-0.736222709670112,5,7,0.000509580237726595,0.9,0.976296344970771,0.0260848165937819
"741",740,150,149.88,110.56,0.5,25,6,149.888702666667,0.376420543348845,-0.000741982222222399,0.0721741776233943,-0.80826185260429,5,7,0.00034023233616043,0.94,0.976198217172971,0.0261494208881231
"742",741,150,148.2,141.6,0.5,36,3,148.266451111111,2.682650565704,-0.0115569925925924,0.237399115116177,-0.911505762937903,5,7,0.00111911016097557,0.62,0.982069525618399,0.0191379023277347
"743",742,150,149.5,141.52,0.5,36,4,149.531002666667,0.938566272241885,-0.00312664888888906,0.15421071531325,-0.835695443279783,5,7,0.000726956283530847,0.82,0.982216366934407,0.0189950613339239
"744",743,150,149.62,140.42,0.5,36,5,149.646404,0.869305049640784,-0.00235730666666666,0.1359920987514,-0.843562281379137,5,7,0.000641072901432705,0.88,0.98210164601956,0.0191112413555825
"745",744,150,149.78,141.78,0.5,36,6,149.797337333333,0.57179635130517,-0.00135108444444467,0.10417516333252,-0.817810723879696,5,7,0.00049108642949094,0.92,0.982475048535626,0.0188486525884355
"746",745,150,149.14,76.4,0.55,16,3,149.183037333333,1.34427682132235,-0.00544641777777814,0.180930800966706,-0.865406590296835,5,7,0.000852915975260478,0.72,0.965380821201535,0.0393794462211026
"747",746,150,149.58,76.52,0.55,16,4,149.599543555556,1.16055616444794,-0.0026697096296296,0.118781218550919,-0.897651469020095,5,7,0.000559940034099706,0.88,0.965144061266786,0.0396116503210963
"748",747,150,149.88,76.24,0.55,16,5,149.891572,0.375657205602682,-0.000722853333332929,0.0847713555257451,-0.7743385345431,5,7,0.0003996160022842,0.92,0.965059105215784,0.0396812596208615
"749",748,150,150,75.9,0.55,16,6,150.005677333333,0.00761355124498915,0.0000378488888886712,0.0575583747063268,6.55999045047589,5,7,0.000271332780459466,1,0.965078445619088,0.0396644615552413
"750",749,150,148.58,107.38,0.55,25,3,148.633296,1.98140416752123,-0.00911135999999933,0.206692638129007,-0.895683757247981,5,7,0.000974358440282387,0.64,0.976515137952423,0.0259630791456368
"751",750,150,149.64,108.04,0.55,25,4,149.657623555556,1.049263508002,-0.00228250962962948,0.109338481705831,-0.895795021105773,5,7,0.000515426545725561,0.9,0.976395785014198,0.0260524127017125
"752",751,150,149.8,108.5,0.55,25,5,149.81492,0.560504620695594,-0.00123386666666693,0.0958193714017655,-0.829048025896999,5,7,0.000451696848581472,0.88,0.976237091393136,0.0261378593587888
"753",752,150,149.96,108.06,0.55,25,6,149.965684888889,0.192671457422296,-0.000228767407407346,0.0541630448890035,-0.71888391973758,5,7,0.000255327042204838,0.98,0.976063812423398,0.0262190225779151
"754",753,150,148.8,133.18,0.55,36,3,148.850816888889,1.9593563441593,-0.00766122074074094,0.200038533458277,-0.897905996500036,5,7,0.000942990690046397,0.68,0.98258199397057,0.0187646136035903
"755",754,150,149.64,135.9,0.55,36,4,149.662997777778,0.74832680118083,-0.0022466814814812,0.122137465409661,-0.836785926660741,5,7,0.000575761533520724,0.84,0.98218466153228,0.0190433233615075
"756",755,150,149.94,133,0.55,36,5,149.950351111111,0.308662034480057,-0.000330992592592274,0.0793379954647428,-0.742961600060765,5,7,0.000374002897325781,0.96,0.981513385895004,0.0195361199540615
"757",756,150,149.98,134.48,0.55,36,6,149.983703111111,0.134001380900922,-0.000108645925925994,0.0464041971611653,-0.653703589849752,5,7,0.000218751483254517,1,0.981754372266362,0.0193322994559127
"758",757,175,65.62,79.98,0.15,16,3,66.0479724444444,11.4516841359919,-0.622583014603175,0.676888497893234,-0.940891794616844,5,7,0.00319088297978321,0,0.968522388931937,0.0373118650555203
"759",758,175,83.38,79.98,0.15,16,4,83.7926648888889,13.6701606150792,-0.521184772063492,0.661971666601486,-0.951575428757488,5,7,0.00312056436271514,0,0.968610850519621,0.0372413575865716
"760",759,175,96.44,79.94,0.15,16,5,96.7911515555555,10.9697445415259,-0.446907705396826,0.607504305979459,-0.944620013375904,5,7,0.00286380276238735,0,0.968048810608,0.0375392933381224
"761",760,175,102.82,79.98,0.15,16,6,103.131196888889,12.9090558492355,-0.410678874920635,0.567212148169101,-0.956060911441274,5,7,0.00267386370894507,0,0.967767145319273,0.0378336193084131
"762",761,175,64.64,124.2,0.15,25,3,65.1046413333333,12.5138336700716,-0.627973478095238,0.704586490382605,-0.943695392718243,5,7,0.00332145256854647,0,0.978463560957133,0.0247097709029597
"763",762,175,80.32,123.88,0.15,25,4,80.7238955555556,13.3042400727275,-0.538720596825397,0.653131045459037,-0.950908053230496,5,7,0.00307888927498363,0,0.978274684281026,0.0247407946001999
"764",763,175,93.84,123.94,0.15,25,5,94.2234311111111,14.7636631572585,-0.461580393650794,0.635456020365133,-0.956958106291343,5,7,0.00299556840764002,0,0.978176798727117,0.0248779031967345
"765",764,175,104.62,124.1,0.15,25,6,104.981753777778,14.506139840662,-0.400104264126984,0.61460928846911,-0.957631093094367,5,7,0.00289729597104498,0,0.97812034749041,0.0248563208805529
"766",765,175,64.42,174.46,0.15,36,3,64.9114333333333,13.8098267668459,-0.629077523809524,0.72478872769498,-0.947516450428254,5,7,0.00341668682853794,0,0.983918985832078,0.0178452663747913
"767",766,175,80.38,174.48,0.15,36,4,80.8361097777778,15.0835948574731,-0.538079372698413,0.695693997190032,-0.953877440771663,5,7,0.00327953295362564,0,0.983910425329537,0.0178956738785163
"768",767,175,94.12,174.26,0.15,36,5,94.5270173333333,13.7427756191008,-0.459845615238095,0.652793459298058,-0.952499154654701,5,7,0.00307729787855921,0,0.983775511234809,0.0179733661001197
"769",768,175,103.1,174.24,0.15,36,6,103.485223111111,15.556190482669,-0.408655867936508,0.633336202123752,-0.959287191627709,5,7,0.00298557548861759,0,0.983720501129711,0.0180162280981486
"770",769,175,97.34,79.92,0.2,16,3,97.6751662222223,12.3871637230914,-0.441856193015873,0.591737395591103,-0.952229791353446,5,7,0.00278947683402757,0,0.967830856766427,0.0378128909163861
"771",770,175,113.74,79.94,0.2,16,4,114.046270222222,14.3939974784923,-0.348307027301587,0.564127040342667,-0.960808174297266,5,7,0.00265932037117998,0,0.967683067649839,0.03786818267604
"772",771,175,124.28,79.88,0.2,16,5,124.53982,14.2668666096403,-0.288343885714285,0.517210950496644,-0.96374740406228,5,7,0.00243815580266744,0,0.967319448612397,0.0381297126029199
"773",772,175,136.52,79.86,0.2,16,6,136.753282666667,13.8136747751667,-0.21855267047619,0.489097120826483,-0.964593265095125,5,7,0.00230562593863482,0,0.967195214835606,0.0382221159740773
"774",773,175,98,123.66,0.2,25,3,98.3698,13.0913679842947,-0.437886857142857,0.622529331981491,-0.952447342956953,5,7,0.00293463141421096,0,0.978111432928411,0.0248629945823158
"775",774,175,109.86,123.4,0.2,25,4,110.198057333333,19.4967046967583,-0.370296815238095,0.590812203989104,-0.969696817324861,5,7,0.00278511543898977,0,0.977980619156463,0.0249702823133558
"776",775,175,127.42,123.54,0.2,25,5,127.718469333333,13.0767367028976,-0.270180175238095,0.555919903294389,-0.957487872094939,5,7,0.00262063155610688,0,0.977802775482054,0.0250695810283045
"777",776,175,140.74,123.48,0.2,25,6,140.988667555556,12.5207202788744,-0.194350471111111,0.502741914238131,-0.959847205029699,5,7,0.00236994811162992,0,0.977522662634684,0.0252476145681687
"778",777,175,96.54,172.38,0.2,36,3,96.9364382222222,15.4421719494135,-0.446077495873016,0.643424976477538,-0.958333259169415,5,7,0.00303313442701375,0,0.983632845122649,0.0180707256022445
"779",778,175,112.46,172.56,0.2,36,4,112.807545333333,13.7646228254543,-0.355385455238095,0.600017807607822,-0.956408699663151,5,7,0.00282851107061451,0,0.983600714823407,0.0180955953386867
"780",779,175,127.66,171.9,0.2,36,5,127.970818222222,14.5642677726898,-0.268738181587302,0.564927461639362,-0.961211406542615,5,7,0.00266309359335797,0,0.983583548918841,0.0181119946219526
"781",780,175,135.92,171.72,0.2,36,6,136.187432,14.2743053954987,-0.221786102857143,0.520689578265469,-0.963522597854067,5,7,0.00245455421123118,0,0.983336798551978,0.018264035672193
"782",781,175,122.18,79.9,0.25,16,3,122.461217777778,20.4660315261279,-0.300221612698413,0.539947670792837,-0.97361737325072,5,7,0.00254533773002331,0,0.967629159251217,0.0378653773609252
"783",782,175,136.48,79.82,0.25,16,4,136.705630666667,19.1245623425271,-0.218824967619048,0.480519750590155,-0.974874209302995,5,7,0.00226519182757578,0,0.967090478104166,0.038296383337811
"784",783,175,147.3,79.78,0.25,16,5,147.499344444444,15.3621914143153,-0.157146603174604,0.445606764572918,-0.970993281325887,5,7,0.00210061043314739,0,0.966856397654811,0.0384668575528805
"785",784,175,156.32,79.88,0.25,16,6,156.477344,12.9755647409588,-0.105843748571429,0.395661942796572,-0.96950715050208,5,7,0.00186516828539266,0,0.966509593523852,0.0387118709697976
"786",785,175,120.7,122.72,0.25,25,3,121.010986666667,18.5172021645943,-0.308508647619048,0.567546684981107,-0.969350300334989,5,7,0.00267544073060057,0,0.977821854404891,0.025064534222496
"787",786,175,139.26,122.82,0.25,25,4,139.501528,15.4272441617508,-0.202848411428571,0.495458010487655,-0.967884217991697,5,7,0.00233561146006011,0,0.977549722376319,0.025293112458679
"788",787,175,150.94,122.58,0.25,25,5,151.148703555556,12.3616886760397,-0.136293122539683,0.457515203940074,-0.962989263366027,5,7,0.00215674735467982,0,0.977353975729022,0.0254152813522074
"789",788,175,152.9,122.94,0.25,25,6,153.076106666667,16.1312879110115,-0.12527939047619,0.416993873618584,-0.974149994971329,5,7,0.00196572797165964,0.02,0.97709384538893,0.0256085304232484
"790",789,175,120.34,169.66,0.25,36,3,120.669778222222,17.2854869116577,-0.31045841015873,0.58333869133524,-0.96625268965135,5,7,0.00274988496247756,0,0.983631453976246,0.0180628843108062
"791",790,175,139.4,170.3,0.25,36,4,139.684163111111,14.4945836841297,-0.201804782222222,0.537283318233457,-0.962932131757483,5,7,0.00253277785160858,0,0.983382708253415,0.0182748881466169
"792",791,175,151.82,169.86,0.25,36,5,152.035352444444,11.0911772900025,-0.131226557460317,0.464442952447444,-0.958125008707048,5,7,0.00218940507433259,0,0.983052362387681,0.0184867870326897
"793",792,175,157.98,170.16,0.25,36,6,158.150199555556,13.6360803189373,-0.0962845739682539,0.410178849828667,-0.969919592710302,5,7,0.00193360164142099,0,0.982957231319186,0.0185036733690149
"794",793,175,139.14,79.86,0.3,16,3,139.373211555555,17.9183595574308,-0.203581648253969,0.485308048500882,-0.972915598275311,5,7,0.00228776408039589,0,0.967083270854956,0.0382883124556255
"795",794,175,152.44,79.8,0.3,16,4,152.609312444444,13.3234734933663,-0.127946786031746,0.409485516668005,-0.96926585872131,5,7,0.00193033323755749,0,0.96665888085813,0.0385771730783878
"796",795,175,163.6,79.72,0.3,16,5,163.724648,9.26920270114901,-0.064430582857143,0.34627084215073,-0.962642866564154,5,7,0.00163233640407972,0.06,0.966144452332951,0.0389363624795592
"797",796,175,167.5,79.82,0.3,16,6,167.603799111111,6.89572353012062,-0.0422640050793647,0.311828876072521,-0.954779382509979,5,7,0.00146997541893773,0.16,0.966021268785623,0.0390507275795462
"798",797,175,138.48,121.7,0.3,25,3,138.717207111111,15.4701871971429,-0.207330245079365,0.488982693461567,-0.968391934290758,5,7,0.00230508652286358,0,0.977360236781597,0.0253865599035753
"799",798,175,153.94,121.92,0.3,25,4,154.129971111111,14.0933527200599,-0.119257307936508,0.436390669743406,-0.969035709358053,5,7,0.00205716534548067,0.02,0.977249398439193,0.0254107753553325
"800",799,175,160.82,122.04,0.3,25,5,160.967681333333,12.8632512300476,-0.0801846780952377,0.379496471976191,-0.9704976241862,5,7,0.00178896352513824,0,0.976891500748639,0.025737720715
"801",800,175,168.52,122.12,0.3,25,6,168.630743111111,5.73014243454949,-0.0363957536507936,0.324103194258524,-0.943438893891299,5,7,0.00152783710976282,0.16,0.976769807877787,0.0257639402757385
"802",801,175,138.96,167.4,0.3,36,3,139.237454666667,15.4337447192638,-0.204357401904762,0.532483872017868,-0.965498724923625,5,7,0.00251015304517536,0,0.983374496602483,0.0182395414275987
"803",802,175,153.18,167.38,0.3,36,4,153.392167555556,16.664969223887,-0.123473328253968,0.456700716996334,-0.972595165891953,5,7,0.00215290782640577,0.02,0.983183353003488,0.0183545251987759
"804",803,175,162.1,167.06,0.3,36,5,162.242095555556,13.4460228497288,-0.072902311111111,0.362105943632301,-0.973069661737217,5,7,0.00170698378833569,0.06,0.982721492974243,0.0186487967254748
"805",804,175,165.56,166.82,0.3,36,6,165.679102222222,8.13848360813237,-0.0532622730158733,0.333137996770356,-0.959066330681373,5,7,0.00157042757724814,0.12,0.9827373458308,0.0186429050842259
"806",805,175,154.84,79.48,0.35,16,3,155.014739555556,14.912387010524,-0.114201488253967,0.413280486135729,-0.972286094382873,5,7,0.00194822289519098,0.06,0.966576483942121,0.0386148663313081
"807",806,175,164.56,79.68,0.35,16,4,164.675037777778,11.7736415823309,-0.0589997841269843,0.329606567088848,-0.972004705189642,5,7,0.00155378025808096,0.16,0.966036163580963,0.0390528723533111
"808",807,175,169.1,79.62,0.35,16,5,169.183320444445,5.23677767234785,-0.0332381688888883,0.274865258269136,-0.947512520968662,5,7,0.00129572725356465,0.16,0.965764441047364,0.0391478860629803
"809",808,175,171.14,79.68,0.35,16,6,171.198659111111,4.44212715058702,-0.0217219479365078,0.225742617046347,-0.949181414805626,5,7,0.00106416090210847,0.34,0.965450904677051,0.0394292867159878
"810",809,175,156.22,120.6,0.35,25,3,156.409465777778,13.2156415865685,-0.106231624126984,0.43329251399567,-0.967213660331403,5,7,0.0020425604992247,0.02,0.977268238648917,0.0254455504600796
"811",810,175,163.32,121.3,0.35,25,4,163.459597333333,11.2189967874988,-0.0659451580952386,0.360630876650233,-0.967855336490329,5,7,0.00170003025589753,0.08,0.976932590154339,0.0256738236191964
"812",811,175,169.5,121.4,0.35,25,5,169.589517777778,5.18307288167309,-0.030917041269841,0.284636890394982,-0.945083371024661,5,7,0.00134179116916096,0.24,0.976491596445992,0.0259742487936392
