"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","nsample_pa","nsample_cap","N_naive_se","credible_proportion"
"835",834,100,89,302.2,0.3,64,4,89.2265795555555,7.64468608893089,-0.107734204444444,0.470112283993919,-0.938504697442761,8,8,0.00221613055954131,0.04
"836",835,100,91.82,300.78,0.3,64,5,91.9986813333333,7.37622959518199,-0.0800131866666667,0.41768902451526,-0.943373641082419,8,8,0.0019690049444129,0.12
"837",836,100,95.82,303.46,0.3,64,6,95.9355791111111,4.52632363126455,-0.040644208888889,0.322327045157137,-0.92878833432706,8,8,0.00151946426260289,0.4
"838",837,100,79.82,375.88,0.3,64,3,80.1409328888889,10.8108476424743,-0.198590671111111,0.572372423907043,-0.947055731165957,10,8,0.00269818948205901,0.02
"839",838,100,90,376.36,0.3,64,4,90.21028,7.15683423810808,-0.0978971999999999,0.457369887199439,-0.93609326805921,10,8,0.002156062324995,0.02
"840",839,100,94.2,376.36,0.3,64,5,94.3442502222222,5.63339792160519,-0.0565574977777777,0.369433571619922,-0.934420827933516,10,8,0.00174152655793609,0.2
"841",840,100,95,377.18,0.3,64,6,95.1386368888889,4.70344069753357,-0.0486136311111111,0.360976459358298,-0.923252681904209,10,8,0.00170165934840642,0.22
"842",841,100,80.72,452.52,0.3,64,3,81.0433648888889,9.94724776808334,-0.189566351111111,0.574574893473234,-0.942237802167067,12,8,0.00270857202316308,0
"843",842,100,87.96,452.5,0.3,64,4,88.1921106666667,8.29902702398919,-0.118078893333333,0.483742829862784,-0.941710898342122,12,8,0.00228038556897563,0.02
"844",843,100,93.54,452.26,0.3,64,5,93.7080866666667,6.8921209200831,-0.0629191333333333,0.397182019426064,-0.942371582850686,12,8,0.00187233399534358,0.22
"845",844,100,95.64,451.8,0.3,64,6,95.7839026666666,3.73591139755321,-0.0421609733333336,0.370991413359048,-0.900695874746381,12,8,0.00174887029432109,0.24
"846",845,100,80.38,525.58,0.3,64,3,80.6805071111111,9.67843897395084,-0.193194928888889,0.553575241661493,-0.942803251314451,14,8,0.00260957871517216,0
"847",846,100,88.78,528.96,0.3,64,4,89.0167,7.59617976914151,-0.109833,0.48852837446842,-0.935687623342854,14,8,0.00230294484259107,0
"848",847,100,92.94,532.76,0.3,64,5,93.0982995555556,6.42648928188665,-0.0690170044444444,0.386713086305001,-0.939825141015178,14,8,0.0018229829713323,0.24
"849",848,100,94.9,528.18,0.3,64,6,95.0416911111111,5.18662753894473,-0.0495830888888891,0.365489690949216,-0.929532304333621,14,8,0.00172293492615977,0.34
"850",849,100,83.5,298.78,0.3,64,3,83.7744102222222,9.61582152298643,-0.162255897777778,0.527460918470688,-0.94514655693122,8,10,0.00248647461507672,0.04
"851",850,100,90.54,300.06,0.3,64,4,90.7556164444445,7.40205417232297,-0.0924438355555555,0.459904080818129,-0.937868047151322,8,10,0.0021680086282791,0.06
"852",851,100,94.68,303.74,0.3,64,5,94.8334288888889,6.41689073361627,-0.0516657111111112,0.385348101724163,-0.939947847373272,8,10,0.00181654837231013,0.26
"853",852,100,96.22,301.24,0.3,64,6,96.3233364444444,4.55487278719323,-0.0367666355555556,0.298397889087879,-0.934488205702062,8,10,0.00140666113910527,0.38
"854",853,100,82.88,378.32,0.3,64,3,83.2037368888889,11.7110177742875,-0.167962631111111,0.57055924793355,-0.951280131331859,10,10,0.00268964208855007,0
"855",854,100,89.88,378.18,0.3,64,4,90.119448,7.41239472854747,-0.0988055200000001,0.48558731826509,-0.934489819275957,10,10,0.00228908057068957,0.08
"856",855,100,94.8,377.72,0.3,64,5,94.9523933333333,5.20279550477771,-0.0504760666666666,0.379401275361896,-0.927077419242503,10,10,0.00178851476399481,0.24
"857",856,100,96.68,376.9,0.3,64,6,96.7834617777778,4.96602277778752,-0.0321653822222222,0.300324290557162,-0.939524181826052,10,10,0.00141574228272005,0.48
"858",857,100,84.74,455.32,0.3,64,3,85.0015737777778,8.73197078686013,-0.149984262222222,0.513537889566628,-0.941188776039036,12,10,0.00242084082739194,0.02
"859",858,100,91.68,451.16,0.3,64,4,91.893668,7.08121250562567,-0.08106332,0.458513009629059,-0.935249364531174,12,10,0.0021614510558064,0.12
"860",859,100,93.92,449.7,0.3,64,5,94.0687311111111,6.12463379789533,-0.059312688888889,0.373050863864888,-0.939090094824431,12,10,0.00175857863710908,0.26
"861",860,100,96.94,453.52,0.3,64,6,97.0419048888889,3.65412240792983,-0.0295809511111111,0.305729966554673,-0.9163328612388,12,10,0.00144122488375164,0.42
"862",861,100,81.74,526.74,0.3,64,3,82.0474146666667,9.36970712992845,-0.179525853333333,0.560516525405121,-0.940177796634141,14,10,0.00264230024054055,0
"863",862,100,89.9,527.88,0.3,64,4,90.1052448888889,8.20100145437822,-0.0989475511111111,0.450813936052889,-0.945029404206213,14,10,0.00212515727490931,0.1
"864",863,100,94.2,527.32,0.3,64,5,94.3630613333333,6.08436947618008,-0.0563693866666667,0.393060083598067,-0.935398386778306,14,10,0.0018529030035063,0.22
"865",864,100,96.22,529.18,0.3,64,6,96.3574204444445,4.55147493676412,-0.0364257955555553,0.353163796001522,-0.92240673607826,14,10,0.00166483010014839,0.44
"866",865,100,85.22,301.12,0.3,64,3,85.4762057777778,9.89144100517601,-0.145237942222222,0.507134036519024,-0.948730014539474,8,12,0.00239065277462072,0.02
"867",866,100,91.32,300.26,0.3,64,4,91.5069626666667,6.72629555636261,-0.0849303733333332,0.42725155202935,-0.936480407610814,8,12,0.0020140831314162,0.06
"868",867,100,95.7,300.1,0.3,64,5,95.8333448888889,5.26255200866703,-0.0416665511111109,0.357386613216017,-0.932088725654886,8,12,0.00168473665140226,0.36
"869",868,100,96.66,299.14,0.3,64,6,96.7672964444445,4.05619183783242,-0.0323270355555555,0.310928889030674,-0.923344629282418,8,12,0.00146573283933593,0.42
"870",869,100,85.8,376.82,0.3,64,3,86.0695413333333,10.0739245359669,-0.139304586666667,0.520787211618938,-0.9483034432351,10,12,0.00245501445927323,0
"871",870,100,91.46,375.7,0.3,64,4,91.6398115555556,7.48689461338964,-0.0836018844444444,0.413475547629906,-0.944773424900299,10,12,0.00194914242389285,0.16
"872",871,100,96,374.82,0.3,64,5,96.1301782222222,3.7528382820912,-0.0386982177777777,0.347005739996421,-0.90753512037746,10,12,0.0016358007457475,0.26
"873",872,100,96.78,375.6,0.3,64,6,96.9007128888889,3.96295539874769,-0.030992871111111,0.324829838068378,-0.918033435811308,10,12,0.00153126254153252,0.46
"874",873,100,88.24,447.96,0.3,64,3,88.4950715555556,8.35970283104832,-0.115049284444444,0.504427135675087,-0.939659680987508,12,12,0.00237789232166907,0.02
"875",874,100,90.04,452.42,0.3,64,4,90.2507795555556,8.54365691723235,-0.0974922044444443,0.452668179283818,-0.94701704625208,12,12,0.00213389826132637,0.14
"876",875,100,95.18,450.88,0.3,64,5,95.3383164444444,5.33599463067807,-0.0466168355555558,0.387871705412479,-0.927310326891541,12,12,0.0018284447541837,0.34
"877",876,100,97.3,453.38,0.3,64,6,97.4017186666667,3.10155871100734,-0.025982813333333,0.301670617260944,-0.902735803068849,12,12,0.0014220889276663,0.46
"878",877,100,86.58,527.4,0.3,64,3,86.8387928888889,7.78157756150889,-0.131612071111111,0.513228895388942,-0.934045649313116,14,12,0.00241938421486935,0
"879",878,100,92.7,524.96,0.3,64,4,92.8810608888889,7.02280066048812,-0.0711893911111112,0.41758758148617,-0.940538312039011,14,12,0.00196852673738774,0.1
"880",879,100,96.32,528.46,0.3,64,5,96.4540333333333,3.84251329844971,-0.0354596666666666,0.350932702379693,-0.908671050658099,14,12,0.00165431262395201,0.38
"881",880,100,96.34,524.32,0.3,64,6,96.4509324444444,4.09093321419238,-0.0354906755555556,0.312946729699296,-0.923502361609421,14,12,0.00147524503147017,0.44
"882",881,100,86.88,299.92,0.3,64,3,87.1255942222222,8.87250943760952,-0.128744057777778,0.493016057612456,-0.944433301414973,8,14,0.00232409998381083,0.02
"883",882,100,91.68,301.98,0.3,64,4,91.8707702222222,8.04466947614572,-0.0812922977777777,0.419048470206648,-0.947909796487075,8,14,0.0019754134328598,0.22
"884",883,100,97.2,302.06,0.3,64,5,97.3099315555556,3.38463582798202,-0.0269006844444439,0.310309996767746,-0.908318054721782,8,14,0.00146281535322966,0.56
"885",884,100,96.82,301.44,0.3,64,6,96.9435773333333,4.61788452401066,-0.0305642266666669,0.325679163838021,-0.929474381149062,8,14,0.00153526630160686,0.54
"886",885,100,88.74,379,0.3,64,3,88.981616,7.78320324963543,-0.11018384,0.486741164698588,-0.937462616728994,10,14,0.00229451985494006,0.06
"887",886,100,93.4,376.66,0.3,64,4,93.5659782222222,6.40669067310348,-0.0643402177777778,0.398677289106196,-0.937771728112312,10,14,0.00187938276421374,0.22
"888",887,100,95.98,373.2,0.3,64,5,96.1177995555555,4.68668961372406,-0.0388220044444446,0.349393895340828,-0.925449747233592,10,14,0.00164705861800455,0.4
"889",888,100,96.3,377.54,0.3,64,6,96.4182266666667,4.14403809957672,-0.0358177333333331,0.330324499986184,-0.920289222239553,10,14,0.00155716462621524,0.4
"890",889,100,84.58,451.64,0.3,64,3,84.8507031111111,10.1097115326135,-0.151492968888889,0.521803695052427,-0.948385896732156,12,14,0.00245980620813179,0
"891",890,100,93.58,450.98,0.3,64,4,93.7555364444445,4.92168770122919,-0.0624446355555555,0.414510004330526,-0.915778889378332,12,14,0.0019540188995452,0.14
"892",891,100,96.24,451.16,0.3,64,5,96.3607382222222,3.67862682838998,-0.0363926177777779,0.334474358351746,-0.909076301034282,12,14,0.00157672724615693,0.36
"893",892,100,97.7,446.36,0.3,64,6,97.8025111111111,3.59402236955823,-0.0219748888888888,0.29793780657994,-0.917101849698125,12,14,0.00140449228936348,0.52
"894",893,100,86.42,522.42,0.3,64,3,86.6690715555556,10.0597636994932,-0.133309284444444,0.492401983467664,-0.951052331031148,14,14,0.00232120521053127,0.04
"895",894,100,93.2,525.22,0.3,64,4,93.3675724444444,6.15438279787237,-0.0663242755555556,0.399894125869672,-0.93502287085426,14,14,0.00188511898772741,0.16
"896",895,100,96.3,526.24,0.3,64,5,96.4190693333334,4.47188275353272,-0.0358093066666665,0.326490120520433,-0.926990456030514,14,14,0.00153908918806941,0.42
"897",896,100,96.86,527.08,0.3,64,6,96.9663462222222,3.23599974629422,-0.0303365377777781,0.310699224415103,-0.903986635113026,14,14,0.00146465018995547,0.42
"898",897,100,82.68,326.88,0.3,81,3,82.9749115555556,8.81539932628033,-0.170250884444444,0.548579411171837,-0.937770327710916,8,8,0.00258602814439286,0
"899",898,100,88.26,326.84,0.3,81,4,88.4777022222222,7.00922170098617,-0.115222977777778,0.466680054755454,-0.93341913344105,8,8,0.00219995087574727,0.02
"900",899,100,92.74,326.76,0.3,81,5,92.89824,7.42667147648608,-0.0710176000000002,0.390747650763583,-0.947385897975864,8,8,0.00184200209058428,0.12
"901",900,100,95.22,328.3,0.3,81,6,95.3692062222222,4.61645411187364,-0.0463079377777781,0.376172758744594,-0.918514784371609,8,8,0.00177329539070636,0.3
"902",901,100,82.24,412.28,0.3,81,3,82.5452737777778,10.9993912797948,-0.174547262222222,0.554277842747981,-0.949608316619652,10,8,0.00261289080845699,0.04
"903",902,100,88.34,406.3,0.3,81,4,88.5959884444444,7.12714263674722,-0.114040115555556,0.501695562872074,-0.929607756089326,10,8,0.00236501556398697,0.06
"904",903,100,93.3,408.54,0.3,81,5,93.4710217777778,4.91950760499319,-0.065289782222222,0.402235645528292,-0.918236604590258,10,8,0.00189615701725336,0.14
"905",904,100,94.06,409.06,0.3,81,6,94.222396,5.89554001903757,-0.0577760399999999,0.399633328062232,-0.932214296439044,10,8,0.00188388957507302,0.18
"906",905,100,82.46,489.88,0.3,81,3,82.7576062222222,10.6528228973469,-0.172423937777778,0.549769815449515,-0.948392100314891,12,8,0.00259163976397353,0
"907",906,100,87.1,490.82,0.3,81,4,87.3432977777778,9.46053973017679,-0.126567022222222,0.491678992737618,-0.948028441636445,12,8,0.00231779699954494,0
"908",907,100,93.22,488.44,0.3,81,5,93.4042773333333,6.42409375080314,-0.0659572266666666,0.417726945734275,-0.934974961148092,12,8,0.00196918370675367,0.16
"909",908,100,95.26,493.24,0.3,81,6,95.4165257777778,4.3910068938848,-0.0458347422222221,0.383471730834208,-0.912668838810466,12,8,0.00180770307510807,0.3
"910",909,100,80.38,571.44,0.3,81,3,80.7031893333333,10.7450165549909,-0.192968106666667,0.573048109076793,-0.946668475926115,14,8,0.00270137469249552,0
"911",910,100,87.32,569.78,0.3,81,4,87.5668746666666,7.72420188619706,-0.124331253333333,0.493841139288513,-0.936065739015575,14,8,0.00232798945613199,0.06
"912",911,100,92.22,566.48,0.3,81,5,92.3906408888889,6.45348660519206,-0.0760935911111112,0.406413232284453,-0.937024238656127,14,8,0.00191585035008187,0.12
"913",912,100,95.74,571.26,0.3,81,6,95.877004,4.21262759149974,-0.04122996,0.35676129339777,-0.915311456887942,14,8,0.00168178886550964,0.2
"914",913,100,83.28,326.42,0.3,81,3,83.5612346666667,10.0457399415938,-0.164387653333333,0.537060347243697,-0.946538497874106,8,10,0.0025317267562828,0
"915",914,100,90.52,326.18,0.3,81,4,90.7187488888889,7.29227004407073,-0.0928125111111111,0.444172711399471,-0.939089925535517,8,10,0.00209385024165721,0.06
"916",915,100,94.44,330.14,0.3,81,5,94.5721462222222,5.95747248857819,-0.0542785377777779,0.345765079674791,-0.941961111807449,8,10,0.00162995221690368,0.28
"917",916,100,96.1,329.94,0.3,81,6,96.2229622222222,4.94777847707698,-0.0377703777777779,0.334257932140808,-0.932442825868332,8,10,0.00157570700321439,0.46
"918",917,100,82.58,410.24,0.3,81,3,82.8866168888889,9.37107649776724,-0.171133831111111,0.55719901272617,-0.940540554454024,10,10,0.00262666133579416,0
"919",918,100,90.92,405.9,0.3,81,4,91.1447915555555,6.81744766061376,-0.0885520844444445,0.466602139872134,-0.931557649856585,10,10,0.00219958358146493,0.1
"920",919,100,93.98,408.24,0.3,81,5,94.132944,5.81392295897744,-0.05867056,0.375040596079948,-0.9354926787427,10,10,0.00176795832472251,0.28
"921",920,100,96.52,408.66,0.3,81,6,96.6359253333333,4.11678498502478,-0.0336407466666666,0.327752424858864,-0.920386314551016,10,10,0.00154503974778691,0.44
"922",921,100,82.44,490.56,0.3,81,3,82.7577657777778,10.4081362643694,-0.172422342222222,0.56899987361592,-0.945331242869696,12,10,0.0026822911275207,0
"923",922,100,89.86,492.88,0.3,81,4,90.0528617777778,8.99402647494681,-0.0994713822222223,0.428664679148289,-0.952338957379951,12,10,0.0020207446765394,0.14
"924",923,100,94.26,486.14,0.3,81,5,94.4235817777778,5.28736216957892,-0.0557641822222221,0.394871008841907,-0.925317957011945,12,10,0.0018614397869739,0.26
"925",924,100,94.88,490.52,0.3,81,6,95.0156413333333,5.62991915299294,-0.0498435866666667,0.352078505227222,-0.937462955388968,12,10,0.00165971399037461,0.26
"926",925,100,83.68,574.12,0.3,81,3,83.9575573333333,9.41205844826235,-0.160424426666667,0.529171810700822,-0.94377724983226,14,10,0.00249453983839544,0.02
"927",926,100,89.08,569.24,0.3,81,4,89.3088235555556,8.75383769606328,-0.106911764444444,0.474277675948538,-0.945820599785415,14,10,0.00223576640552405,0.1
"928",927,100,92.72,573.1,0.3,81,5,92.9005328888889,5.29478207659096,-0.0709946711111112,0.416735689295998,-0.921293136664028,14,10,0.001964510879091,0.08
"929",928,100,96.02,574.4,0.3,81,6,96.1366826666667,4.65087890640325,-0.0386331733333331,0.320179875368919,-0.931157124962316,14,10,0.00150934240715217,0.44
"930",929,100,85.6,329.02,0.3,81,3,85.861188,10.679752502323,-0.14138812,0.511774077171279,-0.95207996842062,8,12,0.00241252613602199,0.04
"931",930,100,90.42,328.88,0.3,81,4,90.6019524444444,8.31446848961084,-0.0939804755555558,0.422283374425142,-0.949211019928358,8,12,0.00199066291758904,0.1
"932",931,100,96.2,328.92,0.3,81,5,96.3141435555556,5.07060136114769,-0.0368585644444442,0.320090777966994,-0.936873211840391,8,12,0.00150892239797159,0.48
"933",932,100,96.48,325.46,0.3,81,6,96.5791724444444,3.81616441717964,-0.0342082755555557,0.29696694324288,-0.92218182688723,8,12,0.00139991559570187,0.4
"934",933,100,86.24,411.88,0.3,81,3,86.5108982222222,7.92962452648975,-0.134891017777778,0.519274624592625,-0.934514601182196,10,12,0.00244788405565029,0.02
"935",934,100,91.98,409.38,0.3,81,4,92.1743097777778,6.55619421978841,-0.0782569022222222,0.434146133377284,-0.933780769937091,10,12,0.00204658449957998,0.12
"936",935,100,95.74,411.76,0.3,81,5,95.8733826666667,5.06377706713322,-0.0412661733333333,0.352680869097511,-0.930352212504257,10,12,0.00166255356089076,0.26
"937",936,100,96.54,410.04,0.3,81,6,96.6697168888889,4.15729842243713,-0.0333028311111114,0.332609565622405,-0.919993820066586,10,12,0.00156793652892743,0.46
"938",937,100,84.32,489.66,0.3,81,3,84.5932044444445,8.60704686725109,-0.154067955555556,0.521543138572422,-0.939405100655738,12,12,0.00245857793310583,0.02
"939",938,100,91.92,495.52,0.3,81,4,92.1170968888889,7.05783455384607,-0.0788290311111111,0.433444790332018,-0.938586717069499,12,12,0.00204327833675834,0.16
"940",939,100,95.34,490.02,0.3,81,5,95.4813226666667,5.25876734656189,-0.0451867733333334,0.359206610016444,-0.931693762750069,12,12,0.00169331619859773,0.28
"941",940,100,97.48,490.86,0.3,81,6,97.5677084444445,3.52816114712231,-0.0243229155555554,0.276305149966236,-0.921685790856917,12,12,0.00130251496811927,0.56
"942",941,100,89.32,574.64,0.3,81,3,89.5757066666667,6.76139335795014,-0.104242933333333,0.505746309459031,-0.925200874629729,14,12,0.00238411096652367,0
"943",942,100,90.6,573.98,0.3,81,4,90.8178742222222,8.81105009905027,-0.0918212577777779,0.457354442899007,-0.948093083371719,14,12,0.00215598951986456,0.12
"944",943,100,95.92,571.52,0.3,81,5,96.0629386666667,3.8937104664296,-0.0393706133333331,0.368838522880772,-0.905273253863946,14,12,0.00173872147127882,0.42
"945",944,100,95.68,577.28,0.3,81,6,95.8030484444444,6.79538704204851,-0.0419695155555556,0.325698550141973,-0.952070640255424,14,12,0.0015353576895201,0.38
"946",945,100,88.84,326.18,0.3,81,3,89.0857373333333,8.38835244921605,-0.109142626666667,0.495489170831106,-0.940931288494272,8,14,0.00233575835132783,0.02
"947",946,100,92.12,330.4,0.3,81,4,92.3137448888889,6.18255281401338,-0.0768625511111111,0.43319790405163,-0.929932195149269,8,14,0.00204211450367138,0.2
"948",947,100,95.96,326.3,0.3,81,5,96.0802497777778,4.28441321904945,-0.0391975022222224,0.333791129472678,-0.922091751563885,8,14,0.00157350647433365,0.38
"949",948,100,96.84,327.62,0.3,81,6,96.9496164444445,3.98559663902484,-0.0305038355555553,0.303960769688319,-0.923735190181541,8,14,0.00143288480974195,0.48
"950",949,100,86.14,408.76,0.3,81,3,86.3765471111111,9.60314716461187,-0.136234528888889,0.483064222135685,-0.949697300910289,10,14,0.00227718658147165,0.02
"951",950,100,93.56,407.78,0.3,81,4,93.7317657777778,5.90471377322457,-0.0626823422222223,0.401254775497998,-0.932045008291931,10,14,0.00189153315158747,0.18
"952",951,100,95.7,406.04,0.3,81,5,95.8185244444444,4.41903591060071,-0.0418147555555555,0.331403616333975,-0.92500544846468,10,14,0.00156225162946333,0.36
"953",952,100,97.54,407.36,0.3,81,6,97.642352,3.2927657443466,-0.0235764800000002,0.292291365311948,-0.911232262479106,10,14,0.00137787470996235,0.52
"954",953,100,84.9,489.46,0.3,81,3,85.159316,10.7695504160422,-0.14840684,0.504530625405601,-0.953152118155828,12,14,0.00237838017693727,0.02
"955",954,100,92.62,492.6,0.3,81,4,92.8137235555556,5.79389038103119,-0.0718627644444443,0.428700156629877,-0.926008238258457,12,14,0.00202091191899147,0.14
"956",955,100,94.92,493.42,0.3,81,5,95.0698266666667,6.95262861122709,-0.0493017333333335,0.374145208389766,-0.946186510266693,12,14,0.00176373742667238,0.36
"957",956,100,98,491.62,0.3,81,6,98.0883848888888,3.52526849200871,-0.0191161511111117,0.271564068142824,-0.92296641553447,12,14,0.00128016529406931,0.6
"958",957,100,87.24,570.44,0.3,81,3,87.4866133333333,9.12602898452523,-0.125133866666667,0.495472426253218,-0.945707774203503,14,14,0.00233567941663068,0.02
"959",958,100,92.24,574.42,0.3,81,4,92.4253382222223,7.16773837196331,-0.0757466177777775,0.417002751577638,-0.941822269461069,14,14,0.00196576982275998,0.22
"960",959,100,93.94,576,0.3,81,5,94.0794111111111,6.53153360829106,-0.059205888888889,0.35230367939826,-0.946061108994211,14,14,0.00166077547159654,0.32
"961",960,100,97.66,574.46,0.3,81,6,97.7528315555555,2.94683386390171,-0.0224716844444446,0.285768751352509,-0.903025156981826,14,14,0.00134712681288381,0.52
"962",961,100,99.52,191.66,0.55,49,3,99.5713302222222,1.04211255413232,-0.00428669777777764,0.190056277078778,-0.817624040392621,8,8,0.000895933882196488,0.86
"963",962,100,99.9,191.02,0.55,49,4,99.9146066666667,0.297040421674972,-0.000853933333333276,0.0946614646469627,-0.681317902414833,8,8,0.000446238423792787,0.94
"964",963,100,99.98,193.36,0.55,49,5,99.9916266666667,0.129223817546983,-0.0000837333333332026,0.0880813262544608,-0.318381642591262,8,8,0.000415219353936226,1
"965",964,100,99.98,192.24,0.55,49,6,99.9880022222222,0.133610837087994,-0.000119977777777729,0.0643719587600494,-0.518213041973122,8,8,0.000303452323716612,1
"966",965,100,99.54,241.22,0.55,49,3,99.5850844444445,0.694982931445998,-0.00414915555555529,0.184726196775314,-0.73420038332313,10,8,0.000870807642684168,0.86
"967",966,100,99.84,242.46,0.55,49,4,99.8625382222222,0.446880565119786,-0.00137461777777806,0.123778898505258,-0.723015704493483,10,8,0.000583499323339129,0.94
"968",967,100,99.96,239.4,0.55,49,5,99.9780608888889,0.17585225960895,-0.000219391111111182,0.103168601688444,-0.413322285890076,10,8,0.000486341452396216,1
"969",968,100,100,242,0.55,49,6,100.006273333333,0.0107600796785653,0.0000627333333332018,0.0581481667002247,4.40406469443338,10,8,0.000274113086581964,1
"970",969,100,99.72,285.76,0.55,49,3,99.7635604444445,0.562872709787355,-0.00236439555555504,0.176746993529113,-0.685991183342527,12,8,0.000833193317858469,0.94
"971",970,100,99.9,290.14,0.55,49,4,99.9184448888888,0.296119528701155,-0.000815551111111802,0.110871893313442,-0.625583986980696,12,8,0.000522655117366174,0.96
"972",971,100,99.92,288.06,0.55,49,5,99.9348124444445,0.324434513877786,-0.000651875555555222,0.0969297242652236,-0.701234855975475,12,8,0.000456931102176546,0.96
"973",972,100,100,287.12,0.55,49,6,100.005866222222,0.0126202646832853,0.000058662222222415,0.0546734377644762,3.3321942238571,12,8,0.000257733057293612,1
"974",973,100,99.28,342.1,0.55,49,3,99.3367337777777,1.74189933964566,-0.00663266222222276,0.203227567360339,-0.883329901599435,14,8,0.000958023940030277,0.84
"975",974,100,99.96,338.22,0.55,49,4,99.9786866666667,0.19202538224819,-0.000213133333333201,0.110769688170409,-0.423150799787287,14,8,0.000522173317701436,0.98
"976",975,100,99.98,333.9,0.55,49,5,99.988612,0.142421920329967,-0.000113880000000464,0.0734078909070306,-0.484574490099858,14,8,0.000346048116353091,0.98
"977",976,100,100,338.52,0.55,49,6,100.00298,0.00512972701697205,0.0000298000000002105,0.042316948447762,7.2493567996413,14,8,0.000199484008043561,1
"978",977,100,99.66,193,0.55,49,3,99.7005048888889,0.943290413399773,-0.00299495111111065,0.172863921450592,-0.816743688905348,8,10,0.000814888340534747,0.9
"979",978,100,99.88,194.06,0.55,49,4,99.8967875555556,0.42189653638143,-0.00103212444444404,0.102036265611122,-0.758148605612461,8,10,0.000481003568937173,0.96
"980",979,100,100,192.88,0.55,49,5,100.006595111111,0.00862112961487821,0.0000659511111100016,0.0658759395842966,6.64121901967568,8,10,0.000310542157313943,1
"981",980,100,100,189.92,0.55,49,6,100.004389333333,0.00837644207639853,0.0000438933333334063,0.0497588243733768,4.94032930921558,8,10,0.000234565347588568,1
"982",981,100,99.76,240.96,0.55,49,3,99.7987386666666,0.656249469930275,-0.00201261333333357,0.163923984361123,-0.750210869688718,10,10,0.000772745072939117,0.94
"983",982,100,99.94,242.34,0.55,49,4,99.9590813333333,0.215553890196699,-0.000409186666667097,0.108716725698115,-0.495640159410216,10,10,0.0005124955597969,1
"984",983,100,99.98,241.84,0.55,49,5,99.9912284444445,0.140414882867215,-0.0000877155555553714,0.0866286393270141,-0.38305229788971,10,10,0.000408371322087302,0.98
"985",984,100,100,239.2,0.55,49,6,100.004994666667,0.0143035723020084,0.0000499466666662016,0.0465264493938331,2.25278527709475,10,10,0.000219327785806081,1
"986",985,100,99.74,289.92,0.55,49,3,99.7811693333333,0.552741839981114,-0.00218830666666667,0.180306076240893,-0.673796946062463,12,10,0.000849970994660493,0.94
"987",986,100,99.88,285.98,0.55,49,4,99.9066466666667,0.419511417512123,-0.000933533333333239,0.133270798843477,-0.682319018552991,12,10,0.000628244570642473,0.96
"988",987,100,99.96,288.68,0.55,49,5,99.9735777777778,0.18393747987536,-0.000264222222221892,0.0834884354884164,-0.546104276599909,12,10,0.000393568259230099,0.98
"989",988,100,99.98,289.38,0.55,49,6,99.9857968888888,0.137141661077229,-0.000142031111111785,0.0565961362878512,-0.587316240423979,12,10,0.000266796745053984,1
"990",989,100,99.78,337.86,0.55,49,3,99.8095453333333,0.484891159246721,-0.00190454666666714,0.145182393482221,-0.700587666502805,14,10,0.000684396366267812,0.94
"991",990,100,99.98,338.04,0.55,49,4,99.9928457777778,0.133344966039039,-0.0000715422222221435,0.09474782049526,-0.289453338137106,14,10,0.000446645509165628,1
"992",991,100,99.98,340.06,0.55,49,5,99.9919413333334,0.14128509864177,-0.0000805866666662325,0.0827033345397634,-0.414635121928472,14,10,0.000389867257865375,1
"993",992,100,100,337.76,0.55,49,6,100.005044444444,0.01063254557706,0.000050444444444804,0.0530220228339541,3.9867665696492,14,10,0.000249948212654113,1
"994",993,100,99.86,193.58,0.55,49,3,99.8930937777778,0.475778497560621,-0.00106906222222236,0.151881684666629,-0.680772280703423,8,12,0.00071597712777207,0.98
"995",994,100,99.96,193,0.55,49,4,99.9731204444445,0.19366631819583,-0.000268795555555062,0.0920678713026261,-0.524605661116924,8,12,0.000434012107516649,0.98
"996",995,100,100,193,0.55,49,5,100.008107111111,0.0144895863179837,0.0000810711111114102,0.0652516915030452,3.50335089429423,8,12,0.000307599423637973,1
"997",996,100,100,193.4,0.55,49,6,100.003068888889,0.00474156768347228,0.0000306888888889972,0.043529011205582,8.18029945186936,8,12,0.000205197726678748,1
"998",997,100,99.74,241.7,0.55,49,3,99.7840893333334,0.641175318721167,-0.00215910666666614,0.180844541978795,-0.717948372779708,10,12,0.000852509346491873,0.9
"999",998,100,99.96,239.06,0.55,49,4,99.974076,0.186960596093426,-0.000259239999999835,0.0926014703653824,-0.504700603761937,10,12,0.000436527517621381,1
"1000",999,100,100,242.76,0.55,49,5,100.007722666667,0.0093825731041929,0.0000772266666669879,0.0698539868214467,6.44507781028961,10,12,0.000329294851829071,1
"1001",1000,100,100,243.14,0.55,49,6,100.002354666667,0.00360029102150605,0.0000235466666668088,0.0379192835793321,9.5322829051386,10,12,0.000178753217044543,1
"1002",1001,100,99.74,284.82,0.55,49,3,99.7709617777778,0.832144428989793,-0.00229038222222152,0.140464954003275,-0.831201232490618,12,12,0.000662158143298484,0.96
"1003",1002,100,99.94,289.18,0.55,49,4,99.9554808888889,0.229025117717322,-0.000445191111110907,0.0963548802678926,-0.579282476838108,12,12,0.000454221261585632,0.96
"1004",1003,100,100,285.46,0.55,49,5,100.007422222222,0.00992655315532266,0.0000742222222221926,0.0681193739243737,5.86233910789545,12,12,0.000321117808214045,1
