"","sim","N_actual","N_mean","N_bias","n_captured","tau","nsites","ntraps","pa_detects_total","N_lower_95","N_upper_95","cred_contains_actual_N","N_sd","N_naive_se","seed"
"66",1,10,5.09342222222222,-0.490657777777778,4,0.15,16,3,43,4,8,0,1.28408118333057,0.00605321674884726,NA
"67",1,10,7.40288888888889,-0.259711111111111,5,0.15,16,3,43,5,12,1,1.82568682708627,0.00860637023837103,NA
"68",1,10,6.1774,-0.38226,5,0.15,16,3,45,5,10,1,1.32464310060689,0.00624442746060735,NA
"69",1,10,3.02826666666667,-0.697173333333333,2,0.15,16,3,38,2,6,0,1.18694241770191,0.00559530021623319,NA
"70",1,10,5.28575555555556,-0.471424444444444,4,0.15,16,3,45,4,9,0,1.38831950166899,0.00654460089389115,NA
"71",1,10,7.74035555555556,-0.225964444444444,5,0.15,16,3,53,5,12,1,1.94945071847439,0.00918979881748154,NA
"72",1,10,6.31653333333333,-0.368346666666667,5,0.15,16,3,44,5,10,1,1.42074563927359,0.00669745917247715,NA
"73",1,10,3.49366666666667,-0.650633333333333,2,0.15,16,3,48,2,7,0,1.54288744820063,0.00727324118153517,NA
"74",1,10,7.07717777777778,-0.292282222222222,5,0.15,16,3,40,5,11,1,1.6864545697132,0.00795002308271495,NA
"75",1,10,3.37475555555556,-0.662524444444444,2,0.15,16,3,32,2,7,0,1.36114310637679,0.00641649013789565,NA
"76",1,10,7.16971111111111,-0.283028888888889,6,0.15,16,3,41,6,11,1,1.32340190953348,0.00623857642977566,NA
"77",1,10,5.64695555555556,-0.435304444444444,5,0.15,16,3,39,5,8,0,1.01879254075436,0.00480263409459785,NA
"78",1,10,3.48364444444444,-0.651635555555556,2,0.15,16,3,47,2,7,0,1.53715700898901,0.00724622763203039,NA
"79",1,10,3.81513333333333,-0.618486666666667,3,0.15,16,3,48,3,7,0,1.09496111691337,0.00516169620603358,NA
"80",1,10,3.19826666666667,-0.680173333333333,2,0.15,16,3,49,2,6,0,1.28397571276468,0.00605271955583159,NA
"81",1,10,6.71208888888889,-0.328791111111111,5,0.15,16,3,35,5,11,1,1.63632719637023,0.00771372037862239,NA
"82",1,10,4.05915555555556,-0.594084444444444,3,0.15,16,3,43,3,7,0,1.255902554627,0.00592038141924172,NA
"83",1,10,5.90106666666667,-0.409893333333333,5,0.15,16,3,44,5,9,0,1.18573891427125,0.00558962684665319,NA
"84",1,10,5.73446666666667,-0.426553333333333,4,0.15,16,3,42,4,10,1,1.65095842779433,0.007782692665003,NA
"85",1,10,7.77204444444444,-0.222795555555556,6,0.15,16,3,58,6,12,1,1.63878218685683,0.00772529331476125,NA
"86",1,10,2.989,-0.7011,2,0.15,16,3,41,2,6,0,1.17061166662442,0.00551831631737475,NA
"87",1,10,2.58182222222222,-0.741817777777778,2,0.15,16,3,36,2,5,0,0.954074779697448,0.00449755164322085,NA
"88",1,10,3.10597777777778,-0.689402222222222,2,0.15,16,3,55,2,6,0,1.2859863982242,0.00606219801798663,NA
"89",1,10,4.24011111111111,-0.575988888888889,3,0.15,16,3,50,3,8,0,1.37087546029675,0.00646236889425374,NA
"90",1,10,2.95071111111111,-0.704928888888889,2,0.15,16,3,41,2,6,0,1.20423444953449,0.00567681563602859,NA
"91",1,10,6.90237777777778,-0.309762222222222,6,0.15,16,3,44,6,10,1,1.16706191029992,0.00550158260558399,NA
"92",1,10,7.13864444444444,-0.286135555555556,5,0.15,16,3,47,5,11,1,1.72138807354227,0.00811470119903592,NA
"93",1,10,6.12782222222222,-0.387217777777778,5,0.15,16,3,48,5,9,0,1.30808152697893,0.00616635545381104,NA
"94",1,10,2.90575555555556,-0.709424444444444,2,0.15,16,3,43,2,6,0,1.14568389961541,0.00540080569676204,NA
"95",1,10,4.65886666666667,-0.534113333333333,4,0.15,16,3,43,4,7,0,1.03207802660515,0.00486526247550754,NA
"96",1,10,7.9386,-0.20614,7,0.15,16,3,39,7,11,1,1.20427758044666,0.00567701895709841,NA
"97",1,10,4.15557777777778,-0.584442222222222,3,0.15,16,3,50,3,8,0,1.35808398013832,0.0064020692785108,NA
"98",1,10,5.10015555555556,-0.489984444444444,4,0.15,16,3,43,4,8,0,1.29939547773159,0.00612540902498093,NA
"99",1,10,2.89808888888889,-0.710191111111111,2,0.15,16,3,37,2,6,0,1.1734470837144,0.00553168260172022,NA
"100",1,10,3.84568888888889,-0.615431111111111,3,0.15,16,3,51,3,7,0,1.11021215405456,0.00523359028458471,NA
"101",2,10,4.89317777777778,-0.510682222222222,4,0.2,16,3,33,4,8,0,1.17495045840105,0.00553876957795749,NA
"102",2,10,3.90175555555556,-0.609824444444444,3,0.2,16,3,40,3,7,0,1.22574388986348,0.0057782121101363,NA
"103",2,10,6.77553333333333,-0.322446666666667,5,0.2,16,3,46,5,11,1,1.64281845248725,0.00774432045341419,NA
"104",2,10,7.05317777777778,-0.294682222222222,6,0.2,16,3,41,6,10,1,1.25479808110931,0.0059151748811484,NA
"105",2,10,7.49177777777778,-0.250822222222222,5,0.2,16,3,40,5,12,1,1.85344360002286,0.0087372169208198,NA
"106",2,10,6.59413333333333,-0.340586666666667,6,0.2,16,3,38,6,9,0,0.99748847036777,0.00470220574368298,NA
"107",2,10,4.56115555555556,-0.543884444444444,4,0.2,16,3,38,4,7,0,0.975643967305265,0.00459922976870199,NA
"108",2,10,7.81364444444444,-0.218635555555556,7,0.2,16,3,45,7,11,1,1.13838597470999,0.00536640294883394,NA
"109",2,10,6.9096,-0.30904,6,0.2,16,3,40,6,10,1,1.21353226812901,0.00572064597321812,NA
"110",2,10,5.05671111111111,-0.494328888888889,4,0.2,16,3,46,4,9,0,1.32536812366399,0.00624784525207534,NA
"111",2,10,9.26371111111111,-0.073628888888889,8,0.2,16,3,40,8,13,1,1.39071104372828,0.00655587473127527,NA
"112",2,10,5.10751111111111,-0.489248888888889,4,0.2,16,3,38,4,8,0,1.30557408205593,0.00615453524508766,NA
"113",2,10,4.79466666666667,-0.520533333333333,4,0.2,16,3,31,4,8,0,1.1589081362124,0.00546314534592033,NA
"114",2,10,4.19546666666667,-0.580453333333333,3,0.2,16,3,41,3,7,0,1.32126556286588,0.00622850559500481,NA
"115",2,10,7.80853333333333,-0.219146666666667,7,0.2,16,3,38,7,11,1,1.1070837450449,0.0052188428230843,NA
"116",2,10,7.06955555555556,-0.293044444444444,6,0.2,16,3,39,6,10,1,1.26336312363727,0.00595555087883288,NA
"117",2,10,7.61944444444444,-0.238055555555556,7,0.2,16,3,41,7,10,1,1.0120936544793,0.00477105524185457,NA
"118",2,10,5.25035555555556,-0.474964444444444,4,0.2,16,3,47,4,9,0,1.41571731772377,0.0066737554373714,NA
"119",2,10,6.49871111111111,-0.350128888888889,6,0.2,16,3,36,6,9,0,0.914436820478935,0.00431069651151547,NA
"120",2,10,8.49322222222222,-0.150677777777778,7,0.2,16,3,35,7,12,1,1.44632887488744,0.00681805970172544,NA
"121",2,10,2.65213333333333,-0.734786666666667,2,0.2,16,3,39,2,5,0,1.01955910624556,0.00480624771897821,NA
"122",2,10,10.6093333333333,0.06093333333333,9,0.2,16,3,39,9,14,1,1.48502364586658,0.00700046860143085,NA
"123",2,10,2.59588888888889,-0.740411111111111,2,0.2,16,3,30,2,5,0,1.00309793085558,0.00472864899401449,NA
"124",2,10,7.91982222222222,-0.208017777777778,7,0.2,16,3,45,7,11,1,1.2018334417917,0.00566549717698452,NA
"125",2,10,4.68386666666667,-0.531613333333333,4,0.2,16,3,38,4,7,0,0.981332996087456,0.00462604810757034,NA
"126",2,10,7.14008888888889,-0.285991111111111,6,0.2,16,3,42,6,11,1,1.33333881196234,0.00628541943705192,NA
"127",2,10,4.29155555555556,-0.570844444444444,3,0.2,16,3,37,3,8,0,1.38514908743592,0.00652965541786866,NA
"128",2,10,6.91982222222222,-0.308017777777778,6,0.2,16,3,49,6,10,1,1.16443667344194,0.00548920712035402,NA
"129",2,10,6.97033333333333,-0.302966666666667,6,0.2,16,3,45,6,10,1,1.23213376937576,0.00580833429103029,NA
"130",2,10,5.73462222222222,-0.426537777777778,5,0.2,16,3,37,5,9,0,1.07843530275714,0.00508379277100362,NA
"131",2,10,5.62928888888889,-0.437071111111111,5,0.2,16,3,42,5,8,0,0.988857647140721,0.00466151965280919,NA
"132",2,10,9.09606666666667,-0.0903933333333329,8,0.2,16,3,58,8,12,1,1.28340996257048,0.00605005258383972,NA
"133",2,10,5.34268888888889,-0.465731111111111,4,0.2,16,3,25,4,9,0,1.42964205715087,0.00673939728853912,NA
"134",2,10,6.57657777777778,-0.342342222222222,5,0.2,16,3,45,5,10,1,1.56353273506144,0.00737056399712728,NA
"135",2,10,6.24795555555556,-0.375204444444444,5,0.2,16,3,44,5,10,1,1.36669251812583,0.00644265031575794,NA
"136",2,10,5.53313333333333,-0.446686666666667,5,0.2,16,3,38,5,8,0,0.886959662084686,0.00418116794466007,NA
"137",2,10,7.61433333333333,-0.238566666666667,6,0.2,16,3,40,6,12,1,1.57984704545645,0.00744747039386527,NA
"138",2,10,9.42004444444444,-0.0579955555555561,8,0.2,16,3,38,8,13,1,1.41708878457628,0.00668022059411527,NA
"139",2,10,5.20631111111111,-0.479368888888889,4,0.2,16,3,50,4,9,0,1.37076204785705,0.00646183426288585,NA
"140",2,10,7.11788888888889,-0.288211111111111,6,0.2,16,3,39,6,10,1,1.31356448808499,0.0061922023803382,NA
"141",2,10,5.65946666666667,-0.434053333333333,5,0.2,16,3,45,5,8,0,1.00863697410081,0.00475476029428108,NA
"142",2,10,6.17591111111111,-0.382408888888889,5,0.2,16,3,43,5,10,1,1.3398945477731,0.00631632347203494,NA
"143",2,10,4.49215555555556,-0.550784444444444,3,0.2,16,3,39,3,8,0,1.45023625735267,0.00683647927931117,NA
"144",2,10,7.9488,-0.20512,7,0.2,16,3,33,7,11,1,1.19782645736371,0.00564660807124357,NA
"145",2,10,6.47444444444444,-0.352555555555556,5,0.2,16,3,47,5,10,1,1.39785999238256,0.00658957519842055,NA
"146",2,10,6.52531111111111,-0.347468888888889,5,0.2,16,3,39,5,10,1,1.53735367217507,0.00724715471118022,NA
"147",2,10,5.32977777777778,-0.467022222222222,4,0.2,16,3,44,4,9,0,1.44342325546268,0.00680436248040018,NA
"148",2,10,4.47022222222222,-0.552977777777778,3,0.2,16,3,48,3,8,0,1.50970473188306,0.00711681635669289,NA
"149",2,10,7.39615555555556,-0.260384444444444,6,0.2,16,3,42,6,11,1,1.42693744363062,0.00672664761813473,NA
"150",2,10,5.15475555555556,-0.484524444444444,4,0.2,16,3,41,4,9,0,1.33103179657115,0.00627454406220251,NA
"151",2,10,6.71017777777778,-0.328982222222222,6,0.2,16,3,38,6,9,0,1.0432984770481,0.00491815618614874,NA
"152",2,10,6.1764,-0.38236,5,0.2,16,3,37,5,10,1,1.37182456525475,0.00646684301793283,NA
"153",2,10,3.87015555555556,-0.612984444444444,3,0.2,16,3,39,3,7,0,1.18400188411611,0.00558143840797435,NA
"154",2,10,3.48988888888889,-0.651011111111111,3,0.2,16,3,42,3,6,0,0.921354658928929,0.00434330751470976,NA
"155",2,10,4.87495555555556,-0.512504444444444,4,0.2,16,3,35,4,8,0,1.16270495726253,0.005481043731997,NA
"156",2,10,5.87991111111111,-0.412008888888889,5,0.2,16,3,32,5,9,0,1.16207085319568,0.00547805453675936,NA
"157",2,10,5.36391111111111,-0.463608888888889,4,0.2,16,3,37,4,9,0,1.47642790758875,0.00695994790259382,NA
"158",2,10,8.09702222222222,-0.190297777777778,7,0.2,16,3,40,7,11,1,1.29793070866157,0.0061185040373657,NA
"159",2,10,3.85664444444444,-0.614335555555556,3,0.2,16,3,38,3,7,0,1.14656518856048,0.00540496013269032,NA
"160",2,10,6.47633333333333,-0.352366666666667,6,0.2,16,3,43,6,9,0,0.89058767297409,0.00419827055200751,NA
"161",2,10,6.57962222222222,-0.342037777777778,6,0.2,16,3,37,6,9,0,0.989272372758049,0.00466347468811815,NA
"162",2,10,3.95977777777778,-0.604022222222222,3,0.2,16,3,37,3,7,0,1.20696731565688,0.00568969849047669,NA
"163",2,10,4.96728888888889,-0.503271111111111,4,0.2,16,3,37,4,8,0,1.2211773965106,0.00575668545402919,NA
"164",2,10,4.90268888888889,-0.509731111111111,4,0.2,16,3,30,4,8,0,1.12338908513956,0.00529570693342088,NA
"165",2,10,4.06033333333333,-0.593966666666667,3,0.2,16,3,43,3,7,0,1.31499830351,0.00619896145107152,NA
"166",2,10,4.92655555555556,-0.507344444444444,4,0.2,16,3,34,4,8,0,1.24992291689803,0.00589219313666043,NA
"167",2,10,7.92453333333333,-0.207546666666667,7,0.2,16,3,47,7,11,1,1.23134282080032,0.00580460572368854,NA
"168",2,10,6.98157777777778,-0.301842222222222,6,0.2,16,3,42,6,10,1,1.1887167780179,0.00560366463097785,NA
"169",2,10,8.35146666666667,-0.164853333333333,7,0.2,16,3,42,7,12,1,1.40594910523411,0.00662770764209464,NA
"170",2,10,8.29717777777778,-0.170282222222222,7,0.2,16,3,42,7,12,1,1.40799955840061,0.00663737357101824,NA
"171",2,10,4.23746666666667,-0.576253333333333,3,0.2,16,3,37,3,7,0,1.31969838981691,0.00622111787040335,NA
"172",2,10,8.27253333333333,-0.172746666666667,7,0.2,16,3,46,7,12,1,1.37822390296051,0.00649700978517845,NA
"173",2,10,6.93873333333333,-0.306126666666667,6,0.2,16,3,41,6,10,1,1.19743727885882,0.00564477346617759,NA
"174",2,10,6.47091111111111,-0.352908888888889,5,0.2,16,3,43,5,10,1,1.45379225289783,0.00685324240307017,NA
"175",2,10,4.86013333333333,-0.513986666666667,4,0.2,16,3,39,4,8,0,1.07207823669467,0.00505382527419544,NA
"176",2,10,6.06175555555556,-0.393824444444444,5,0.2,16,3,41,5,9,0,1.29354856094896,0.00609784639494073,NA
"177",2,10,4.148,-0.5852,3,0.2,16,3,38,3,8,0,1.32824097733384,0.0062613880141507,NA
"178",2,10,4.18671111111111,-0.581328888888889,3,0.2,16,3,42,3,7,0,1.27900038299381,0.00602926562636743,NA
"179",2,10,3.78,-0.622,3,0.2,16,3,38,3,6,0,1.03347384064275,0.00487184240598262,NA
"180",2,10,4.34422222222222,-0.565577777777778,3,0.2,16,3,44,3,8,0,1.38648973335589,0.00653597528334321,NA
"181",2,10,5.35846666666667,-0.464153333333333,4,0.2,16,3,37,4,9,0,1.40463160207727,0.00662149687265176,NA
"182",2,10,5.61997777777778,-0.438002222222222,5,0.2,16,3,41,5,8,0,1.03470135878995,0.00487762898202206,NA
"183",2,10,7.41306666666667,-0.258693333333333,6,0.2,16,3,39,6,11,1,1.41932637611699,0.006690768701795,NA
"184",2,10,7.29377777777778,-0.270622222222222,6,0.2,16,3,41,6,11,1,1.39664843587649,0.00658386386627901,NA
"185",2,10,4.7618,-0.52382,4,0.2,16,3,42,4,8,0,1.14043885121059,0.00537608030146401,NA
"186",2,10,4.91537777777778,-0.508462222222222,4,0.2,16,3,45,4,8,0,1.20319210850903,0.00567190199331248,NA
"187",2,10,3.67622222222222,-0.632377777777778,3,0.2,16,3,45,3,7,0,1.07239822429014,0.00505533371018648,NA
"188",2,10,6.5704,-0.34296,6,0.2,16,3,44,6,9,0,0.970977921686567,0.00457723381871328,NA
"189",2,10,3.23577777777778,-0.676422222222222,2,0.2,16,3,35,2,7,0,1.40640104713084,0.00662983811662721,NA
"190",2,10,5.45571111111111,-0.454428888888889,5,0.2,16,3,36,5,8,0,0.857625504465677,0.00404288539950809,NA
"191",2,10,6.85788888888889,-0.314211111111111,6,0.2,16,3,41,6,10,1,1.13275948794184,0.00533987943584719,NA
"192",2,10,5.91795555555556,-0.408204444444444,5,0.2,16,3,39,5,9,0,1.22623720352404,0.00578053761303384,NA
"193",2,10,8.25064444444445,-0.174935555555555,7,0.2,16,3,39,7,12,1,1.34076080351289,0.0063204070407539,NA
"194",2,10,8.71617777777778,-0.128382222222222,8,0.2,16,3,39,8,11.0250000000015,1,1.04343568545676,0.00491880299279004,NA
"195",2,10,10.6294444444444,0.0629444444444401,9,0.2,16,3,44,9,14,1,1.54151701894112,0.0072667809160516,NA
"196",2,10,9.62693333333333,-0.037306666666667,8,0.2,16,3,39,8,13,1,1.50565765479536,0.00709773825234154,NA
"197",2,10,7.05162222222222,-0.294837777777778,6,0.2,16,3,41,6,10,1,1.27180273680035,0.00599533559682093,NA
"198",2,10,5.04015555555556,-0.495984444444444,4,0.2,16,3,45,4,8,0,1.28763432449904,0.00606996641694555,NA
"199",2,10,6.13224444444444,-0.386775555555556,5,0.2,16,3,46,5,9,0,1.31070575781561,0.00617872619661114,NA
"200",2,10,6.99737777777778,-0.300262222222222,6,0.2,16,3,32,6,10,1,1.25881138984266,0.00593409379995074,NA
"201",3,10,7.47475555555556,-0.252524444444444,7,0.25,16,3,42,7,10,1,0.880657555704089,0.00415145953027687,NA
"202",3,10,5.32108888888889,-0.467891111111111,4,0.25,16,3,52,4,9,0,1.35015562530693,0.00636469465541127,NA
"203",3,10,6.59442222222222,-0.340557777777778,6,0.25,16,3,37,6,9,0,1.0147340063384,0.00478350197988319,NA
"204",3,10,8.52257777777778,-0.147742222222222,8,0.25,16,3,40,8,11,1,0.930303731080576,0.00438549384540148,NA
"205",3,10,10.1236888888889,0.01236888888889,9,0.25,16,3,35,9,13,1,1.28988553711942,0.00608057873501062,NA
"206",3,10,8.4938,-0.15062,8,0.25,16,3,31,8,11,1,0.915266905983765,0.00431460957211167,NA
"207",3,10,7.77902222222222,-0.222097777777778,7,0.25,16,3,34,7,11,1,1.14507552565795,0.00539793779442324,NA
"208",3,10,3.92215555555556,-0.607784444444444,3,0.25,16,3,29,3,7,0,1.16693018583109,0.00550096165048292,NA
"209",3,10,8.14042222222222,-0.185957777777778,7,0.25,16,3,39,7,11,1,1.31711306158241,0.00620893051622865,NA
"210",3,10,9.06182222222222,-0.093817777777778,8,0.25,16,3,32,8,12,1,1.24452185742541,0.00586673229813589,NA
"211",3,10,10.1208666666667,0.01208666666667,9,0.25,16,3,38,9,14,1,1.33186068718324,0.00627845149002031,NA
"212",3,10,7.21508888888889,-0.278491111111111,6,0.25,16,3,32,6,11,1,1.34033951879921,0.00631842108556823,NA
"213",3,10,9.94893333333333,-0.00510666666666708,9,0.25,16,3,38,9,13,1,1.17785149162114,0.00555244517970665,NA
"214",3,10,8.7068,-0.12932,8,0.25,16,3,43,8,12,1,1.06927454688844,0.00504060855369993,NA
"215",3,10,8.1132,-0.18868,7,0.25,16,3,36,7,11,1,1.29929080960523,0.00612491561470146,NA
"216",3,10,6.64304444444444,-0.335695555555556,6,0.25,16,3,43,6,9,0,1.04094301768986,0.00490705244424859,NA
"217",3,10,10.4398444444444,0.04398444444444,10,0.25,16,3,46,10,13,1,0.808095317936002,0.00380939786105097,NA
"218",3,10,2.82162222222222,-0.717837777777778,2,0.25,16,3,39,2,6,0,1.08579044958734,0.00511846526567197,NA
"219",3,10,9.18526666666667,-0.0814733333333329,8,0.25,16,3,35,8,13,1,1.35374595046567,0.00638161961052067,NA
"220",3,10,8.83706666666667,-0.116293333333333,8,0.25,16,3,34,8,12,1,1.18057205107776,0.00556527001997597,NA
"221",3,10,8.35717777777778,-0.164282222222222,7,0.25,16,3,35,7,12,1,1.40179287264588,0.00660811497377915,NA
"222",3,10,4.9018,-0.50982,4,0.25,16,3,35,4,8,0,1.17295855787149,0.00552937966881149,NA
"223",3,10,5.02266666666667,-0.497733333333333,4,0.25,16,3,45,4,8,0,1.29712984483122,0.00611472872906408,NA
"224",3,10,5.05666666666667,-0.494333333333333,4,0.25,16,3,40,4,8,0,1.29112497892093,0.00608642151969554,NA
"225",3,10,8.03937777777778,-0.196062222222222,7,0.25,16,3,29,7,11,1,1.22586681646752,0.00577879159170499,NA
