"","sim","N_actual","N_mean","n_captured","tau","pa_detects_total","N_lower_95","N_upper_95","cred_contains_actual_N","N_sd","N_naive_se","seed"
"35",1,10,5.77151111111111,5,0.15,38,5,9,0,1.0753380202037,0.005069192041025,9734803
"36",1,10,6.59071111111111,6,0.15,31,6,9,0,0.975051770367996,0.00459643812556772,6259117
"37",1,10,5.75924444444444,5,0.15,26,5,9,0,1.11176426688891,0.00524090701465357,3217539
"38",1,10,8.18364444444444,7,0.15,35,7,12,1,1.32427016379738,0.00624266941962767,6222078
"39",1,10,7.47333333333333,7,0.15,37,7,10,1,0.897215507317149,0.00422951446273123,3336585
"40",1,10,7.03028888888889,6,0.15,35,6,10,1,1.25401833059806,0.0059114991019875,2602626
"41",1,10,5.37868888888889,5,0.15,34,5,8,0,0.823008572758852,0.00387969961848297,1401063
"42",1,10,8.00595555555556,7,0.15,29,7,11,1,1.23133098797027,0.00580454994319274,6214763
"43",1,10,8.94566666666667,8,0.15,38,8,12,1,1.22749665532958,0.00578647472578235,4178677
"44",1,10,8.17442222222222,7,0.15,36,7,12,1,1.32097358833887,0.00622712921388493,8222659
"45",1,10,7.6636,7,0.15,43,7,10,1,0.993339636709686,0.00468264795425867,4171245
"46",1,10,6.38322222222222,6,0.15,31,6,9,0,0.76804112541724,0.00362058058675119,4685135
"47",1,10,6.37762222222222,6,0.15,35,6,9,0,0.821309795760655,0.00387169150691532,2823894
"48",1,10,9.34766666666667,8,0.15,43,8,13,1,1.40549501296583,0.00662556703061341,264195
"49",1,10,6.17746666666667,5,0.15,35,5,10,1,1.33308771340033,0.00628423574707896,4932736
"50",1,10,9.02986666666667,8,0.15,33,8,12,1,1.19544773848588,0.0056353946829166,6666778
"51",2,10,8.26393333333333,7,0.35,31,7,12,1,1.40356873564176,0.00661648647222479,9678851
"52",2,10,10.5691111111111,10,0.35,34,10,13,1,0.999800691758865,0.0047131056598513,1198160
"53",2,10,10.7213777777778,10,0.35,32,10,14,1,1.09493615707305,0.00516157854421797,6291217
"54",2,10,10.1480888888889,9,0.35,32,9,14,1,1.34510590210364,0.00634089003194356,3770356
"55",2,10,7.99335555555556,7,0.35,31,7,11,1,1.2356783131544,0.00582504343064421,2805396
"56",2,10,9.67051111111111,9,0.35,26,9,12,1,1.0127047811065,0.00477393612040295,1860746
"57",2,10,8.09911111111111,8,0.35,32,8,9,0,0.425052810165615,0.00200371816287003,1778604
"58",2,10,9.77446666666667,9,0.35,32,9,13,1,1.12183699269683,0.00528839029947902,8146151
"59",2,10,10.4828666666667,10,0.35,34,10,13,1,0.922697031892107,0.00434963552154406,2187377
"60",2,10,10.5017555555556,10,0.35,37,10,13,1,0.991932404070239,0.00467601419597827,1081447
"61",2,10,10.6543555555556,10,0.35,29,10,13,1,1.00705136648828,0.0047472856683136,5748867
"62",2,10,9.03726666666667,8,0.35,24,8,12,1,1.24670283430564,0.00587701352174671,4344906
"63",2,10,10.6062444444444,10,0.35,28,10,13,1,1.0099182062138,0.00476080008038354,6262646
"64",2,10,10.1571555555556,9,0.35,31,9,14,1,1.4354763553413,0.00676690043396524,8411427
"65",2,10,9.98086666666667,9,0.35,29,9,13,1,1.1834781772442,0.00557896963010444,2128723
"66",2,10,8.42857777777778,7,0.35,36,7,12,1,1.44947921657537,0.0068329105548627,1810692
"67",2,10,9.61746666666667,9,0.35,36,9,12,1,1.01184204986455,0.00476986916632611,4252042
"68",2,10,10.5318222222222,10,0.35,25,10,13,1,0.918177828676666,0.00432833179328274,1601344
"69",2,10,8.44304444444444,7,0.35,31,7,12,1,1.43633860121018,0.00677096509997145,9701198
"70",2,10,10.2847555555556,10,0.35,30,10,12,1,0.650394159528134,0.00306598747097646,9938928
"71",2,10,10.6526,10,0.35,33,10,13,1,0.972819980819965,0.00458591736874376,5982353
"72",2,10,10.6480666666667,10,0.35,25,10,13,1,1.01199973587464,0.00477061250530636,2338515
"73",2,10,8.29168888888889,7,0.35,34,7,12,1,1.35537718154803,0.00638930930758748,1662640
"74",2,10,7.37002222222222,7,0.35,26,7,10,1,0.796135022171369,0.00375301648611652,263975
"75",2,10,10.4265555555556,9,0.35,32,9,14,1,1.43661121287322,0.00677225020367524,7958794
"76",2,10,9.00031111111111,8,0.35,31,8,12,1,1.28840690291703,0.00607360838653462,5176328
