"","sim","N_actual","N_mean","n_captured","tau","pa_detects_total","N_lower_95","N_upper_95","cred_contains_actual_N","N_sd","N_naive_se","seed"
"318",7,25,17.4898444444444,17,0.35,59,17,20,0,0.860672859116395,0.00405725076709611,9757484
"319",7,25,24.2767777777778,24,0.35,61,24,26,1,0.588219134894631,0.00277289159405119,802847
"320",7,25,20.3747555555556,20,0.35,65,20,22,0,0.745723785847994,0.00351537563910147,970517
"321",7,25,18.3067333333333,18,0.35,64,18,20,0,0.656820476286888,0.00309628141869758,7495697
"322",7,25,25.1356222222222,25,0.35,68,25,26,1,0.419032567444753,0.00197533846652129,2653208
"323",7,25,24.5622666666667,24,0.35,62,24,27,1,0.870610089559526,0.00410409532064645,9971671
"324",7,25,24.2891777777778,24,0.35,56,24,26,1,0.590861493359618,0.00278534779131064,3115934
"325",7,25,22.0365777777778,21,0.35,61,21,25,1,1.22642476868055,0.00578142180366105,6223542
"326",7,25,23.3649777777778,23,0.35,62,23,25,1,0.707202707282509,0.00333378553328632,5909698
"327",7,25,23.3234444444444,23,0.35,62,23,25,1,0.664424689675702,0.00313212802438304,1882298
"328",7,25,16.068,15,0.35,51,15,19,0,1.24087298809053,0.00584953136313352,3914196
"329",7,25,21.3362888888889,21,0.35,56,21,23,0,0.662493256011942,0.003123023158776,1412581
"330",7,25,20.4424444444444,20,0.35,62,20,23,0,0.767760387492575,0.00361925717548274,47388
"331",7,25,23.7982444444444,23,0.35,68,23,26,1,1.03739350185816,0.00489031986615175,8104218
"332",7,25,25.4609111111111,25,0.35,65,25,28,1,0.802051341260485,0.00378090628176703,8936192
"333",7,25,18.355,18,0.35,61,18,20,0,0.711842393910865,0.00335565722580292,4597317
"334",7,25,21.6827333333333,21,0.35,64,21,24,0,0.993672997699012,0.00468421943303291,5522271
"335",7,25,17.4423777777778,17,0.35,57,17,20,0,0.799238865150829,0.00376764814223995,4781247
"336",7,25,25.6357333333333,25,0.35,70,25,28,1,0.931209583180068,0.00438976407315016,7309164
"337",7,25,22.3978,22,0.35,70,22,24,0,0.748101921999725,0.0035265862804313,1748520
"338",7,25,20.3782666666667,19,0.35,67,19,24,0,1.3929751148744,0.00656654766501199,903636
"339",7,25,25.4845555555556,25,0.35,65,25,28,1,0.81078731951917,0.00382208807821379,9566227
"340",7,25,22.5067555555556,22,0.35,58,22,25,1,0.839214587737783,0.00395609550573373,8927610
"341",7,25,19.4427333333333,18,0.35,63,18,23,0,1.41707391713807,0.00668015050833942,1815273
"342",7,25,23.3756222222222,23,0.35,65,23,25,1,0.69513133507834,0.00327688053899435,969217
"343",7,25,24.6215777777778,24,0.35,55,24,27,1,0.942357988315079,0.0044423181589527,5496136
"344",7,25,23.2389333333333,23,0.35,66,23,25,1,0.568141445312929,0.00267824445769266,2682624
"345",7,25,22.4732,22,0.35,58,22,25,1,0.801613952319923,0.00377884441052778,1458223
"346",7,25,14.6052888888889,14,0.35,67,14,17,0,0.960995603608797,0.00453017672001493,8984703
"347",7,25,16.3807777777778,16,0.35,75,16,18.0250000000015,0,0.759604425951966,0.00358080960406633,4831003
"348",7,25,19.4783333333333,19,0.35,67,19,22,0,0.841976298479914,0.00396911433502331,7403729
"349",7,25,23.5817777777778,22,0.35,62,22,27,1,1.48269466521262,0.00698948968133973,7271186
"350",7,25,23.0006888888889,22,0.35,69,22,26,1,1.15810496407375,0.00545935915614903,9724995
"351",8,25,22.5075333333333,22,0.45,59,22,25,1,0.873819327374778,0.00411922381279049,200535
"352",8,25,25.3579111111111,25,0.45,59,25,27,1,0.705533390371495,0.00332591629790147,3036147
"353",8,25,21.7408222222222,21,0.45,53,21,24,0,1.01104161671602,0.00476609588827806,6250510
"354",8,25,23.4868888888889,23,0.45,57,23,26,1,0.829577571798403,0.00391066617692614,5278735
"355",8,25,23.8825777777778,23,0.45,49,23,27,1,1.14969428569056,0.00541971083802144,6236056
"356",8,25,25.418,25,0.45,57,25,28,1,0.756336081150696,0.00356540247891811,5317301
"357",8,25,21.4233777777778,21,0.45,49,21,24,0,0.763884664033601,0.00360098683988378,4595348
"358",8,25,25.8770222222222,25,0.45,57,25,29,1,1.09685048164437,0.00517060275678977,8483392
"359",8,25,25.8854666666667,25,0.45,48,25,29,1,1.1263605490259,0.00530971454851476,4873894
"360",8,25,24.7373111111111,24,0.45,56,24,27,1,1.02024828733023,0.00480949654976779,3904099
"361",8,25,24.5180222222222,24,0.45,50,24,27,1,0.844986495355006,0.0039833045391772,3251405
"362",8,25,24.8634666666667,24,0.45,45,24,28,1,1.10441899196224,0.00520628105658473,2237618
"363",8,25,24.7105555555556,24,0.45,47,24,27,1,1.01677070433556,0.00479310306631664,1962589
"364",8,25,23.6029777777778,23,0.45,52,23,26,1,0.921250957256901,0.00434281866033969,1697964
"365",8,25,24.4492666666667,24,0.45,59,24,27,1,0.780153609370961,0.00367767938368912,5360961
"366",8,25,25.1733777777778,25,0.45,55,25,26,1,0.480220717534374,0.00226378217223217,6722417
"367",8,25,24.1150666666667,24,0.45,59,24,25,1,0.38902545306054,0.00183388357275518,9114383
"368",8,25,22.3939555555556,22,0.45,56,22,24,0,0.729817154333724,0.00344039105903764,3652004
"369",8,25,24.1196,23,0.45,55,23,27,1,1.2678408612059,0.00597665913616056,4981114
"370",8,25,24.1112,23,0.45,57,23,27,1,1.23023998282553,0.00579940689561837,6626944
"371",8,25,25.2872444444444,25,0.45,51,25,27,1,0.627259856944636,0.00295693132274437,1196060
"372",8,25,23.6540666666667,23,0.45,47,23,26,1,0.989734368113423,0.00466565255510923,3826967
"373",8,25,24.4844222222222,24,0.45,57,24,27,1,0.812400284096446,0.00382969166614983,6826440
"374",8,25,25.1182,25,0.45,56,25,26,1,0.40536563800271,0.00191091194327818,4267457
"375",8,25,25.0537111111111,25,0.45,49,25,26,1,0.245367771576907,0.00115667476777775,7112145
"376",8,25,25.0272,25,0.45,55,25,25,1,0.189780177896892,0.000894632338171212,250489
"377",8,25,20.2134444444444,20,0.45,56,20,22,0,0.612848389702813,0.0028889950146541,1675903
"378",8,25,20.2081777777778,19,0.45,51,19,23,0,1.30618610805936,0.00615742036333626,4538072
"379",8,25,21.7652,21,0.45,53,21,24,0,1.03567665295185,0.00488222656279226,1459692
"380",8,25,25.6114444444444,25,0.45,63,25,28,1,0.936304589298863,0.00441378216232874,834575
"381",8,25,25.1859555555556,25,0.45,64,25,27,1,0.490943874072035,0.0023143316169222,4927952
"382",8,25,25.6586666666667,25,0.45,49,25,28,1,0.960278225125633,0.00452679496541412,429494
"383",8,25,25.4323111111111,25,0.45,52,25,28,1,0.78034790798438,0.00367859531613661,2006223
"384",8,25,24.8586444444444,24,0.45,63,24,28,1,1.08869976045107,0.00513217988860747,9581831
"385",8,25,25.5337333333333,25,0.45,44,25,28,1,0.901302824271387,0.00424878225963257,6769440
"386",8,25,25.8330444444444,25,0.45,59,25,29,1,1.08162257556267,0.00509881771909882,6057074
"387",8,25,25.5456,25,0.45,52,25,28,1,0.897963561974892,0.00423304082620582,2926956
"388",8,25,25.4091333333333,25,0.45,61,25,27,1,0.746413697227652,0.00351862791253464,2678945
"389",8,25,24.1837555555556,23,0.45,52,23,27,1,1.30429398947325,0.0061485008307826,2881673
"390",8,25,19.5880666666667,19,0.45,49,19,22,0,0.933141201087324,0.00439886980728937,580345
"391",8,25,25.7176444444444,25,0.45,60,25,28,1,1.00161418101071,0.00472165453016854,2101753
"392",8,25,25.1486666666667,25,0.45,46,25,26,1,0.450866407425559,0.0021254046273322,253935
"393",8,25,25.5631111111111,25,0.45,54,25,28,1,0.868837273124281,0.00409573818382538,1265321
"394",8,25,24.3053111111111,24,0.45,49,24,26,1,0.661895741209657,0.00312020644698563,6347570
"395",8,25,25.8272444444444,25,0.45,58,25,29,1,1.11263687070068,0.00524502050847087,3236339
"396",8,25,25.1578666666667,25,0.45,44,25,26,1,0.453007736407062,0.00213549894895601,8191108
"397",8,25,23.3976444444444,23,0.45,54,23,26,1,0.767349538439155,0.00361732041447129,6706722
"398",8,25,24.7585333333333,24,0.45,51,24,27,1,1.02103722553768,0.00481321564014396,9402944
"399",8,25,23.5818888888889,23,0.45,62,23,26,1,0.903364765902637,0.00425850234569835,2043846
"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",9,25,25.0513111111111,25,0.5,41,25,26,1,0.253359070414698,0.00119434611176902,9568346
"402",9,25,25.0823555555556,25,0.5,45,25,26,1,0.331625635206429,0.00156329823646508,3714996
"403",9,25,25.3089111111111,25,0.5,42,25,27,1,0.662172604504002,0.00312151159307158,6102771
"404",9,25,25.5072444444444,25,0.5,46,25,28,1,0.875752441598399,0.00412833660063269,1793615
"405",9,25,25.1844222222222,25,0.5,46,25,27,1,0.522233508980964,0.0024618323704219,7501284
"406",9,25,22.6995111111111,22,0.5,54,22,25,1,0.991539458451039,0.00467416183256511,4059493
"407",9,25,25.0864444444444,25,0.5,38,25,26,1,0.342729195799857,0.00161564092307127,9845748
"408",9,25,25.0861777777778,25,0.5,46,25,26,1,0.329912830919987,0.00155522399962649,761770
"409",9,25,26.1665333333333,25,0.5,43,25,30,1,1.32426711709112,0.00624265505731661,3401028
"410",9,25,25.7563333333333,25,0.5,46,25,28,1,1.0115578552059,0.00476852945985742,8510274
"411",9,25,25.5097333333333,25,0.5,44,25,28,1,0.857910547143555,0.00404422910357779,1485134
"412",9,25,25.3224888888889,25,0.5,50,25,27,1,0.65629383605624,0.003093798812842,7344076
"413",9,25,24.9826222222222,24,0.5,40,24,28,1,1.19156135102209,0.00561707407671681,1097558
"414",9,25,25.0769555555556,25,0.5,44,25,26,1,0.323405747986744,0.00152454931650756,7325176
"415",9,25,25.0529333333333,25,0.5,47,25,26,1,0.253156819574802,0.00119339269216641,9997290
"416",9,25,25.0719555555556,25,0.5,48,25,26,1,0.309447668128965,0.00145875029704237,8486367
"417",9,25,25.0398666666667,25,0.5,42,25,26,1,0.232595657776419,0.00109646644592167,5769626
"418",9,25,25.0502222222222,24,0.5,46,24,28,1,1.21034396130726,0.00570561615072367,9584715
"419",9,25,26.0294888888889,25,0.5,54,25,29,1,1.23920587362895,0.00584167251019486,9030395
"420",9,25,26.0256666666667,25,0.5,48,25,29,1,1.19274452549574,0.00562265161467448,6880758
"421",9,25,25.3262888888889,25,0.5,54,25,27,1,0.717938649194862,0.00338439524881065,6112043
"422",9,25,25.1880222222222,25,0.5,56,25,27,1,0.538607960421282,0.0025390222747663,4526049
"423",9,25,25.3491777777778,25,0.5,42,25,27,1,0.693987691160349,0.00327148934986319,9421906
"424",9,25,25.1664888888889,25,0.5,56,25,27,1,0.544160134819333,0.00256519547588091,5415111
"425",9,25,24.2043777777778,24,0.5,42,24,26,1,0.558244255867885,0.00263158865921746,2757229
"426",9,25,22.6818666666667,22,0.5,51,22,25,1,0.986673161284112,0.00465122188772509,8523091
"427",9,25,25.0245555555556,25,0.5,49,25,25,1,0.173070060595701,0.000815860089783913,717087
"428",9,25,24.8293333333333,24,0.5,40,24,28,1,1.09703118032676,0.00517145457854756,224669
"429",9,25,25.0846888888889,25,0.5,43,25,26,1,0.333278719497637,0.00157109095054632,9207380
"430",9,25,25.3594888888889,25,0.5,47,25,27,1,0.748778396434729,0.00352977521149991,6611527
"431",9,25,25.4239777777778,25,0.5,50,25,28,1,0.813286739281459,0.00383387045596677,6166195
"432",9,25,25.0878222222222,25,0.5,47,25,26,1,0.332834204852329,0.00156899548841276,9554744
"433",9,25,23.6529111111111,23,0.5,56,23,26,1,0.965778343240457,0.00455272277085624,1924488
"434",9,25,25.2248222222222,25,0.5,52,25,27,1,0.547738250443865,0.00258206287469408,1382131
"435",9,25,24.3751333333333,24,0.5,43,24,26,1,0.723861530274572,0.00341231597798147,1409059
"436",9,25,25.0907111111111,25,0.5,43,25,26,1,0.36042712785308,0.00169906977485669,4774105
"437",9,25,25.0217777777778,25,0.5,55,25,25,1,0.167244714154784,0.000788399143309689,785646
"438",9,25,25.0465777777778,25,0.5,52,25,26,1,0.235061610445644,0.00110809105828497,435939
"439",9,25,25.2395777777778,25,0.5,54,25,27,1,0.596144415127399,0.00281025172335381,4825190
"440",9,25,25.3876888888889,25,0.5,45,25,27,1,0.739022263960988,0.00348378436196433,401845
"441",9,25,25.3289333333333,25,0.5,47,25,27,1,0.690017792436525,0.00325277506780826,8598510
"442",9,25,25.3268222222222,25,0.5,43,25,27,1,0.687328127974685,0.00324009586794103,8939466
"443",9,25,25.2527777777778,25,0.5,47,25,27,1,0.598999380041138,0.00282371015702418,4796378
"444",9,25,25.0125777777778,25,0.5,48,25,25,1,0.126394176489059,0.000595827861986018,6165854
"445",9,25,25.2504444444444,25,0.5,43,25,27,1,0.593030686792787,0.0027955734672193,5143888
"446",9,25,25.2740666666667,25,0.5,44,25,27,1,0.636402053344922,0.00300002804987492,9895085
"447",9,25,25.1890444444444,25,0.5,50,25,27,1,0.496947255589027,0.00234263182879364,9515771
"448",9,25,25.5796,25,0.5,55,25,28,1,0.951277243480738,0.00448436393102451,6731071
"449",9,25,25.0307333333333,25,0.5,56,25,26,1,0.199696195844846,0.000941376895060315,3532844
"450",9,25,25.2461777777778,25,0.5,52,25,27,1,0.611177663130119,0.00288111913406036,5149009
"451",10,25,25.5359777777778,25,0.55,42,25,28,1,0.893713236398526,0.00421300459929049,4286485
"452",10,25,25.0119777777778,25,0.55,45,25,25,1,0.134541367381297,0.000634234088169506,5729073
"453",10,25,25.1229333333333,25,0.55,41,25,26,1,0.409555328932556,0.00193066233572865,5705272
"454",10,25,25.3057111111111,25,0.55,41,25,27,1,0.666829595193279,0.00314346485771365,9377223
"455",10,25,25.4316888888889,25,0.55,33,25,28,1,0.800120155375394,0.00377180258419983,3723130
"456",10,25,25.3418444444444,25,0.55,35,25,27,1,0.753701605812889,0.00355298344307656,7430794
"457",10,25,25.0841555555556,25,0.55,29,25,26,1,0.359642793586763,0.00169537238766716,9887674
"458",10,25,25.2060222222222,25,0.55,33,25,27,1,0.534316873780581,0.00251879389835097,8034221
"459",10,25,25.0297333333333,25,0.55,43,25,25,1,0.209457536001898,0.00098739229385045,4706429
"460",10,25,25.6330888888889,25,0.55,49,25,28,1,0.964248243960265,0.00454550981367682,5050043
"461",10,25,25.0361777777778,25,0.55,38,25,26,1,0.220260002534706,0.00103831560944305,112687
"462",10,25,25.0296444444444,25,0.55,46,25,26,1,0.197117740704202,0.000929221940960753,8478532
"463",10,25,25.2478666666667,25,0.55,41,25,27,1,0.596837059738453,0.00281351688136334,6496797
"464",10,25,25.1541777777778,25,0.55,35,25,27,1,0.509652917274184,0.00240252689237388,7976385
"465",10,25,25.9594444444444,25,0.55,38,25,29,1,1.18526500519451,0.00558739281784099,8820362
"466",10,25,25.0275333333333,25,0.55,37,25,25,1,0.181531702389477,0.000855748651732915,4411867
"467",10,25,25.0758666666667,25,0.55,41,25,26,1,0.322183350218514,0.00151878687816608,5531857
"468",10,25,25.0644888888889,25,0.55,44,25,26,1,0.305684902680455,0.00144101245061133,8741695
"469",10,25,25.056,25,0.55,32,25,26,1,0.314288571479077,0.00148157053428192,9193885
"470",10,25,24.7203111111111,24,0.55,40,24,27,1,1.03664962780097,0.00488681321021719,5949989
"471",10,25,25.1029777777778,25,0.55,41,25,26,1,0.386636506454948,0.00182262197045713,8038723
"472",10,25,25.5096444444444,25,0.55,45,25,28,1,0.850366423427313,0.00400866576332536,5264868
"473",10,25,25.0335555555556,25,0.55,33,25,26,1,0.224567809200599,0.001058622804813,3596667
"474",10,25,24.1367777777778,24,0.55,44,24,25,1,0.439932477605942,0.0020738615878624,9535485
"475",10,25,25.2393111111111,25,0.55,39,25,27,1,0.602922920455794,0.00284220590391393,838490
"476",10,25,25.2521111111111,25,0.55,37,25,27,1,0.630294405910313,0.00297123632375419,9506703
"477",10,25,25.1000444444444,25,0.55,39,25,26,1,0.413434687555953,0.00194894980765704,7146075
"478",10,25,25.0316666666667,25,0.55,36,25,26,1,0.214886077105787,0.00101298268202718,3285275
"479",10,25,25.2695777777778,25,0.55,35,25,27,1,0.640610166762275,0.00301986528676433,5608457
"480",10,25,25.0261111111111,25,0.55,40,25,25,1,0.179403433017829,0.000845715893700357,5701594
"481",10,25,25.0757333333333,25,0.55,40,25,26,1,0.32836323459154,0.00154791913248018,6408396
"482",10,25,25.5167777777778,25,0.55,26,25,28,1,0.932525869552096,0.00439596910661446,5615002
"483",10,25,25.0641333333333,25,0.55,39,25,26,1,0.323488479781019,0.0015249393179259,9802742
"484",10,25,25.3016666666667,25,0.55,31,25,27,1,0.635125156239375,0.00299400869919352,7751866
"485",10,25,25.1,25,0.55,34,25,26,1,0.396040313546486,0.00186695194221311,6578185
"486",10,25,25.2758222222222,25,0.55,38,25,27,1,0.640675078722684,0.00302017128468023,9178385
"487",10,25,25.0116444444444,25,0.55,38,25,25,1,0.173456904568307,0.000817683689759187,275418
"488",10,25,25.1604,25,0.55,30,25,27,1,0.592594745702372,0.0027935184212111,2433291
"489",10,25,25.1200444444444,25,0.55,37,25,26,1,0.400046662512799,0.00188583805235897,9063328
"490",10,25,25.0990666666667,25,0.55,38,25,26,1,0.373348219610745,0.00175998038553788,1166557
"491",10,25,25.0216444444444,25,0.55,41,25,25,1,0.174288948317226,0.00082160598160655,2529742
"492",10,25,25.1578,25,0.55,45,25,26,1,0.452761089626853,0.00213433624488372,2644185
"493",10,25,25.1302888888889,25,0.55,39,25,26,1,0.442199346316074,0.00208454770944236,2483036
"494",10,25,25.0095777777778,25,0.55,41,25,25,1,0.113420049362768,0.000534667240179509,531306
"495",10,25,25.1149777777778,25,0.55,45,25,26,1,0.431258905531787,0.00203297397699077,1417497
"496",10,25,25.0233111111111,25,0.55,37,25,25,1,0.157096666900578,0.000740560789781351,3015050
"497",10,25,25.0742888888889,25,0.55,39,25,26,1,0.31988729169033,0.00150796315446421,6369843
"498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",11,50,38.3369111111111,38,0.15,97,38,40,0,0.632657374357432,0.00298237546383877,3033844
"502",11,50,30.1555333333333,29,0.15,93,29,33,0,1.23691329215998,0.00583086517750735,125430
"503",11,50,31.0939777777778,30,0.15,91,30,34,0,1.19776646418129,0.00564632526066949,560704
"504",11,50,24.3156666666667,23,0.15,95,23,28,0,1.34957422380859,0.00636195390246419,195247
"505",11,50,32.6628222222222,32,0.15,97,32,35,0,0.919442427079882,0.00433429316732535,4757559
"506",11,50,36.6408444444444,36,0.15,98,36,39,0,0.897306253549091,0.00422994224457105,912627
"507",11,50,38.8313555555556,38,0.15,92,38,41,0,1.02267843520274,0.00482095237670071,526762
"508",11,50,24.2246666666667,23,0.15,93,23,28,0,1.3084369980789,0.00616803116064642,4045915
"509",11,50,40.8448,40,0.15,98,40,43,0,1.03521500579572,0.00488005033722815,6868290
"510",11,50,34.0197777777778,33,0.15,97,33,37,0,1.15232832549628,0.00543212782074505,7142801
"511",11,50,34.2979111111111,33,0.15,97,33,37,0,1.28978781370381,0.00608011806241159,1852789
"512",11,50,40.3379555555556,39,0.15,92,39,43,0,1.28232441957762,0.00604493528509624,7995175
"513",11,50,33.8080666666667,32,0.15,97,32,37,0,1.54175692575003,0.00726791184759447,7574326
"514",11,50,38.6839777777778,38,0.15,103,38,41,0,0.913451116136787,0.00430604985668495,7426472
"515",11,50,36.7243555555556,36,0.15,91,36,39,0,0.969625889889468,0.00457086027969922,3264642
"516",11,50,35.2916888888889,34,0.15,91,34,38,0,1.29464682232336,0.00610302364870976,1726336
"517",11,50,42.6076222222222,41,0.15,95,41,46,0,1.42752951647475,0.00672943867628831,4760561
"518",11,50,41.3492,40,0.15,94,40,44,0,1.30481479095812,0.00615095591252663,3614479
"519",11,50,29.7884222222222,29,0.15,103,29,32,0,1.02193294327431,0.00481743809404795,1211752
"520",11,50,33.8747333333333,32,0.15,94,32,38,0,1.55427215950779,0.00732690922531613,4289139
"521",11,50,45.5354888888889,44,0.15,94,44,49,0,1.38783004336245,0.00654229356530672,8748035
"522",11,50,31.4608888888889,30,0.15,102,30,35,0,1.38954105348,0.00655035934435204,7688796
"523",11,50,27.1280666666667,26,0.15,101,26,30,0,1.24661769828681,0.00587661218670513,4554552
"524",11,50,32.4381111111111,31,0.15,100,31,36,0,1.37956146521906,0.00650331511413363,770934
"525",11,50,30.8283333333333,30,0.15,94,30,33,0,1.05501962136995,0.00497341019037036,848267
"526",11,50,36.8700222222222,36,0.15,92,36,39,0,1.05280438591256,0.00496296747027808,1345792
"527",11,50,39.1745777777778,38,0.15,94,38,42,0,1.22965242625591,0.00579663712738697,3562527
"528",11,50,28.4959333333333,27,0.15,96,27,32,0,1.42333943554624,0.00670968644536652,4947895
"529",11,50,32.9095333333333,32,0.15,92,32,36,0,1.08482345764885,0.00511390682195826,845948
"530",11,50,30.7177111111111,30,0.15,97,30,33,0,0.971047855307539,0.0045775634889641,9261070
"531",11,50,29.4928666666667,29,0.15,95,29,32,0,0.773625069910753,0.00364690355353207,4094363
"532",11,50,32.3139777777778,31,0.15,96,31,35,0,1.30353798213468,0.00614493697801106,8020188
"533",11,50,41.9563555555556,41,0.15,99,41,45,0,1.10778567421893,0.00522215174894345,8461337
"534",11,50,21.7243333333333,21,0.15,98,21,24,0,1.00938236178536,0.00475827408552346,4833567
"535",11,50,29.3329333333333,28,0.15,101,28,33,0,1.32920828227147,0.0062659479333565,5514119
"536",11,50,30.5571333333333,29,0.15,93,29,34,0,1.43109249818093,0.00674623473312622,9959548
"537",11,50,44.3112666666667,43,0.15,97,43,47,0,1.27974585627561,0.00603277982111912,375599
"538",11,50,36.8512222222222,35,0.15,102,35,40,0,1.52607893850514,0.00719400510695303,9363126
"539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",12,50,44.8418888888889,44,0.35,84,44,47,0,1.02270974898035,0.00482109999126397,1711031
"552",12,50,43.7074,43,0.35,88,43,46,0,0.929984476227976,0.00438398886359348,8935539
"553",12,50,34.9491555555556,34,0.35,87,34,38,0,1.11228398738591,0.00524335700057194,4299241
"554",12,50,27.4476222222222,26,0.35,90,26,31,0,1.3766500462526,0.00648959055350658,4168715
"555",12,50,42.0232222222222,41,0.35,85,41,45,0,1.13135133293102,0.00533324132946645,2112248
"556",12,50,45.7213111111111,45,0.35,93,45,48,0,0.958736226261727,0.00451952591305912,5177919
"557",12,50,43.909,43,0.35,87,43,47,0,1.07902753852644,0.00508658459719381,1175326
"558",12,50,39.5808444444444,39,0.35,95,39,42,0,0.851072685704177,0.00401199511562714,2291129
"559",12,50,45.0133777777778,44,0.35,98,44,48,0,1.12882653747774,0.00532133932955895,1399453
"560",12,50,48.3598888888889,48,0.35,84,48,50,1,0.648708465030788,0.00305804103090924,9489902
"561",12,50,44.3307111111111,43,0.35,97,43,47,0,1.28645950165124,0.00606442824892971,4304016
"562",12,50,44.6687333333333,44,0.35,95,44,47,0,0.905288503397605,0.00426757093121778,9090771
"563",12,50,39.4052444444444,38,0.35,89,38,43,0,1.35448060507685,0.00638508280556999,6129034
"564",12,50,42.7978222222222,42,0.35,87,42,45,0,1.00732430262915,0.00474857230162054,5748180
"565",12,50,34.1609111111111,33,0.35,83,33,37,0,1.22836251904651,0.00579055644648783,1393349
"566",12,50,37.9792444444444,37,0.35,96,37,41,0,1.13523275209695,0.00535153851488546,2354244
"567",12,50,43.0328444444444,42,0.35,90,42,46,0,1.13392868387715,0.00534539107834312,9547183
"568",12,50,40.7107333333333,40,0.35,92,40,43,0,0.935479567114827,0.00440989297045567,2736049
"569",12,50,45.0923555555556,44,0.35,92,44,48,0,1.15830826820991,0.00546031754103784,4383134
"570",12,50,46.6935555555556,46,0.35,85,46,49,0,0.91499809754058,0.00431334239695823,866270
"571",12,50,41.3956444444444,41,0.35,85,41,43,0,0.70159245123075,0.00330733853263037,3787876
"572",12,50,48.8207777777778,48,0.35,86,48,51,1,0.997202388801146,0.00470085714224476,7050810
"573",12,50,44.0160444444444,43,0.35,90,43,47,0,1.13997773331416,0.00537390657085406,3612752
"574",12,50,43.2603555555556,42,0.35,97,42,46,0,1.27494923477728,0.00601016833053075,3990132
"575",12,50,46.1246,45,0.35,89,45,49,0,1.18251865054927,0.00557444637788636,756977
"576",12,50,45.4846888888889,45,0.35,82,45,47,0,0.767623169845658,0.00361861032529185,9820146
"577",12,50,49.7752222222222,49,0.35,89,49,52,1,0.979005518422568,0.00461507627263766,2598396
"578",12,50,47.1014888888889,46,0.35,85,46,50,1,1.16398601660073,0.00548708270363128,7222781
"579",12,50,41.8366888888889,41,0.35,93,41,44,0,1.02653549399657,0.00483913472622436,3260684
"580",12,50,45.9758888888889,45,0.35,96,45,49,0,1.10853324803951,0.00522567584572993,909425
"581",12,50,38.4611555555556,37,0.35,95,37,42,0,1.35977080493371,0.00641002104685411,6616961
"582",12,50,41.4726666666667,41,0.35,87,41,43,0,0.765317155902616,0.00360773967131428,560837
"583",12,50,45.8787333333333,45,0.35,86,45,48,0,1.04940564185639,0.00494694563714717,3187901
"584",12,50,45.9716888888889,45,0.35,97,45,49,0,1.09104559457567,0.00514323825672109,8498864
"585",12,50,46.3986444444444,46,0.35,93,46,48,0,0.72764837025802,0.00343016731285857,4145903
"586",12,50,35.8570888888889,35,0.35,90,35,39,0,1.05862656656477,0.00499041349308119,4686104
"587",12,50,40.324,39,0.35,93,39,44,0,1.3043839023962,0.00614892468436615,7594896
"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",13,50,50.4769333333333,50,0.45,84,50,52,1,0.764615247275479,0.00360443084231413,630366
"602",13,50,50.4667555555556,50,0.45,77,50,52,1,0.75546655254769,0.00356130348177396,7107878
"603",13,50,50.1138666666667,49,0.45,83,49,53,1,1.178454128218,0.0055552860358682,1867430
"604",13,50,49.4172444444444,49,0.45,84,49,51,1,0.712715094611479,0.00335977117635859,1700799
